Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.13 [1.10-1.16],4.319e-18,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.13 [1.10-1.16],2.129e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.11 [1.08-1.14],3.785e-10,***,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-PL%,1.10 [1.08-1.13],8.315e-09,***,Phospholipids to Total-Lipids in Small HDL percentage
IDL-TG%,1.10 [1.08-1.13],1.215e-09,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.10 [1.07-1.12],1.221e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
HDL-size,1.09 [1.06-1.12],0.007,**,Average Diameter for HDL Particles
XL-HDL-PL%,1.08 [1.05-1.11],0.004,**,Phospholipids to Total-Lipids in Very Large HDL percentage
IDL-PL%,1.08 [1.05-1.11],7.011e-05,***,Phospholipids to Total-Lipids in IDL percentage
S-HDL-C%,0.94 [0.91-0.96],0.017,*,Cholesterol to Total-Lipids in Small HDL percentage
LA%,0.94 [0.91-0.96],0.034,*,Linoleic Acid to Total-Fatty Acids percentage
SFA,0.93 [0.91-0.96],0.015,*,Saturated Fatty Acids
XS-VLDL-C,0.93 [0.91-0.96],0.024,*,Cholesterol in Very Small VLDL
S-HDL-PL,0.93 [0.91-0.96],0.027,*,Phospholipids in Small HDL
XXL-VLDL-CE,0.93 [0.91-0.96],0.021,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XS-VLDL-CE,0.93 [0.91-0.96],0.008,**,Cholesteryl Esters in Very Small VLDL
Total-TG,0.93 [0.91-0.95],0.004,**,Total-Triglycerides
S-VLDL-FC%,0.93 [0.91-0.95],6.744e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-TG,0.93 [0.91-0.95],0.002,**,Triglycerides in Very Large VLDL
S-VLDL-PL%,0.93 [0.91-0.95],7.733e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
XL-HDL-CE%,0.92 [0.90-0.94],2.553e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Phosphoglyc,0.92 [0.90-0.95],1.923e-04,***,Phosphoglycerides
Total-P,0.92 [0.90-0.95],5.014e-04,***,Total-Concentration of Lipoprotein Particles
SM,0.92 [0.90-0.95],1.451e-04,***,Sphingomyelins
PC,0.92 [0.90-0.94],8.144e-05,***,Phosphatidylcholines
DHA,0.92 [0.90-0.94],1.736e-04,***,Docosahexaenoic Acid
XL-VLDL-P,0.92 [0.90-0.94],2.510e-05,***,Concentration of Very Large VLDL Particles
VLDL-TG,0.92 [0.90-0.94],1.563e-05,***,Triglycerides in VLDL
XL-HDL-C%,0.92 [0.90-0.94],1.202e-05,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-FC,0.92 [0.90-0.94],1.408e-05,***,Free Cholesterol in Small HDL
XL-VLDL-L,0.92 [0.89-0.94],5.852e-06,***,Total-Lipids in Very Large VLDL
XL-VLDL-PL,0.92 [0.89-0.94],4.138e-06,***,Phospholipids in Very Large VLDL
S-HDL-L,0.92 [0.89-0.94],2.259e-06,***,Total-Lipids in Small HDL
Cholines,0.92 [0.89-0.94],3.915e-06,***,Total-Cholines
Omega-3,0.91 [0.89-0.94],2.075e-06,***,Omega-3 Fatty Acids
Total-FA,0.91 [0.89-0.94],8.743e-08,***,Total-Fatty Acids
XL-VLDL-FC,0.91 [0.89-0.94],3.459e-07,***,Free Cholesterol in Very Large VLDL
S-VLDL-P,0.91 [0.89-0.94],1.367e-07,***,Concentration of Small VLDL Particles
IDL-C%,0.91 [0.89-0.93],2.067e-10,***,Cholesterol to Total-Lipids in IDL percentage
L-VLDL-PL,0.91 [0.89-0.93],7.471e-08,***,Phospholipids in Large VLDL
IDL-PL,0.91 [0.89-0.93],9.588e-09,***,Phospholipids in IDL
ApoB/ApoA1,0.91 [0.89-0.93],3.974e-09,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-CE,0.91 [0.89-0.93],4.321e-09,***,Cholesteryl Esters in Small VLDL
L-VLDL-P,0.91 [0.89-0.93],2.089e-08,***,Concentration of Large VLDL Particles
VLDL-P,0.91 [0.89-0.93],1.977e-09,***,Concentration of VLDL Particles
Total-PL,0.91 [0.88-0.93],4.510e-09,***,Total-Phospholipids in Lipoprotein Particles
S-VLDL-L,0.91 [0.88-0.93],1.665e-09,***,Total-Lipids in Small VLDL
IDL-P,0.91 [0.88-0.93],5.318e-10,***,Concentration of IDL Particles
IDL-CE%,0.90 [0.88-0.93],1.674e-12,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-FC,0.90 [0.88-0.93],1.953e-10,***,Free Cholesterol in IDL
VLDL-PL,0.90 [0.88-0.93],1.371e-10,***,Phospholipids in VLDL
VLDL-L,0.90 [0.88-0.93],1.172e-10,***,Total-Lipids in VLDL
L-VLDL-TG,0.90 [0.88-0.93],8.688e-10,***,Triglycerides in Large VLDL
IDL-L,0.90 [0.88-0.92],3.695e-11,***,Total-Lipids in IDL
L-VLDL-FC,0.90 [0.88-0.92],2.172e-10,***,Free Cholesterol in Large VLDL
VLDL-size,0.90 [0.88-0.92],7.806e-10,***,Average Diameter for VLDL Particles
S-VLDL-C,0.90 [0.88-0.92],7.711e-12,***,Cholesterol in Small VLDL
L-VLDL-L,0.90 [0.88-0.92],5.281e-11,***,Total-Lipids in Large VLDL
XL-VLDL-C,0.90 [0.88-0.92],2.132e-11,***,Cholesterol in Very Large VLDL
