Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.24 [1.21-1.27],5.714e-60,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.23 [1.20-1.26],1.288e-65,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.22 [1.19-1.24],1.582e-60,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.20 [1.17-1.23],8.511e-51,***,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.19 [1.17-1.22],1.457e-45,***,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,1.19 [1.16-1.22],5.214e-38,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,1.14 [1.11-1.17],1.979e-15,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-TG%,1.13 [1.11-1.16],8.779e-20,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-VLDL-TG%,1.12 [1.10-1.15],5.218e-15,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-HDL-PL%,1.12 [1.09-1.14],7.961e-13,***,Phospholipids to Total-Lipids in Small HDL percentage
S-LDL-TG%,1.11 [1.09-1.14],4.901e-14,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.10 [1.08-1.13],3.586e-10,***,Phospholipids to Total-Lipids in Medium HDL percentage
Creatinine,1.10 [1.07-1.12],2.717e-07,***,Creatinine
M-VLDL-TG%,1.09 [1.07-1.12],3.479e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
GlycA,1.09 [1.06-1.11],7.956e-05,***,Glycoprotein Acetyls
XL-HDL-PL%,1.08 [1.05-1.11],0.001,**,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,1.08 [1.05-1.10],1.721e-05,***,Phospholipids to Total-Lipids in Large HDL percentage
Phe,1.08 [1.05-1.10],7.036e-05,***,Phenylalanine
XXL-VLDL-FC%,1.07 [1.05-1.10],0.002,**,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-CE%,0.94 [0.92-0.96],0.022,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XXL-VLDL-TG,0.94 [0.92-0.96],0.034,*,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,0.94 [0.91-0.96],0.023,*,Free Cholesterol in Chylomicrons and Extremely Large VLDL
Unsaturation,0.94 [0.91-0.96],0.017,*,Degree of Unsaturation
XS-VLDL-FC%,0.94 [0.92-0.96],1.581e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-L,0.93 [0.91-0.96],0.006,**,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-HDL-FC%,0.93 [0.91-0.95],0.006,**,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-TG,0.93 [0.91-0.95],3.657e-04,***,Triglycerides in Small LDL
M-VLDL-CE%,0.93 [0.91-0.95],1.929e-07,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-PL,0.93 [0.90-0.95],0.002,**,Phospholipids in Medium HDL
S-HDL-CE%,0.93 [0.91-0.95],3.005e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-VLDL-TG,0.93 [0.90-0.95],1.226e-04,***,Triglycerides in Small VLDL
XXL-VLDL-C,0.92 [0.90-0.94],8.404e-06,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-VLDL-C%,0.92 [0.90-0.94],1.369e-08,***,Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-PL,0.92 [0.90-0.94],2.049e-04,***,Phospholipids in HDL
M-HDL-CE,0.92 [0.89-0.94],4.079e-05,***,Cholesteryl Esters in Medium HDL
XL-HDL-C%,0.92 [0.90-0.94],9.858e-07,***,Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-L,0.92 [0.89-0.94],1.119e-05,***,Total-Lipids in Medium HDL
XS-VLDL-PL,0.92 [0.89-0.94],1.269e-07,***,Phospholipids in Very Small VLDL
M-HDL-C,0.91 [0.89-0.94],4.031e-06,***,Cholesterol in Medium HDL
XL-VLDL-TG,0.91 [0.89-0.94],1.122e-07,***,Triglycerides in Very Large VLDL
M-VLDL-FC%,0.91 [0.89-0.93],1.921e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-P,0.91 [0.89-0.94],3.751e-06,***,Concentration of Medium HDL Particles
S-HDL-C%,0.91 [0.89-0.93],1.047e-09,***,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-CE,0.91 [0.89-0.93],1.012e-08,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
His,0.91 [0.89-0.93],1.003e-09,***,Histidine
MUFA,0.91 [0.89-0.93],6.136e-10,***,Monounsaturated Fatty Acids
S-VLDL-C%,0.91 [0.89-0.93],2.835e-12,***,Cholesterol to Total-Lipids in Small VLDL percentage
Total-TG,0.91 [0.89-0.93],6.083e-10,***,Total-Triglycerides
HDL-L,0.90 [0.88-0.93],6.424e-08,***,Total-Lipids in HDL
M-HDL-FC,0.90 [0.88-0.93],3.990e-08,***,Free Cholesterol in Medium HDL
XL-VLDL-P,0.90 [0.88-0.92],6.487e-11,***,Concentration of Very Large VLDL Particles
M-VLDL-PL%,0.90 [0.88-0.92],4.917e-15,***,Phospholipids to Total-Lipids in Medium VLDL percentage
HDL-CE,0.90 [0.88-0.93],2.455e-08,***,Cholesteryl Esters in HDL
L-LDL-FC%,0.90 [0.88-0.92],6.227e-16,***,Free Cholesterol to Total-Lipids in Large LDL percentage
VLDL-TG,0.90 [0.88-0.92],8.047e-13,***,Triglycerides in VLDL
XL-VLDL-PL,0.90 [0.88-0.92],1.123e-12,***,Phospholipids in Very Large VLDL
HDL-C,0.90 [0.87-0.92],2.980e-09,***,HDL Cholesterol
XL-HDL-CE%,0.90 [0.88-0.92],1.407e-17,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
HDL-FC,0.90 [0.87-0.92],1.203e-08,***,Free Cholesterol in HDL
XL-VLDL-L,0.90 [0.87-0.92],6.906e-13,***,Total-Lipids in Very Large VLDL
LA%,0.89 [0.87-0.92],9.899e-16,***,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-L,0.89 [0.87-0.92],7.582e-15,***,Total-Lipids in Very Small VLDL
VLDL-size,0.89 [0.87-0.92],1.324e-13,***,Average Diameter for VLDL Particles
XS-VLDL-FC,0.89 [0.87-0.91],6.708e-16,***,Free Cholesterol in Very Small VLDL
XL-VLDL-FC,0.89 [0.87-0.91],3.956e-15,***,Free Cholesterol in Very Large VLDL
XS-VLDL-P,0.89 [0.87-0.91],2.765e-16,***,Concentration of Very Small VLDL Particles
L-VLDL-PL,0.89 [0.87-0.91],3.697e-15,***,Phospholipids in Large VLDL
ApoA1,0.89 [0.87-0.91],3.295e-13,***,Apolipoprotein A1
DHA,0.89 [0.86-0.91],1.185e-15,***,Docosahexaenoic Acid
L-VLDL-P,0.89 [0.86-0.91],9.799e-17,***,Concentration of Large VLDL Particles
L-VLDL-TG,0.88 [0.86-0.90],2.231e-18,***,Triglycerides in Large VLDL
Omega-3,0.88 [0.86-0.90],5.656e-18,***,Omega-3 Fatty Acids
ApoB/ApoA1,0.88 [0.86-0.90],1.173e-20,***,Apolipoprotein B to Apolipoprotein A1 ratio
Albumin,0.88 [0.86-0.90],3.461e-23,***,Albumin
S-VLDL-P,0.88 [0.86-0.90],2.735e-20,***,Concentration of Small VLDL Particles
L-VLDL-FC,0.88 [0.85-0.90],3.069e-20,***,Free Cholesterol in Large VLDL
XS-VLDL-C%,0.87 [0.86-0.89],1.999e-28,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-L,0.87 [0.85-0.90],1.288e-21,***,Total-Lipids in Large VLDL
SFA,0.87 [0.85-0.89],4.922e-25,***,Saturated Fatty Acids
XS-VLDL-CE%,0.87 [0.85-0.89],3.952e-31,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.87 [0.85-0.89],8.793e-29,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-PL,0.87 [0.85-0.89],8.933e-25,***,Phospholipids in Small HDL
M-VLDL-TG,0.87 [0.85-0.89],1.026e-24,***,Triglycerides in Medium VLDL
XS-VLDL-C,0.87 [0.85-0.89],3.277e-26,***,Cholesterol in Very Small VLDL
S-VLDL-PL%,0.87 [0.85-0.89],5.420e-28,***,Phospholipids to Total-Lipids in Small VLDL percentage
XL-VLDL-C,0.87 [0.84-0.89],3.258e-25,***,Cholesterol in Very Large VLDL
S-VLDL-L,0.86 [0.84-0.89],5.091e-27,***,Total-Lipids in Small VLDL
VLDL-L,0.86 [0.84-0.88],3.202e-28,***,Total-Lipids in VLDL
M-HDL-FC%,0.86 [0.84-0.89],3.141e-25,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-C,0.86 [0.84-0.88],2.488e-26,***,Cholesterol in Large VLDL
VLDL-PL,0.86 [0.84-0.88],1.580e-28,***,Phospholipids in VLDL
VLDL-P,0.86 [0.84-0.88],1.511e-28,***,Concentration of VLDL Particles
S-VLDL-CE,0.86 [0.84-0.88],4.433e-29,***,Cholesteryl Esters in Small VLDL
XS-VLDL-CE,0.86 [0.84-0.88],1.057e-29,***,Cholesteryl Esters in Very Small VLDL
L-VLDL-CE,0.85 [0.83-0.88],1.067e-30,***,Cholesteryl Esters in Large VLDL
Total-FA,0.85 [0.84-0.88],5.587e-34,***,Total-Fatty Acids
M-LDL-CE%,0.85 [0.83-0.87],1.725e-34,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
HDL-P,0.85 [0.83-0.87],1.246e-28,***,Concentration of HDL Particles
VLDL-FC,0.85 [0.83-0.87],1.314e-35,***,Free Cholesterol in VLDL
XL-VLDL-CE,0.85 [0.83-0.87],4.039e-34,***,Cholesteryl Esters in Very Large VLDL
S-HDL-L,0.85 [0.83-0.87],3.729e-35,***,Total-Lipids in Small HDL
S-VLDL-C,0.85 [0.83-0.87],1.833e-36,***,Cholesterol in Small VLDL
S-VLDL-PL,0.84 [0.82-0.86],4.821e-40,***,Phospholipids in Small VLDL
L-LDL-CE%,0.84 [0.82-0.86],4.391e-48,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
VLDL-C,0.84 [0.82-0.86],1.961e-43,***,VLDL Cholesterol
Phosphoglyc,0.84 [0.82-0.86],1.174e-40,***,Phosphoglycerides
VLDL-CE,0.84 [0.82-0.86],1.220e-44,***,Cholesteryl Esters in VLDL
S-HDL-FC,0.84 [0.82-0.86],1.879e-39,***,Free Cholesterol in Small HDL
S-LDL-CE%,0.84 [0.82-0.86],3.733e-45,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-C%,0.84 [0.82-0.85],2.046e-60,***,Cholesterol to Total-Lipids in IDL percentage
SM,0.83 [0.81-0.85],2.432e-41,***,Sphingomyelins
PC,0.83 [0.81-0.85],2.138e-43,***,Phosphatidylcholines
IDL-P,0.83 [0.81-0.85],4.538e-48,***,Concentration of IDL Particles
S-VLDL-FC,0.83 [0.81-0.85],2.874e-47,***,Free Cholesterol in Small VLDL
IDL-PL,0.83 [0.81-0.85],2.714e-48,***,Phospholipids in IDL
M-LDL-C%,0.83 [0.81-0.84],4.399e-69,***,Cholesterol to Total-Lipids in Medium LDL percentage
Total-P,0.83 [0.81-0.85],8.505e-42,***,Total-Concentration of Lipoprotein Particles
M-VLDL-L,0.83 [0.81-0.85],8.032e-51,***,Total-Lipids in Medium VLDL
Cholines,0.83 [0.81-0.85],4.911e-48,***,Total-Cholines
S-HDL-CE,0.82 [0.80-0.85],1.157e-47,***,Cholesteryl Esters in Small HDL
M-VLDL-CE,0.82 [0.81-0.84],2.303e-52,***,Cholesteryl Esters in Medium VLDL
L-LDL-P,0.82 [0.80-0.84],2.550e-51,***,Concentration of Large LDL Particles
M-VLDL-PL,0.82 [0.80-0.84],9.494e-52,***,Phospholipids in Medium VLDL
IDL-FC,0.82 [0.80-0.84],2.586e-53,***,Free Cholesterol in IDL
M-VLDL-P,0.82 [0.80-0.84],2.093e-50,***,Concentration of Medium VLDL Particles
S-LDL-PL,0.82 [0.80-0.84],7.750e-55,***,Phospholipids in Small LDL
S-HDL-C,0.82 [0.80-0.84],7.560e-50,***,Cholesterol in Small HDL
S-LDL-P,0.82 [0.80-0.84],1.037e-53,***,Concentration of Small LDL Particles
M-VLDL-FC,0.82 [0.80-0.84],2.888e-53,***,Free Cholesterol in Medium VLDL
