Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.59 [1.44-1.75],1.178e-14,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,1.55 [1.41-1.71],3.731e-13,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,1.43 [1.29-1.58],7.060e-07,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,1.31 [1.19-1.44],0.016,*,Triglycerides to Total-Lipids in Small HDL percentage
GlycA,1.31 [1.18-1.45],0.045,*,Glycoprotein Acetyls
L-LDL-TG%,1.31 [1.19-1.44],0.018,*,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,0.80 [0.74-0.87],0.040,*,Triglycerides to Total-Lipids in Large VLDL percentage
M-HDL-CE%,0.77 [0.71-0.85],0.018,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Total-C,0.76 [0.69-0.84],0.011,*,Total-Cholesterol
Total-CE,0.75 [0.68-0.82],7.465e-04,***,Total-Esterified Cholesterol
M-HDL-C%,0.74 [0.67-0.81],4.628e-05,***,Cholesterol to Total-Lipids in Medium HDL percentage
IDL-C%,0.73 [0.67-0.80],2.581e-06,***,Cholesterol to Total-Lipids in IDL percentage
L-LDL-C%,0.73 [0.67-0.81],3.141e-05,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-PL,0.73 [0.66-0.80],6.217e-05,***,Total-Phospholipids in Lipoprotein Particles
Phosphoglyc,0.71 [0.64-0.79],7.600e-06,***,Phosphoglycerides
XL-HDL-CE%,0.71 [0.64-0.78],1.598e-06,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Cholines,0.71 [0.64-0.78],4.306e-06,***,Total-Cholines
PC,0.70 [0.63-0.77],8.470e-07,***,Phosphatidylcholines
IDL-CE%,0.69 [0.64-0.76],1.571e-10,***,Cholesteryl Esters to Total-Lipids in IDL percentage
M-HDL-FC%,0.69 [0.62-0.77],4.083e-07,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Albumin,0.69 [0.63-0.75],9.129e-13,***,Albumin
HDL-FC,0.68 [0.61-0.76],1.130e-06,***,Free Cholesterol in HDL
HDL-PL,0.66 [0.59-0.73],4.102e-09,***,Phospholipids in HDL
M-HDL-PL,0.65 [0.59-0.72],1.038e-10,***,Phospholipids in Medium HDL
S-HDL-PL,0.65 [0.59-0.72],4.452e-12,***,Phospholipids in Small HDL
HDL-L,0.65 [0.58-0.72],2.519e-10,***,Total-Lipids in HDL
S-HDL-FC,0.64 [0.58-0.71],6.047e-12,***,Free Cholesterol in Small HDL
S-HDL-L,0.64 [0.58-0.71],9.897e-14,***,Total-Lipids in Small HDL
M-HDL-L,0.63 [0.57-0.70],9.928e-13,***,Total-Lipids in Medium HDL
M-HDL-FC,0.63 [0.57-0.70],1.773e-11,***,Free Cholesterol in Medium HDL
HDL-C,0.63 [0.57-0.70],3.204e-11,***,HDL Cholesterol
HDL-CE,0.63 [0.56-0.70],6.119e-12,***,Cholesteryl Esters in HDL
M-HDL-P,0.63 [0.56-0.70],2.588e-12,***,Concentration of Medium HDL Particles
ApoA1,0.62 [0.56-0.69],1.911e-13,***,Apolipoprotein A1
S-HDL-P,0.62 [0.56-0.68],3.004e-16,***,Concentration of Small HDL Particles
M-HDL-C,0.61 [0.55-0.68],1.184e-14,***,Cholesterol in Medium HDL
M-HDL-CE,0.61 [0.55-0.68],6.540e-15,***,Cholesteryl Esters in Medium HDL
S-HDL-CE,0.61 [0.55-0.67],2.044e-18,***,Cholesteryl Esters in Small HDL
S-HDL-C,0.60 [0.55-0.67],1.586e-18,***,Cholesterol in Small HDL
Total-P,0.59 [0.54-0.66],2.779e-17,***,Total-Concentration of Lipoprotein Particles
HDL-P,0.59 [0.53-0.65],4.589e-18,***,Concentration of HDL Particles
