Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.42 [1.35-1.50],2.330e-31,***,Apolipoprotein B to Apolipoprotein A1 ratio
S-VLDL-CE,1.35 [1.27-1.42],1.660e-21,***,Cholesteryl Esters in Small VLDL
S-VLDL-C,1.34 [1.27-1.41],2.340e-20,***,Cholesterol in Small VLDL
L-VLDL-PL%,1.33 [1.23-1.44],1.505e-07,***,Phospholipids to Total-Lipids in Large VLDL percentage
S-LDL-PL,1.33 [1.26-1.40],1.115e-19,***,Phospholipids in Small LDL
S-VLDL-PL,1.33 [1.26-1.40],4.304e-19,***,Phospholipids in Small VLDL
S-LDL-P,1.32 [1.25-1.39],5.206e-19,***,Concentration of Small LDL Particles
S-VLDL-L,1.32 [1.25-1.40],2.885e-17,***,Total-Lipids in Small VLDL
S-VLDL-FC,1.32 [1.25-1.39],4.657e-18,***,Free Cholesterol in Small VLDL
VLDL-C,1.31 [1.24-1.39],5.660e-16,***,VLDL Cholesterol
VLDL-CE,1.31 [1.24-1.39],2.757e-16,***,Cholesteryl Esters in VLDL
ApoB,1.31 [1.24-1.39],3.759e-16,***,Apolipoprotein B
XL-VLDL-CE,1.31 [1.24-1.38],1.173e-16,***,Cholesteryl Esters in Very Large VLDL
S-LDL-L,1.31 [1.24-1.38],1.108e-16,***,Total-Lipids in Small LDL
XS-VLDL-PL,1.31 [1.24-1.38],4.210e-17,***,Phospholipids in Very Small VLDL
L-VLDL-CE,1.31 [1.24-1.38],1.441e-16,***,Cholesteryl Esters in Large VLDL
LDL-P,1.31 [1.24-1.38],1.835e-17,***,Concentration of LDL Particles
VLDL-P,1.31 [1.24-1.38],1.988e-17,***,Concentration of VLDL Particles
S-VLDL-P,1.31 [1.24-1.38],1.920e-17,***,Concentration of Small VLDL Particles
M-VLDL-PL,1.30 [1.23-1.37],4.326e-16,***,Phospholipids in Medium VLDL
M-VLDL-FC,1.30 [1.23-1.37],2.661e-16,***,Free Cholesterol in Medium VLDL
L-LDL-P,1.30 [1.23-1.37],9.734e-17,***,Concentration of Large LDL Particles
VLDL-FC,1.30 [1.23-1.37],2.765e-15,***,Free Cholesterol in VLDL
XS-VLDL-P,1.30 [1.23-1.37],5.369e-16,***,Concentration of Very Small VLDL Particles
XS-VLDL-FC,1.30 [1.23-1.37],2.072e-15,***,Free Cholesterol in Very Small VLDL
GlycA,1.30 [1.22-1.38],2.660e-12,***,Glycoprotein Acetyls
S-HDL-TG%,1.30 [1.22-1.38],6.407e-11,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-P,1.30 [1.23-1.37],6.145e-16,***,Concentration of Medium VLDL Particles
L-VLDL-C,1.30 [1.23-1.37],1.434e-14,***,Cholesterol in Large VLDL
VLDL-PL,1.29 [1.22-1.37],2.840e-14,***,Phospholipids in VLDL
M-VLDL-L,1.29 [1.22-1.37],3.653e-14,***,Total-Lipids in Medium VLDL
XS-VLDL-L,1.29 [1.22-1.37],2.420e-14,***,Total-Lipids in Very Small VLDL
S-LDL-CE,1.29 [1.22-1.37],5.905e-15,***,Cholesteryl Esters in Small LDL
S-LDL-C,1.29 [1.22-1.37],1.317e-14,***,Cholesterol in Small LDL
M-LDL-PL,1.29 [1.22-1.37],5.362e-14,***,Phospholipids in Medium LDL
M-LDL-L,1.29 [1.22-1.36],6.247e-13,***,Total-Lipids in Medium LDL
M-LDL-P,1.28 [1.22-1.35],2.133e-14,***,Concentration of Medium LDL Particles
M-VLDL-C,1.28 [1.21-1.35],1.763e-13,***,Cholesterol in Medium VLDL
M-LDL-CE,1.28 [1.21-1.35],9.297e-13,***,Cholesteryl Esters in Medium LDL
XL-VLDL-C,1.28 [1.21-1.35],3.882e-13,***,Cholesterol in Very Large VLDL
M-LDL-C,1.28 [1.21-1.35],4.585e-12,***,Cholesterol in Medium LDL
M-HDL-TG%,1.27 [1.20-1.36],3.377e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
LDL-PL,1.27 [1.20-1.34],2.278e-11,***,Phospholipids in LDL
VLDL-L,1.27 [1.20-1.35],1.582e-10,***,Total-Lipids in VLDL
Remnant-C,1.27 [1.20-1.34],5.950e-11,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
L-VLDL-FC,1.27 [1.20-1.34],8.131e-12,***,Free Cholesterol in Large VLDL
LDL-L,1.26 [1.19-1.34],5.993e-10,***,Total-Lipids in LDL
XS-VLDL-C,1.26 [1.19-1.33],2.267e-10,***,Cholesterol in Very Small VLDL
Non-HDL-C,1.26 [1.19-1.34],7.776e-10,***,Total-Cholesterol Minus HDL-C
S-LDL-FC,1.26 [1.19-1.33],1.052e-10,***,Free Cholesterol in Small LDL
LDL-CE,1.26 [1.19-1.33],1.055e-09,***,Cholesteryl Esters in LDL
IDL-P,1.26 [1.19-1.33],9.147e-11,***,Concentration of IDL Particles
M-VLDL-CE,1.25 [1.19-1.33],2.394e-10,***,Cholesteryl Esters in Medium VLDL
L-VLDL-PL,1.25 [1.18-1.32],4.382e-10,***,Phospholipids in Large VLDL
LDL-C,1.25 [1.18-1.32],8.765e-09,***,LDL Cholesterol
L-LDL-TG,1.25 [1.18-1.31],3.980e-11,***,Triglycerides in Large LDL
M-LDL-FC,1.25 [1.18-1.32],3.763e-09,***,Free Cholesterol in Medium LDL
IDL-PL,1.25 [1.18-1.32],1.152e-08,***,Phospholipids in IDL
TG/PG,1.24 [1.17-1.32],2.379e-07,***,Triglycerides to Phosphoglycerides ratio
L-VLDL-L,1.24 [1.17-1.31],1.061e-08,***,Total-Lipids in Large VLDL
XS-VLDL-CE,1.24 [1.17-1.31],3.360e-08,***,Cholesteryl Esters in Very Small VLDL
Clinical LDL-C,1.24 [1.17-1.31],6.708e-08,***,Clinical LDL Cholesterol
L-LDL-L,1.24 [1.17-1.31],5.401e-08,***,Total-Lipids in Large LDL
