Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.23 [1.14-1.34],0.057,,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.22 [1.13-1.31],0.050,*,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.20 [1.12-1.29],0.262,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.07 [0.99-1.16],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
S-HDL-TG%,1.02 [0.94-1.11],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
M-LDL-C%,0.83 [0.77-0.89],0.013,*,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE%,0.83 [0.77-0.88],0.018,*,Cholesteryl Esters to Total-Lipids in IDL percentage
LA,0.82 [0.76-0.88],0.048,*,Linoleic Acid
Total-L,0.82 [0.76-0.88],0.034,*,Total-Lipids in Lipoprotein Particles
Omega-6,0.82 [0.76-0.88],0.045,*,Omega-6 Fatty Acids
S-LDL-C%,0.81 [0.76-0.87],0.005,**,Cholesterol to Total-Lipids in Small LDL percentage
Total-FC,0.81 [0.75-0.88],0.019,*,Total-Free Cholesterol
S-LDL-CE,0.81 [0.75-0.88],0.032,*,Cholesteryl Esters in Small LDL
L-LDL-L,0.81 [0.75-0.87],0.012,*,Total-Lipids in Large LDL
L-LDL-FC,0.81 [0.75-0.88],0.027,*,Free Cholesterol in Large LDL
L-LDL-C%,0.81 [0.76-0.87],0.005,**,Cholesterol to Total-Lipids in Large LDL percentage
Non-HDL-C,0.81 [0.75-0.87],0.005,**,Total-Cholesterol Minus HDL-C
LDL-PL,0.81 [0.75-0.87],0.012,*,Phospholipids in LDL
S-LDL-C,0.81 [0.75-0.87],0.018,*,Cholesterol in Small LDL
LDL-L,0.81 [0.75-0.87],0.006,**,Total-Lipids in LDL
LDL-FC,0.81 [0.75-0.87],0.014,*,Free Cholesterol in LDL
Clinical LDL-C,0.81 [0.75-0.87],0.003,**,Clinical LDL Cholesterol
L-LDL-PL,0.81 [0.75-0.87],0.014,*,Phospholipids in Large LDL
Total-C,0.81 [0.75-0.87],0.007,**,Total-Cholesterol
M-LDL-PL,0.81 [0.75-0.87],0.017,*,Phospholipids in Medium LDL
Total-CE,0.81 [0.75-0.87],0.007,**,Total-Esterified Cholesterol
M-LDL-L,0.81 [0.75-0.87],0.009,**,Total-Lipids in Medium LDL
L-LDL-C,0.81 [0.75-0.87],0.006,**,Cholesterol in Large LDL
L-LDL-CE,0.81 [0.75-0.87],0.008,**,Cholesteryl Esters in Large LDL
LDL-CE,0.81 [0.75-0.87],0.004,**,Cholesteryl Esters in LDL
M-LDL-FC,0.81 [0.75-0.87],0.010,**,Free Cholesterol in Medium LDL
LDL-C,0.81 [0.75-0.87],0.003,**,LDL Cholesterol
M-LDL-CE,0.81 [0.75-0.87],0.008,**,Cholesteryl Esters in Medium LDL
M-LDL-C,0.80 [0.75-0.87],0.004,**,Cholesterol in Medium LDL
