Abbreviations,HR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.13 [1.11-1.14],3.714e-60,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.13 [1.11-1.14],1.592e-58,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,1.12 [1.11-1.14],4.305e-47,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.12 [1.10-1.13],3.156e-46,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.11 [1.10-1.13],2.183e-47,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.11 [1.09-1.13],1.652e-36,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-PL%,1.11 [1.09-1.13],1.262e-37,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,1.11 [1.09-1.12],2.638e-42,***,Phospholipids to Total-Lipids in Large HDL percentage
M-VLDL-TG%,1.11 [1.09-1.12],3.928e-37,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.10 [1.08-1.11],1.104e-30,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,1.10 [1.08-1.11],1.395e-33,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,1.09 [1.08-1.11],1.845e-21,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-TG%,1.09 [1.07-1.11],1.929e-23,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,1.08 [1.06-1.09],8.582e-18,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,1.08 [1.06-1.09],8.705e-19,***,Triglycerides to Total-Lipids in Very Large HDL percentage
GlycA,1.08 [1.06-1.09],2.874e-16,***,Glycoprotein Acetyls
M-HDL-TG%,1.08 [1.06-1.09],1.786e-16,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-TG%,1.08 [1.06-1.09],3.153e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.08 [1.06-1.09],1.567e-11,***,Phospholipids to Total-Lipids in Large VLDL percentage
XL-HDL-FC%,1.07 [1.06-1.09],7.034e-13,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG,1.06 [1.05-1.08],1.877e-12,***,Triglycerides in Small HDL
IDL-PL%,1.06 [1.05-1.07],1.927e-11,***,Phospholipids to Total-Lipids in IDL percentage
VLDL-size,1.05 [1.03-1.07],1.294e-04,***,Average Diameter for VLDL Particles
SFA%,1.05 [1.03-1.06],1.372e-05,***,Saturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-TG,1.05 [1.03-1.06],1.266e-05,***,Triglycerides in Very Large VLDL
XS-VLDL-TG,1.05 [1.03-1.06],4.203e-06,***,Triglycerides in Very Small VLDL
Creatinine,1.05 [1.03-1.06],0.017,*,Creatinine
XXL-VLDL-PL,1.04 [1.03-1.06],1.042e-04,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG,1.04 [1.03-1.06],2.104e-04,***,Triglycerides in Medium HDL
XXL-VLDL-P,1.04 [1.03-1.06],1.304e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,1.04 [1.03-1.06],4.153e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-HDL-PL%,1.04 [1.03-1.06],0.009,**,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-TG,1.04 [1.03-1.06],3.378e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,1.04 [1.03-1.06],0.002,**,Triglycerides in Small VLDL
HDL-TG,1.04 [1.03-1.06],0.001,**,Triglycerides in HDL
Total-TG,1.04 [1.03-1.06],0.009,**,Total-Triglycerides
VLDL-TG,1.04 [1.02-1.05],0.025,*,Triglycerides in VLDL
XL-VLDL-P,1.04 [1.03-1.05],0.014,*,Concentration of Very Large VLDL Particles
