Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.1200,0.0805,Tyrosine
Acetone,0.0642,0.0591,Acetone
His,0.0202,0.0528,Histidine
Gly,0.0645,0.0480,Glycine
Leu,0.0490,0.0466,Leucine
L-HDL-PL%,0.0282,0.0424,Phospholipids to Total-Lipids in Large HDL percentage
Gln,0.0352,0.0412,Glutamine
Acetate,0.0230,0.0403,Acetate
Val,0.0312,0.0394,Valine
Creatinine,0.0703,0.0391,Creatinine
Citrate,0.0303,0.0316,Citrate
Omega-6/Omega-3,0.0367,0.0316,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-PL%,0.0242,0.0280,Phospholipids to Total-Lipids in IDL percentage
Unsaturation,0.0325,0.0246,Degree of Unsaturation
3-Hydroxybutyrate,0.0188,0.0195,3-Hydroxybutyrate
Ala,0.0095,0.0187,Alanine
Pyruvate,0.0153,0.0182,Pyruvate
M-HDL-FC%,0.0223,0.0180,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-P,0.0240,0.0167,Concentration of Very Large HDL Particles
XL-VLDL-PL%,0.0143,0.0153,Phospholipids to Total-Lipids in Very Large VLDL percentage
Omega-3,0.0138,0.0145,Omega-3 Fatty Acids
XXL-VLDL-C%,0.0120,0.0132,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LDL-size,0.0163,0.0132,Average Diameter for LDL Particles
Phe,0.0088,0.0119,Phenylalanine
MUFA%,0.0052,0.0110,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,0.0077,0.0100,Phospholipids to Total-Lipids in Medium LDL percentage
Phosphoglyc,0.0112,0.0098,Phosphoglycerides
DHA%,0.0092,0.0097,Docosahexaenoic Acid to Total-Fatty Acids percentage
Glu-lactate,0.0042,0.0094,Glucose-lactate
S-LDL-CE%,0.0057,0.0093,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-HDL-PL%,0.0035,0.0092,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-PL%,0.0117,0.0090,Phospholipids to Total-Lipids in Large LDL percentage
S-HDL-FC%,0.0095,0.0088,Free Cholesterol to Total-Lipids in Small HDL percentage
PUFA%,0.0083,0.0087,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,0.0060,0.0083,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-CE%,0.0095,0.0083,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Sc-ala,0.0107,0.0077,Spectrometer-corrected alanine
GlycA,0.0087,0.0076,Glycoprotein Acetyls
Albumin,0.0052,0.0075,Albumin
L-LDL-CE%,0.0077,0.0075,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LA%,0.0072,0.0075,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0063,0.0074,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-BCAA,0.0082,0.0073,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XS-VLDL-PL%,0.0032,0.0057,Phospholipids to Total-Lipids in Very Small VLDL percentage
DHA,0.0077,0.0054,Docosahexaenoic Acid
Lactate,0.0045,0.0052,Lactate
XXL-VLDL-FC%,0.0038,0.0044,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0048,0.0043,Saturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-PL%,0.0038,0.0040,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-FC%,0.0023,0.0040,Free Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0027,0.0037,Acetoacetate
M-LDL-C%,0.0045,0.0036,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0032,0.0036,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0040,0.0032,Glucose
PUFA/MUFA,0.0027,0.0031,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-TG,0.0040,0.0031,Triglycerides in Large HDL
L-HDL-TG%,0.0033,0.0027,Triglycerides to Total-Lipids in Large HDL percentage
IDL-CE%,0.0018,0.0027,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-FC,0.0037,0.0026,Free Cholesterol in Very Large HDL
Omega-3%,0.0018,0.0024,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA,0.0017,0.0024,Linoleic Acid
S-HDL-C%,0.0012,0.0021,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,0.0023,0.0013,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Ile,0.0017,0.0011,Isoleucine
L-HDL-CE%,0.0010,0.0007,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-C%,0.0002,0.0002,Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-L,0.0002,0.0001,Total-Lipids in Small HDL
