Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1015,0.0941,Creatinine
GlycA,0.0703,0.0693,Glycoprotein Acetyls
Total-CE,0.0585,0.0581,Total-Esterified Cholesterol
IDL-CE%,0.0497,0.0544,Cholesteryl Esters to Total-Lipids in IDL percentage
Acetoacetate,0.0388,0.0501,Acetoacetate
Albumin,0.0502,0.0497,Albumin
3-Hydroxybutyrate,0.0538,0.0489,3-Hydroxybutyrate
IDL-FC%,0.0318,0.0378,Free Cholesterol to Total-Lipids in IDL percentage
Gly,0.0285,0.0363,Glycine
Lactate,0.0325,0.0323,Lactate
DHA,0.0392,0.0310,Docosahexaenoic Acid
Ala,0.0352,0.0274,Alanine
Phe,0.0210,0.0251,Phenylalanine
HDL-FC,0.0202,0.0228,Free Cholesterol in HDL
IDL-PL%,0.0175,0.0183,Phospholipids to Total-Lipids in IDL percentage
Acetone,0.0153,0.0179,Acetone
Citrate,0.0173,0.0165,Citrate
XS-VLDL-PL%,0.0175,0.0150,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-HDL-FC%,0.0172,0.0146,Free Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-CE%,0.0132,0.0145,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-HDL-PL%,0.0075,0.0133,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-FC%,0.0130,0.0132,Free Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-C%,0.0165,0.0122,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-TG%,0.0125,0.0108,Triglycerides to Total-Lipids in IDL percentage
Unsaturation,0.0087,0.0103,Degree of Unsaturation
Pyruvate,0.0092,0.0102,Pyruvate
Omega-6,0.0092,0.0097,Omega-6 Fatty Acids
HDL-CE,0.0068,0.0087,Cholesteryl Esters in HDL
LDL-size,0.0117,0.0087,Average Diameter for LDL Particles
IDL-CE,0.0078,0.0082,Cholesteryl Esters in IDL
Val,0.0077,0.0078,Valine
L-VLDL-PL%,0.0068,0.0078,Phospholipids to Total-Lipids in Large VLDL percentage
Gln,0.0098,0.0071,Glutamine
SFA%,0.0057,0.0066,Saturated Fatty Acids to Total-Fatty Acids percentage
Total-L,0.0045,0.0063,Total-Lipids in Lipoprotein Particles
Leu,0.0067,0.0061,Leucine
LA%,0.0057,0.0057,Linoleic Acid to Total-Fatty Acids percentage
MUFA%,0.0030,0.0056,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,0.0032,0.0055,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-PL%,0.0060,0.0054,Phospholipids to Total-Lipids in Small HDL percentage
XXL-VLDL-PL%,0.0045,0.0053,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,0.0070,0.0051,Cholesterol to Total-Lipids in Large LDL percentage
Glu-lactate,0.0067,0.0051,Glucose-lactate
XXL-VLDL-FC%,0.0045,0.0048,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0055,0.0048,Glucose
Acetate,0.0063,0.0045,Acetate
XL-HDL-FC,0.0062,0.0045,Free Cholesterol in Very Large HDL
TG/PG,0.0042,0.0045,Triglycerides to Phosphoglycerides ratio
M-HDL-C%,0.0020,0.0041,Cholesterol to Total-Lipids in Medium HDL percentage
S-LDL-C%,0.0063,0.0040,Cholesterol to Total-Lipids in Small LDL percentage
