Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
S-LDL-PL%,0.0048,0.0039,Phospholipids to Total-Lipids in Small LDL percentage
IDL-C%,0.0032,0.0034,Cholesterol to Total-Lipids in IDL percentage
His,0.0045,0.0033,Histidine
S-VLDL-TG,0.0032,0.0031,Triglycerides in Small VLDL
XS-VLDL-TG%,0.0032,0.0031,Triglycerides to Total-Lipids in Very Small VLDL percentage
Sc-ala,0.0045,0.0030,Spectrometer-corrected alanine
XS-VLDL-CE,0.0047,0.0029,Cholesteryl Esters in Very Small VLDL
XS-VLDL-FC%,0.0032,0.0029,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-HDL-C%,0.0032,0.0029,Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-CE%,0.0003,0.0022,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-FC%,0.0020,0.0020,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-CE%,0.0022,0.0020,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,0.0030,0.0020,Phospholipids to Total-Lipids in Large HDL percentage
IDL-TG,0.0013,0.0016,Triglycerides in IDL
L-HDL-CE%,0.0022,0.0015,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LA,0.0025,0.0014,Linoleic Acid
Omega-6/Omega-3,0.0010,0.0013,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Tyr,0.0008,0.0013,Tyrosine
Total-TG,0.0007,0.0011,Total-Triglycerides
S-LDL-CE%,0.0015,0.0009,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Omega-3,0.0008,0.0008,Omega-3 Fatty Acids
M-VLDL-PL%,0.0002,0.0008,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-PL%,0.0002,0.0007,Phospholipids to Total-Lipids in Large LDL percentage
XXL-VLDL-C%,0.0007,0.0007,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE%,0.0017,0.0005,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-HDL-C,0.0005,0.0005,Cholesterol in Small HDL
