Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2972,0.5686,Creatinine
Albumin,0.1327,0.0736,Albumin
Leu,0.0873,0.0453,Leucine
Total-L,0.0293,0.0367,Total-Lipids in Lipoprotein Particles
IDL-TG%,0.0368,0.0303,Triglycerides to Total-Lipids in IDL percentage
IDL-CE%,0.0478,0.0280,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.0535,0.0268,Cholesterol to Total-Lipids in Large LDL percentage
GlycA,0.0812,0.0247,Glycoprotein Acetyls
S-LDL-CE,0.0183,0.0218,Cholesteryl Esters in Small LDL
L-LDL-TG%,0.0290,0.0217,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE,0.0198,0.0172,Cholesteryl Esters in IDL
LA,0.0422,0.0169,Linoleic Acid
Total-C,0.0068,0.0169,Total-Cholesterol
Total-BCAA,0.0178,0.0127,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,0.0157,0.0104,Isoleucine
LDL-L,0.0067,0.0099,Total-Lipids in LDL
S-LDL-C,0.0037,0.0060,Cholesterol in Small LDL
Glu,0.0163,0.0056,Glucose
XXL-VLDL-CE,0.0138,0.0054,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC%,0.0098,0.0044,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu-lactate,0.0092,0.0030,Glucose-lactate
Tyr,0.0027,0.0025,Tyrosine
L-LDL-C,0.0010,0.0024,Cholesterol in Large LDL
PUFA,0.0040,0.0022,Polyunsaturated Fatty Acids
L-LDL-CE%,0.0023,0.0011,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-CE,0.0023,0.0010,Cholesteryl Esters in Medium VLDL
M-LDL-C%,0.0028,0.0009,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-CE%,0.0018,0.0007,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-C,0.0017,0.0006,Cholesterol in Chylomicrons and Extremely Large VLDL
Citrate,0.0010,0.0005,Citrate
Omega-6,0.0003,0.0005,Omega-6 Fatty Acids
3-Hydroxybutyrate,0.0018,0.0005,3-Hydroxybutyrate
Val,0.0007,0.0002,Valine
Unsaturation,0.0002,0.0002,Degree of Unsaturation
XL-VLDL-CE,0.0005,0.0001,Cholesteryl Esters in Very Large VLDL
LA%,0.0005,0.0001,Linoleic Acid to Total-Fatty Acids percentage
Omega-3%,0.0005,0.0001,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Lactate,0.0003,6.6259e-05,Lactate
Acetate,0.0002,4.6563e-05,Acetate
His,0.0002,4.2581e-05,Histidine
PUFA/MUFA,0.0002,3.7192e-05,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
