Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.1758,0.1792,Creatinine
L-LDL-PL%,0.0257,0.0537,Phospholipids to Total-Lipids in Large LDL percentage
Glu,0.0280,0.0532,Glucose
Gln,0.0347,0.0502,Glutamine
Lactate,0.1015,0.0473,Lactate
Omega-6%,0.0428,0.0430,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Gly,0.0610,0.0404,Glycine
His,0.0383,0.0286,Histidine
XXL-VLDL-C%,0.0095,0.0284,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Tyr,0.0228,0.0269,Tyrosine
M-LDL-PL%,0.0253,0.0239,Phospholipids to Total-Lipids in Medium LDL percentage
Acetone,0.0297,0.0230,Acetone
Val,0.0263,0.0217,Valine
LA%,0.0202,0.0213,Linoleic Acid to Total-Fatty Acids percentage
Sc-ala,0.0172,0.0211,Spectrometer-corrected alanine
IDL-FC%,0.0310,0.0207,Free Cholesterol to Total-Lipids in IDL percentage
S-HDL-PL%,0.0427,0.0204,Phospholipids to Total-Lipids in Small HDL percentage
Citrate,0.0102,0.0201,Citrate
Pyruvate,0.0172,0.0193,Pyruvate
Ile,0.0177,0.0186,Isoleucine
Acetate,0.0093,0.0173,Acetate
Phe,0.0192,0.0161,Phenylalanine
3-Hydroxybutyrate,0.0157,0.0152,3-Hydroxybutyrate
LDL-size,0.0168,0.0146,Average Diameter for LDL Particles
Albumin,0.0138,0.0143,Albumin
Ala,0.0058,0.0117,Alanine
L-LDL-CE%,0.0063,0.0117,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-HDL-FC,0.0097,0.0086,Free Cholesterol in Small HDL
IDL-PL%,0.0040,0.0083,Phospholipids to Total-Lipids in IDL percentage
Leu,0.0075,0.0080,Leucine
Acetoacetate,0.0067,0.0074,Acetoacetate
L-VLDL-FC%,0.0127,0.0066,Free Cholesterol to Total-Lipids in Large VLDL percentage
Unsaturation,0.0060,0.0066,Degree of Unsaturation
XL-HDL-C%,0.0113,0.0065,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-size,0.0080,0.0063,Average Diameter for VLDL Particles
Total-BCAA,0.0055,0.0062,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-C%,0.0058,0.0059,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-C%,0.0017,0.0051,Cholesterol to Total-Lipids in Small LDL percentage
GlycA,0.0033,0.0044,Glycoprotein Acetyls
XL-HDL-P,0.0032,0.0043,Concentration of Very Large HDL Particles
HDL-L,0.0067,0.0043,Total-Lipids in HDL
L-HDL-PL%,0.0030,0.0034,Phospholipids to Total-Lipids in Large HDL percentage
S-HDL-FC%,0.0015,0.0034,Free Cholesterol to Total-Lipids in Small HDL percentage
M-LDL-C%,0.0047,0.0032,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.0018,0.0029,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-TG,0.0020,0.0029,Triglycerides in IDL
S-HDL-CE,0.0037,0.0026,Cholesteryl Esters in Small HDL
DHA,0.0017,0.0023,Docosahexaenoic Acid
M-HDL-TG%,0.0025,0.0022,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,0.0018,0.0022,Triglycerides to Total-Lipids in Large VLDL percentage
M-LDL-CE%,0.0022,0.0021,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XL-HDL-PL%,0.0015,0.0021,Phospholipids to Total-Lipids in Very Large HDL percentage
S-VLDL-TG%,0.0032,0.0020,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-TG%,0.0010,0.0019,Triglycerides to Total-Lipids in Medium VLDL percentage
PC,0.0013,0.0018,Phosphatidylcholines
Omega-3%,0.0020,0.0017,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-P,0.0005,0.0016,Concentration of IDL Particles
XXL-VLDL-FC%,0.0010,0.0015,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,0.0007,0.0015,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-CE%,0.0007,0.0014,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE,0.0020,0.0013,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-HDL-CE%,0.0010,0.0011,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Glu-lactate,0.0012,0.0008,Glucose-lactate
XXL-VLDL-PL%,0.0003,0.0007,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-FC%,0.0005,0.0007,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
LA,0.0002,0.0007,Linoleic Acid
S-LDL-PL%,0.0008,0.0006,Phospholipids to Total-Lipids in Small LDL percentage
HDL-TG,0.0003,0.0006,Triglycerides in HDL
XS-VLDL-PL%,0.0005,0.0004,Phospholipids to Total-Lipids in Very Small VLDL percentage
