Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Creatinine,0.2548,0.2648,Creatinine
Albumin,0.2112,0.1461,Albumin
XL-HDL-CE,0.0477,0.1054,Cholesteryl Esters in Very Large HDL
XS-VLDL-CE%,0.0515,0.0865,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-CE,0.0248,0.0707,Cholesteryl Esters in Large HDL
GlycA,0.0975,0.0650,Glycoprotein Acetyls
MUFA%,0.0253,0.0537,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,0.0395,0.0327,Linoleic Acid to Total-Fatty Acids percentage
Val,0.0445,0.0255,Valine
L-HDL-C,0.0073,0.0238,Cholesterol in Large HDL
PUFA/MUFA,0.0122,0.0166,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Gly,0.0250,0.0151,Glycine
3-Hydroxybutyrate,0.0217,0.0111,3-Hydroxybutyrate
XS-VLDL-TG%,0.0160,0.0091,Triglycerides to Total-Lipids in Very Small VLDL percentage
IDL-P,0.0122,0.0078,Concentration of IDL Particles
XS-VLDL-C%,0.0067,0.0076,Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-size,0.0102,0.0072,Average Diameter for HDL Particles
Gln,0.0165,0.0072,Glutamine
L-HDL-FC%,0.0133,0.0067,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC%,0.0082,0.0054,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-CE%,0.0103,0.0053,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA,0.0077,0.0047,Linoleic Acid
L-LDL-C%,0.0095,0.0046,Cholesterol to Total-Lipids in Large LDL percentage
IDL-PL,0.0075,0.0044,Phospholipids in IDL
IDL-CE,0.0068,0.0043,Cholesteryl Esters in IDL
XL-HDL-L,0.0038,0.0032,Total-Lipids in Very Large HDL
XL-HDL-PL,0.0025,0.0022,Phospholipids in Very Large HDL
L-HDL-P,0.0008,0.0013,Concentration of Large HDL Particles
Total-BCAA,0.0025,0.0010,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-HDL-PL%,0.0008,0.0004,Phospholipids to Total-Lipids in Large HDL percentage
S-LDL-PL%,0.0005,0.0002,Phospholipids to Total-Lipids in Small LDL percentage
PUFA,0.0003,0.0001,Polyunsaturated Fatty Acids
M-VLDL-CE,0.0003,0.0001,Cholesteryl Esters in Medium VLDL
Leu,0.0003,0.0001,Leucine
Omega-6%,0.0002,6.4420e-05,Omega-6 Fatty Acids to Total-Fatty Acids percentage
