Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
S-LDL-FC,0.0740,0.0563,Free Cholesterol in Small LDL
Creatinine,0.0688,0.0554,Creatinine
Lactate,0.0357,0.0516,Lactate
Gln,0.0490,0.0510,Glutamine
Ala,0.0522,0.0498,Alanine
GlycA,0.0643,0.0494,Glycoprotein Acetyls
Tyr,0.0473,0.0413,Tyrosine
3-Hydroxybutyrate,0.0488,0.0404,3-Hydroxybutyrate
His,0.0128,0.0356,Histidine
Acetate,0.0255,0.0314,Acetate
Pyruvate,0.0273,0.0297,Pyruvate
Unsaturation,0.0192,0.0295,Degree of Unsaturation
Acetoacetate,0.0175,0.0265,Acetoacetate
LA%,0.0270,0.0243,Linoleic Acid to Total-Fatty Acids percentage
S-VLDL-CE%,0.0338,0.0229,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Phe,0.0165,0.0214,Phenylalanine
M-LDL-C%,0.0208,0.0213,Cholesterol to Total-Lipids in Medium LDL percentage
Sc-ala,0.0167,0.0196,Spectrometer-corrected alanine
M-LDL-PL%,0.0287,0.0188,Phospholipids to Total-Lipids in Medium LDL percentage
Val,0.0087,0.0164,Valine
Albumin,0.0133,0.0163,Albumin
L-LDL-CE%,0.0090,0.0161,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-HDL-PL%,0.0208,0.0137,Phospholipids to Total-Lipids in Medium HDL percentage
LDL-size,0.0107,0.0131,Average Diameter for LDL Particles
SFA%,0.0088,0.0130,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC,0.0165,0.0109,Free Cholesterol in Large LDL
SM,0.0103,0.0099,Sphingomyelins
Omega-3,0.0068,0.0099,Omega-3 Fatty Acids
Omega-6/Omega-3,0.0097,0.0094,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-PL%,0.0082,0.0093,Phospholipids to Total-Lipids in Large LDL percentage
Acetone,0.0048,0.0090,Acetone
Glu-lactate,0.0062,0.0081,Glucose-lactate
L-LDL-FC%,0.0092,0.0079,Free Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-C%,0.0097,0.0078,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0053,0.0078,Isoleucine
PUFA/MUFA,0.0077,0.0076,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-P,0.0068,0.0076,Concentration of Large HDL Particles
IDL-CE%,0.0047,0.0073,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL,0.0100,0.0069,Phospholipids in IDL
XXL-VLDL-TG%,0.0080,0.0066,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,0.0092,0.0060,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-CE%,0.0110,0.0058,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-FC%,0.0055,0.0057,Free Cholesterol to Total-Lipids in IDL percentage
Citrate,0.0057,0.0057,Citrate
Total-BCAA,0.0062,0.0052,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu,0.0043,0.0049,Glucose
Gly,0.0053,0.0049,Glycine
Leu,0.0050,0.0047,Leucine
MUFA%,0.0057,0.0046,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0052,0.0045,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C%,0.0015,0.0044,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,0.0058,0.0044,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,0.0050,0.0039,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-CE%,0.0065,0.0038,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XXL-VLDL-FC,0.0017,0.0038,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-HDL-FC,0.0047,0.0037,Free Cholesterol in Large HDL
ApoB/ApoA1,0.0042,0.0033,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-PL%,0.0020,0.0032,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-HDL-CE,0.0018,0.0028,Cholesteryl Esters in Large HDL
IDL-PL%,0.0017,0.0026,Phospholipids to Total-Lipids in IDL percentage
L-HDL-TG%,0.0045,0.0026,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-PL%,0.0015,0.0026,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-PL%,0.0025,0.0026,Phospholipids to Total-Lipids in Small LDL percentage
LDL-P,0.0030,0.0023,Concentration of LDL Particles
DHA,0.0042,0.0022,Docosahexaenoic Acid
XS-VLDL-PL%,0.0007,0.0021,Phospholipids to Total-Lipids in Very Small VLDL percentage
PUFA,0.0005,0.0017,Polyunsaturated Fatty Acids
M-VLDL-TG%,0.0022,0.0016,Triglycerides to Total-Lipids in Medium VLDL percentage
Omega-6,0.0010,0.0014,Omega-6 Fatty Acids
XL-HDL-TG,0.0007,0.0012,Triglycerides in Very Large HDL
M-LDL-CE%,0.0002,0.0009,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Omega-6%,0.0002,0.0001,Omega-6 Fatty Acids to Total-Fatty Acids percentage
