Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Acetate,0.0658,0.0696,Acetate
Glu-lactate,0.0472,0.0547,Glucose-lactate
Phe,0.0698,0.0499,Phenylalanine
Gly,0.0662,0.0482,Glycine
Gln,0.0323,0.0432,Glutamine
GlycA,0.0547,0.0419,Glycoprotein Acetyls
Acetone,0.0330,0.0395,Acetone
Creatinine,0.0203,0.0361,Creatinine
Omega-3,0.0305,0.0351,Omega-3 Fatty Acids
Lactate,0.0417,0.0336,Lactate
His,0.0280,0.0325,Histidine
Pyruvate,0.0230,0.0276,Pyruvate
LA%,0.0417,0.0275,Linoleic Acid to Total-Fatty Acids percentage
Albumin,0.0485,0.0269,Albumin
XXL-VLDL-CE%,0.0303,0.0262,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
MUFA%,0.0232,0.0242,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-PL%,0.0175,0.0202,Phospholipids to Total-Lipids in Large LDL percentage
Acetoacetate,0.0295,0.0198,Acetoacetate
IDL-FC%,0.0167,0.0191,Free Cholesterol to Total-Lipids in IDL percentage
Glu,0.0162,0.0190,Glucose
Citrate,0.0118,0.0183,Citrate
S-LDL-PL%,0.0120,0.0154,Phospholipids to Total-Lipids in Small LDL percentage
S-HDL-CE,0.0215,0.0150,Cholesteryl Esters in Small HDL
XS-VLDL-PL%,0.0212,0.0148,Phospholipids to Total-Lipids in Very Small VLDL percentage
Ala,0.0110,0.0145,Alanine
XXL-VLDL-FC%,0.0087,0.0122,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
SFA%,0.0105,0.0117,Saturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0080,0.0114,Degree of Unsaturation
IDL-CE%,0.0148,0.0109,Cholesteryl Esters to Total-Lipids in IDL percentage
Tyr,0.0098,0.0109,Tyrosine
IDL-PL%,0.0080,0.0107,Phospholipids to Total-Lipids in IDL percentage
Val,0.0055,0.0083,Valine
XXL-VLDL-C%,0.0078,0.0083,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-3%,0.0077,0.0080,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Leu,0.0100,0.0080,Leucine
XXL-VLDL-PL%,0.0052,0.0075,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ile,0.0065,0.0067,Isoleucine
LDL-size,0.0102,0.0063,Average Diameter for LDL Particles
3-Hydroxybutyrate,0.0027,0.0061,3-Hydroxybutyrate
L-HDL-FC%,0.0032,0.0055,Free Cholesterol to Total-Lipids in Large HDL percentage
Sc-ala,0.0058,0.0054,Spectrometer-corrected alanine
L-LDL-CE%,0.0028,0.0051,Cholesteryl Esters to Total-Lipids in Large LDL percentage
L-HDL-C%,0.0057,0.0050,Cholesterol to Total-Lipids in Large HDL percentage
LDL-TG,0.0027,0.0049,Triglycerides in LDL
L-HDL-C,0.0048,0.0049,Cholesterol in Large HDL
DHA,0.0015,0.0048,Docosahexaenoic Acid
Omega-6/Omega-3,0.0063,0.0046,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
ApoB/ApoA1,0.0032,0.0043,Apolipoprotein B to Apolipoprotein A1 ratio
XL-VLDL-TG%,0.0008,0.0038,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-C%,0.0022,0.0037,Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-TG,0.0038,0.0037,Triglycerides in Large VLDL
M-LDL-CE%,0.0010,0.0037,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-FC%,0.0022,0.0036,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-TG%,0.0020,0.0033,Triglycerides to Total-Lipids in Large VLDL percentage
IDL-P,0.0015,0.0032,Concentration of IDL Particles
XL-HDL-FC%,0.0013,0.0030,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-FC,0.0007,0.0027,Free Cholesterol in Large HDL
PUFA/MUFA,0.0030,0.0026,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6%,0.0023,0.0024,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Total-BCAA,0.0008,0.0024,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-HDL-TG,0.0015,0.0023,Triglycerides in Very Large HDL
DHA%,0.0008,0.0021,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-VLDL-FC%,0.0025,0.0018,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-PL%,0.0015,0.0018,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-VLDL-FC%,0.0007,0.0017,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG,0.0022,0.0016,Triglycerides in Small VLDL
M-LDL-PL%,0.0012,0.0014,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,0.0003,0.0013,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,0.0008,0.0012,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-TG,0.0008,0.0011,Triglycerides in Large HDL
S-HDL-FC%,0.0007,0.0009,Free Cholesterol to Total-Lipids in Small HDL percentage
VLDL-TG,0.0003,0.0007,Triglycerides in VLDL
M-LDL-CE,0.0002,0.0003,Cholesteryl Esters in Medium LDL
