Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-HDL-PL%,0.1840,0.4835,Phospholipids to Total-Lipids in Large HDL percentage
GlycA,0.2312,0.1568,Glycoprotein Acetyls
Albumin,0.2453,0.1005,Albumin
PUFA/MUFA,0.0658,0.0931,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LA%,0.0482,0.0711,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-C%,0.0355,0.0205,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-FC%,0.0470,0.0179,Free Cholesterol to Total-Lipids in Very Large HDL percentage
DHA,0.0273,0.0142,Docosahexaenoic Acid
DHA%,0.0098,0.0063,Docosahexaenoic Acid to Total-Fatty Acids percentage
Gly,0.0180,0.0056,Glycine
MUFA%,0.0040,0.0045,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Tyr,0.0113,0.0039,Tyrosine
L-HDL-TG,0.0090,0.0028,Triglycerides in Large HDL
XS-VLDL-FC%,0.0103,0.0025,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-size,0.0037,0.0022,Average Diameter for HDL Particles
Omega-3,0.0085,0.0022,Omega-3 Fatty Acids
Glu-lactate,0.0078,0.0020,Glucose-lactate
LA,0.0047,0.0019,Linoleic Acid
L-LDL-CE%,0.0038,0.0015,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-VLDL-CE%,0.0043,0.0012,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Omega-3%,0.0043,0.0011,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0030,0.0009,Phospholipids to Total-Lipids in Very Small VLDL percentage
S-LDL-CE%,0.0030,0.0007,Cholesteryl Esters to Total-Lipids in Small LDL percentage
L-HDL-P,0.0012,0.0005,Concentration of Large HDL Particles
L-HDL-CE,0.0013,0.0005,Cholesteryl Esters in Large HDL
S-LDL-PL%,0.0018,0.0005,Phospholipids to Total-Lipids in Small LDL percentage
Pyruvate,0.0017,0.0004,Pyruvate
Gln,0.0015,0.0004,Glutamine
Val,0.0008,0.0002,Valine
XL-HDL-P,0.0005,0.0002,Concentration of Very Large HDL Particles
XL-HDL-TG,0.0005,0.0002,Triglycerides in Very Large HDL
Omega-6/Omega-3,0.0007,0.0002,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
