Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0675,0.2402,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-C%,0.0993,0.1893,Cholesterol to Total-Lipids in Large LDL percentage
LA%,0.0702,0.1012,Linoleic Acid to Total-Fatty Acids percentage
Tyr,0.1373,0.0898,Tyrosine
PUFA/MUFA,0.0518,0.0512,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-PL%,0.0763,0.0486,Phospholipids to Total-Lipids in Large HDL percentage
Gln,0.0820,0.0411,Glutamine
GlycA,0.0793,0.0343,Glycoprotein Acetyls
PUFA%,0.0412,0.0320,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-CE%,0.0355,0.0275,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-CE%,0.0212,0.0184,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Unsaturation,0.0213,0.0182,Degree of Unsaturation
Omega-3,0.0287,0.0175,Omega-3 Fatty Acids
Albumin,0.0240,0.0096,Albumin
VLDL-size,0.0158,0.0086,Average Diameter for VLDL Particles
Glu-lactate,0.0175,0.0084,Glucose-lactate
XS-VLDL-PL%,0.0145,0.0076,Phospholipids to Total-Lipids in Very Small VLDL percentage
Omega-6/Omega-3,0.0118,0.0072,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-CE%,0.0160,0.0070,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-HDL-FC%,0.0190,0.0066,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3%,0.0097,0.0048,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Leu,0.0073,0.0047,Leucine
L-LDL-CE%,0.0077,0.0046,Cholesteryl Esters to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,0.0087,0.0029,3-Hydroxybutyrate
L-VLDL-TG,0.0047,0.0028,Triglycerides in Large VLDL
Creatinine,0.0097,0.0027,Creatinine
L-HDL-C%,0.0015,0.0026,Cholesterol to Total-Lipids in Large HDL percentage
LA,0.0028,0.0020,Linoleic Acid
Citrate,0.0040,0.0018,Citrate
M-VLDL-TG%,0.0035,0.0018,Triglycerides to Total-Lipids in Medium VLDL percentage
MUFA%,0.0023,0.0017,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-PL%,0.0008,0.0006,Phospholipids to Total-Lipids in IDL percentage
S-HDL-PL,0.0017,0.0005,Phospholipids in Small HDL
Total-BCAA,0.0007,0.0004,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu,0.0010,0.0004,Glucose
Gly,0.0017,0.0004,Glycine
Val,0.0005,0.0003,Valine
S-HDL-CE,0.0003,0.0001,Cholesteryl Esters in Small HDL
Phe,0.0007,0.0001,Phenylalanine
Sc-ala,0.0002,0.0001,Spectrometer-corrected alanine
XS-VLDL-FC%,0.0002,8.2756e-05,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
His,0.0002,6.3064e-05,Histidine
