Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
SFA%,0.1240,0.0733,Saturated Fatty Acids to Total-Fatty Acids percentage
3-Hydroxybutyrate,0.0610,0.0648,3-Hydroxybutyrate
GlycA,0.0468,0.0486,Glycoprotein Acetyls
Acetoacetate,0.0412,0.0378,Acetoacetate
Citrate,0.0328,0.0367,Citrate
L-LDL-PL%,0.0450,0.0352,Phospholipids to Total-Lipids in Large LDL percentage
Creatinine,0.0375,0.0350,Creatinine
Acetate,0.0185,0.0346,Acetate
Albumin,0.0187,0.0341,Albumin
XL-HDL-FC%,0.0367,0.0288,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-CE%,0.0172,0.0259,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-6,0.0347,0.0232,Omega-6 Fatty Acids
XS-VLDL-PL%,0.0230,0.0221,Phospholipids to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0190,0.0200,Glucose-lactate
Omega-6/Omega-3,0.0177,0.0187,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Val,0.0100,0.0183,Valine
Lactate,0.0238,0.0178,Lactate
LDL-size,0.0240,0.0169,Average Diameter for LDL Particles
Gln,0.0093,0.0161,Glutamine
IDL-PL%,0.0107,0.0153,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-CE,0.0148,0.0147,Cholesteryl Esters in Medium VLDL
Pyruvate,0.0185,0.0144,Pyruvate
S-HDL-FC%,0.0160,0.0143,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-FC%,0.0148,0.0138,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Ala,0.0083,0.0118,Alanine
L-HDL-PL%,0.0175,0.0118,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-PL%,0.0088,0.0115,Phospholipids to Total-Lipids in Medium LDL percentage
His,0.0068,0.0114,Histidine
L-HDL-C%,0.0143,0.0111,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,0.0043,0.0102,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0095,0.0100,Spectrometer-corrected alanine
XXL-VLDL-C%,0.0058,0.0099,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-TG%,0.0057,0.0097,Triglycerides to Total-Lipids in Small VLDL percentage
Gly,0.0050,0.0096,Glycine
XXL-VLDL-PL%,0.0140,0.0093,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0057,0.0088,Degree of Unsaturation
XL-VLDL-PL%,0.0065,0.0087,Phospholipids to Total-Lipids in Very Large VLDL percentage
Omega-3,0.0082,0.0083,Omega-3 Fatty Acids
Glu,0.0077,0.0080,Glucose
XL-HDL-C,0.0093,0.0080,Cholesterol in Very Large HDL
M-HDL-FC%,0.0070,0.0077,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-size,0.0080,0.0072,Average Diameter for HDL Particles
S-VLDL-CE,0.0043,0.0072,Cholesteryl Esters in Small VLDL
Acetone,0.0080,0.0072,Acetone
IDL-CE%,0.0028,0.0071,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-L,0.0040,0.0067,Total-Lipids in Very Large HDL
S-LDL-C%,0.0083,0.0067,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE,0.0068,0.0065,Cholesteryl Esters in Very Large HDL
XL-VLDL-CE%,0.0047,0.0065,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-FC%,0.0025,0.0063,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
DHA%,0.0047,0.0058,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA,0.0047,0.0051,Polyunsaturated Fatty Acids
XL-HDL-CE%,0.0077,0.0050,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XXL-VLDL-L,0.0058,0.0049,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,0.0027,0.0049,Phospholipids to Total-Lipids in Large VLDL percentage
