Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Tyr,0.0037,0.0046,Tyrosine
S-LDL-PL,0.0073,0.0045,Phospholipids in Small LDL
XXL-VLDL-FC%,0.0047,0.0044,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG%,0.0028,0.0042,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-P,0.0027,0.0041,Concentration of Very Large HDL Particles
LA%,0.0022,0.0040,Linoleic Acid to Total-Fatty Acids percentage
HDL-FC,0.0047,0.0038,Free Cholesterol in HDL
IDL-P,0.0025,0.0036,Concentration of IDL Particles
M-LDL-FC,0.0045,0.0034,Free Cholesterol in Medium LDL
XS-VLDL-PL,0.0053,0.0034,Phospholipids in Very Small VLDL
HDL-C,0.0028,0.0034,HDL Cholesterol
Total-P,0.0050,0.0033,Total-Concentration of Lipoprotein Particles
Ile,0.0022,0.0033,Isoleucine
S-VLDL-CE%,0.0035,0.0033,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
Cholines,0.0008,0.0030,Total-Cholines
M-LDL-C%,0.0018,0.0018,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-TG,0.0023,0.0018,Triglycerides in Small HDL
Total-FA,0.0013,0.0017,Total-Fatty Acids
MUFA%,0.0023,0.0015,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-size,0.0003,0.0014,Average Diameter for VLDL Particles
Phe,0.0013,0.0011,Phenylalanine
S-HDL-PL,0.0005,0.0007,Phospholipids in Small HDL
M-HDL-L,0.0002,0.0004,Total-Lipids in Medium HDL
