Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
SFA%,0.0695,0.0599,Saturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.0513,0.0552,Degree of Unsaturation
L-LDL-CE%,0.0565,0.0526,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-LDL-PL%,0.0610,0.0519,Phospholipids to Total-Lipids in Medium LDL percentage
Gln,0.0287,0.0457,Glutamine
Leu,0.0498,0.0451,Leucine
Citrate,0.0403,0.0399,Citrate
LDL-size,0.0395,0.0383,Average Diameter for LDL Particles
Acetate,0.0420,0.0337,Acetate
M-HDL-FC%,0.0320,0.0324,Free Cholesterol to Total-Lipids in Medium HDL percentage
Creatinine,0.0428,0.0297,Creatinine
Albumin,0.0215,0.0263,Albumin
Val,0.0222,0.0258,Valine
M-LDL-CE%,0.0327,0.0257,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gly,0.0280,0.0237,Glycine
Tyr,0.0113,0.0215,Tyrosine
XL-HDL-L,0.0215,0.0186,Total-Lipids in Very Large HDL
Acetone,0.0163,0.0183,Acetone
Phe,0.0128,0.0181,Phenylalanine
His,0.0103,0.0181,Histidine
DHA%,0.0205,0.0163,Docosahexaenoic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0127,0.0151,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
HDL-FC,0.0135,0.0147,Free Cholesterol in HDL
L-VLDL-FC%,0.0162,0.0146,Free Cholesterol to Total-Lipids in Large VLDL percentage
PUFA,0.0200,0.0135,Polyunsaturated Fatty Acids
XL-HDL-FC,0.0135,0.0133,Free Cholesterol in Very Large HDL
Acetoacetate,0.0103,0.0128,Acetoacetate
Glu-lactate,0.0088,0.0128,Glucose-lactate
MUFA%,0.0162,0.0113,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,0.0090,0.0111,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,0.0135,0.0108,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Pyruvate,0.0088,0.0102,Pyruvate
XL-VLDL-PL%,0.0095,0.0094,Phospholipids to Total-Lipids in Very Large VLDL percentage
Ala,0.0098,0.0092,Alanine
IDL-TG%,0.0065,0.0092,Triglycerides to Total-Lipids in IDL percentage
Total-BCAA,0.0092,0.0086,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu,0.0070,0.0080,Glucose
Omega-3,0.0105,0.0079,Omega-3 Fatty Acids
S-LDL-CE%,0.0058,0.0076,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-PL%,0.0075,0.0074,Phospholipids to Total-Lipids in Small LDL percentage
Sc-ala,0.0053,0.0071,Spectrometer-corrected alanine
Lactate,0.0018,0.0066,Lactate
S-HDL-FC%,0.0070,0.0053,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-C%,0.0057,0.0050,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6,0.0062,0.0046,Omega-6 Fatty Acids
L-LDL-PL%,0.0045,0.0044,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-C%,0.0023,0.0043,Cholesterol to Total-Lipids in Medium LDL percentage
XXL-VLDL-CE%,0.0045,0.0043,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-C%,0.0020,0.0041,Cholesterol to Total-Lipids in IDL percentage
IDL-PL%,0.0027,0.0040,Phospholipids to Total-Lipids in IDL percentage
DHA,0.0043,0.0038,Docosahexaenoic Acid
Omega-3%,0.0010,0.0034,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE,0.0033,0.0034,Cholesteryl Esters in Medium HDL
S-HDL-PL%,0.0023,0.0032,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-PL%,0.0008,0.0031,Phospholipids to Total-Lipids in Medium HDL percentage
L-HDL-PL%,0.0042,0.0030,Phospholipids to Total-Lipids in Large HDL percentage
XL-HDL-TG%,0.0022,0.0029,Triglycerides to Total-Lipids in Very Large HDL percentage
3-Hydroxybutyrate,0.0032,0.0028,3-Hydroxybutyrate
LA%,0.0037,0.0026,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,0.0013,0.0024,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,0.0012,0.0023,Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-CE%,0.0027,0.0023,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
IDL-FC%,0.0012,0.0021,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-L,0.0022,0.0019,Total-Lipids in Very Large VLDL
GlycA,0.0022,0.0018,Glycoprotein Acetyls
M-HDL-PL,0.0008,0.0018,Phospholipids in Medium HDL
XL-VLDL-C%,0.0013,0.0016,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,0.0008,0.0007,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XXL-VLDL-C%,0.0003,0.0006,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
