Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0838,0.2550,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,0.0985,0.1464,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-TG%,0.0513,0.1255,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.1980,0.1173,Albumin
GlycA,0.1980,0.1159,Glycoprotein Acetyls
LA,0.0867,0.0895,Linoleic Acid
Glu-lactate,0.0450,0.0288,Glucose-lactate
Creatinine,0.0507,0.0260,Creatinine
Glu,0.0263,0.0116,Glucose
Leu,0.0290,0.0110,Leucine
S-LDL-CE%,0.0155,0.0104,Cholesteryl Esters to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,0.0158,0.0083,3-Hydroxybutyrate
S-LDL-CE,0.0095,0.0083,Cholesteryl Esters in Small LDL
S-HDL-CE%,0.0177,0.0065,Cholesteryl Esters to Total-Lipids in Small HDL percentage
VLDL-size,0.0137,0.0054,Average Diameter for VLDL Particles
L-LDL-C%,0.0047,0.0051,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,0.0093,0.0047,Phospholipids to Total-Lipids in Very Small VLDL percentage
Remnant-C,0.0037,0.0028,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-PL,0.0027,0.0026,Total-Phospholipids in Lipoprotein Particles
L-LDL-P,0.0018,0.0020,Concentration of Large LDL Particles
S-LDL-PL%,0.0043,0.0020,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-TG%,0.0027,0.0019,Triglycerides to Total-Lipids in Medium LDL percentage
Total-BCAA,0.0043,0.0014,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
L-LDL-CE%,0.0028,0.0014,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Val,0.0033,0.0013,Valine
XS-VLDL-CE%,0.0023,0.0012,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-CE%,0.0022,0.0012,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Gln,0.0028,0.0010,Glutamine
IDL-C,0.0018,0.0009,Cholesterol in IDL
Acetoacetate,0.0022,0.0008,Acetoacetate
XXL-VLDL-CE,0.0020,0.0007,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-HDL-P,0.0020,0.0007,Concentration of Very Large HDL Particles
Omega-3%,0.0020,0.0007,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Citrate,0.0013,0.0005,Citrate
IDL-TG%,0.0002,0.0004,Triglycerides to Total-Lipids in IDL percentage
Omega-6/Omega-3,0.0008,0.0003,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-CE,0.0007,0.0003,Cholesteryl Esters in IDL
XXL-VLDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Total-FC,0.0002,9.6561e-05,Total-Free Cholesterol
