Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0755,0.1530,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0518,0.1259,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.0462,0.1075,Cholesterol to Total-Lipids in Large LDL percentage
LA%,0.0560,0.0840,Linoleic Acid to Total-Fatty Acids percentage
Creatinine,0.1195,0.0752,Creatinine
GlycA,0.1312,0.0728,Glycoprotein Acetyls
LA,0.0497,0.0639,Linoleic Acid
Albumin,0.1180,0.0549,Albumin
IDL-TG%,0.0142,0.0471,Triglycerides to Total-Lipids in IDL percentage
IDL-CE,0.0393,0.0446,Cholesteryl Esters in IDL
Glu-lactate,0.0450,0.0313,Glucose-lactate
S-LDL-CE%,0.0513,0.0305,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu,0.0325,0.0228,Glucose
3-Hydroxybutyrate,0.0367,0.0206,3-Hydroxybutyrate
VLDL-size,0.0245,0.0128,Average Diameter for VLDL Particles
Leu,0.0225,0.0112,Leucine
Val,0.0395,0.0110,Valine
XS-VLDL-CE%,0.0080,0.0092,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Total-FC,0.0057,0.0041,Total-Free Cholesterol
S-LDL-PL%,0.0060,0.0032,Phospholipids to Total-Lipids in Small LDL percentage
Remnant-C,0.0037,0.0028,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-BCAA,0.0067,0.0024,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-C,0.0027,0.0023,Cholesterol in Chylomicrons and Extremely Large VLDL
MUFA%,0.0033,0.0017,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL%,0.0015,0.0009,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-VLDL-CE,0.0013,0.0009,Cholesteryl Esters in Medium VLDL
DHA%,0.0017,0.0008,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-PL%,0.0018,0.0008,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-PL%,0.0013,0.0007,Phospholipids to Total-Lipids in Very Small VLDL percentage
Citrate,0.0010,0.0005,Citrate
Pyruvate,0.0007,0.0003,Pyruvate
PUFA/MUFA,0.0007,0.0002,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
His,0.0003,0.0001,Histidine
Ile,0.0002,7.2796e-05,Isoleucine
Acetone,0.0002,5.3908e-05,Acetone
