Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Lactate,0.1303,0.1158,Lactate
IDL-CE%,0.0750,0.0787,Cholesteryl Esters to Total-Lipids in IDL percentage
Acetate,0.0868,0.0692,Acetate
Pyruvate,0.0515,0.0537,Pyruvate
3-Hydroxybutyrate,0.0477,0.0501,3-Hydroxybutyrate
M-HDL-FC%,0.0420,0.0430,Free Cholesterol to Total-Lipids in Medium HDL percentage
Citrate,0.0330,0.0346,Citrate
IDL-PL%,0.0400,0.0344,Phospholipids to Total-Lipids in IDL percentage
Ile,0.0350,0.0314,Isoleucine
Tyr,0.0132,0.0268,Tyrosine
Acetoacetate,0.0317,0.0261,Acetoacetate
Glu,0.0305,0.0245,Glucose
His,0.0130,0.0233,Histidine
Phe,0.0112,0.0214,Phenylalanine
Acetone,0.0240,0.0209,Acetone
Creatinine,0.0318,0.0208,Creatinine
XXL-VLDL-CE%,0.0130,0.0167,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-PL%,0.0138,0.0164,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-PL,0.0210,0.0152,Phospholipids in Medium LDL
Leu,0.0123,0.0147,Leucine
Ala,0.0183,0.0144,Alanine
LDL-size,0.0093,0.0137,Average Diameter for LDL Particles
GlycA,0.0083,0.0133,Glycoprotein Acetyls
L-LDL-CE%,0.0158,0.0127,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Albumin,0.0095,0.0110,Albumin
Glu-lactate,0.0047,0.0106,Glucose-lactate
Omega-3,0.0063,0.0105,Omega-3 Fatty Acids
M-HDL-L,0.0080,0.0103,Total-Lipids in Medium HDL
Gln,0.0098,0.0091,Glutamine
Sc-ala,0.0090,0.0085,Spectrometer-corrected alanine
HDL-PL,0.0052,0.0083,Phospholipids in HDL
M-HDL-TG,0.0100,0.0082,Triglycerides in Medium HDL
S-HDL-PL,0.0128,0.0080,Phospholipids in Small HDL
M-HDL-CE,0.0102,0.0080,Cholesteryl Esters in Medium HDL
XS-VLDL-PL%,0.0040,0.0077,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-C%,0.0043,0.0069,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,0.0025,0.0069,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-CE,0.0090,0.0067,Cholesteryl Esters in Small HDL
S-HDL-PL%,0.0073,0.0067,Phospholipids to Total-Lipids in Small HDL percentage
Gly,0.0035,0.0062,Glycine
S-HDL-P,0.0085,0.0057,Concentration of Small HDL Particles
L-HDL-PL%,0.0047,0.0051,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-PL%,0.0033,0.0044,Phospholipids to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,0.0032,0.0039,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,0.0012,0.0038,Triglycerides to Total-Lipids in Large LDL percentage
SFA%,0.0032,0.0037,Saturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-CE%,0.0045,0.0036,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-P,0.0042,0.0036,Concentration of HDL Particles
XS-VLDL-CE,0.0042,0.0035,Cholesteryl Esters in Very Small VLDL
Omega-3%,0.0017,0.0026,Omega-3 Fatty Acids to Total-Fatty Acids percentage
IDL-FC%,0.0027,0.0024,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-C,0.0028,0.0022,Cholesterol in Medium LDL
L-VLDL-PL%,0.0030,0.0022,Phospholipids to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,0.0022,0.0021,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
PUFA%,0.0008,0.0021,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-P,0.0038,0.0020,Concentration of Very Small VLDL Particles
S-HDL-FC%,0.0018,0.0018,Free Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-PL%,0.0023,0.0017,Phospholipids to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,0.0012,0.0017,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-TG%,0.0008,0.0017,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0023,0.0017,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
MUFA%,0.0010,0.0017,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-C%,0.0008,0.0016,Cholesterol to Total-Lipids in Small LDL percentage
S-LDL-CE%,0.0008,0.0012,Cholesteryl Esters to Total-Lipids in Small LDL percentage
LA%,0.0015,0.0012,Linoleic Acid to Total-Fatty Acids percentage
XXL-VLDL-PL%,0.0015,0.0012,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,0.0007,0.0011,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-LDL-C%,0.0013,0.0010,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-FC%,0.0013,0.0009,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-TG%,0.0008,0.0008,Triglycerides to Total-Lipids in Small LDL percentage
S-VLDL-TG%,0.0007,0.0005,Triglycerides to Total-Lipids in Small VLDL percentage
Val,0.0003,0.0005,Valine
PUFA/MUFA,0.0007,0.0004,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-C%,0.0005,0.0003,Cholesterol to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC%,0.0002,0.0002,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-TG,0.0003,0.0002,Triglycerides in Large HDL
XL-HDL-TG%,0.0002,0.0002,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-TG,0.0002,0.0001,Triglycerides in Very Large HDL
