Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.0662,0.1852,Triglycerides to Total-Lipids in Large LDL percentage
IDL-CE%,0.0547,0.1366,Cholesteryl Esters to Total-Lipids in IDL percentage
Albumin,0.2470,0.1249,Albumin
GlycA,0.1882,0.1064,Glycoprotein Acetyls
L-LDL-C%,0.0435,0.1021,Cholesterol to Total-Lipids in Large LDL percentage
LA,0.0652,0.0671,Linoleic Acid
LA%,0.0397,0.0538,Linoleic Acid to Total-Fatty Acids percentage
Creatinine,0.0728,0.0370,Creatinine
Glu,0.0645,0.0351,Glucose
IDL-C,0.0232,0.0272,Cholesterol in IDL
IDL-TG%,0.0087,0.0262,Triglycerides to Total-Lipids in IDL percentage
IDL-CE,0.0155,0.0231,Cholesteryl Esters in IDL
Total-CE,0.0170,0.0171,Total-Esterified Cholesterol
S-LDL-CE%,0.0197,0.0109,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu-lactate,0.0145,0.0086,Glucose-lactate
L-HDL-CE%,0.0087,0.0074,Cholesteryl Esters to Total-Lipids in Large HDL percentage
Total-C,0.0078,0.0069,Total-Cholesterol
Omega-6%,0.0070,0.0048,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Total-FC,0.0040,0.0042,Total-Free Cholesterol
XS-VLDL-CE%,0.0025,0.0031,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,0.0053,0.0023,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Total-PL,0.0022,0.0022,Total-Phospholipids in Lipoprotein Particles
Val,0.0038,0.0013,Valine
3-Hydroxybutyrate,0.0030,0.0012,3-Hydroxybutyrate
Total-BCAA,0.0037,0.0011,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-PL%,0.0020,0.0010,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL,0.0018,0.0008,Phospholipids in Medium HDL
Omega-6,0.0013,0.0005,Omega-6 Fatty Acids
Gln,0.0018,0.0005,Glutamine
L-HDL-PL%,0.0008,0.0004,Phospholipids to Total-Lipids in Large HDL percentage
Citrate,0.0015,0.0004,Citrate
Pyruvate,0.0010,0.0003,Pyruvate
Acetoacetate,0.0008,0.0003,Acetoacetate
S-LDL-C%,0.0003,0.0001,Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0002,6.2322e-05,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XS-VLDL-FC%,0.0002,3.2447e-05,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
