Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.535 [0.528 - 0.542],0.524 [0.522 - 0.526],0.525 [0.512 - 0.536],0.524 [0.522 - 0.526],0.027 [0.026 - 0.028],0.050 [0.036 - 0.059],0.051 [0.049 - 0.052]
Demographic,0.555 [0.546 - 0.564],0.542 [0.540 - 0.544],0.543 [0.527 - 0.557],0.542 [0.540 - 0.544],0.029 [0.028 - 0.030],0.085 [0.069 - 0.100],0.055 [0.053 - 0.057]
Metabolite+Demographic,0.555 [0.546 - 0.562],0.543 [0.541 - 0.544],0.544 [0.526 - 0.557],0.543 [0.541 - 0.544],0.029 [0.028 - 0.030],0.086 [0.069 - 0.100],0.055 [0.053 - 0.057]
