Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.723 [0.678 - 0.754],0.659 [0.657 - 0.661],0.667 [0.562 - 0.766],0.659 [0.657 - 0.661],0.001 [0.001 - 0.001],0.326 [0.222 - 0.426],0.002 [0.002 - 0.003]
Demographic,0.567 [0.505 - 0.627],0.565 [0.562 - 0.567],0.564 [0.464 - 0.670],0.565 [0.562 - 0.567],0.001 [0.001 - 0.001],0.128 [0.028 - 0.235],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.733 [0.688 - 0.769],0.673 [0.671 - 0.675],0.679 [0.591 - 0.756],0.673 [0.671 - 0.675],0.001 [0.001 - 0.002],0.351 [0.263 - 0.430],0.003 [0.002 - 0.003]
