Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.764 [0.751 - 0.779],0.700 [0.698 - 0.702],0.700 [0.674 - 0.732],0.700 [0.698 - 0.702],0.009 [0.009 - 0.010],0.401 [0.375 - 0.432],0.018 [0.017 - 0.020]
Demographic,0.914 [0.906 - 0.920],0.838 [0.837 - 0.839],0.838 [0.808 - 0.865],0.838 [0.837 - 0.839],0.021 [0.019 - 0.022],0.675 [0.647 - 0.703],0.040 [0.037 - 0.042]
Metabolite+Demographic,0.928 [0.921 - 0.933],0.860 [0.858 - 0.861],0.862 [0.840 - 0.883],0.860 [0.858 - 0.861],0.024 [0.023 - 0.026],0.722 [0.701 - 0.744],0.047 [0.044 - 0.050]
