Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.587 [0.561 - 0.611],0.547 [0.545 - 0.549],0.550 [0.503 - 0.593],0.547 [0.545 - 0.549],0.004 [0.004 - 0.005],0.097 [0.051 - 0.140],0.008 [0.007 - 0.009]
Demographic,0.588 [0.568 - 0.606],0.554 [0.552 - 0.556],0.553 [0.514 - 0.582],0.554 [0.552 - 0.556],0.004 [0.004 - 0.005],0.107 [0.069 - 0.137],0.008 [0.007 - 0.009]
Metabolite+Demographic,0.605 [0.587 - 0.633],0.590 [0.588 - 0.593],0.591 [0.557 - 0.633],0.590 [0.588 - 0.593],0.005 [0.004 - 0.005],0.182 [0.146 - 0.223],0.010 [0.009 - 0.011]
