Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.506 [0.468 - 0.541],0.518 [0.515 - 0.519],0.522 [0.449 - 0.577],0.518 [0.515 - 0.519],0.001 [0.001 - 0.001],0.040 [-0.033 - 0.095],0.002 [0.002 - 0.002]
Demographic,0.522 [0.481 - 0.563],0.531 [0.529 - 0.534],0.528 [0.460 - 0.589],0.531 [0.529 - 0.534],0.001 [0.001 - 0.001],0.060 [-0.008 - 0.120],0.002 [0.002 - 0.002]
Metabolite+Demographic,0.523 [0.481 - 0.555],0.520 [0.518 - 0.522],0.515 [0.445 - 0.582],0.520 [0.518 - 0.522],0.001 [0.001 - 0.001],0.034 [-0.035 - 0.102],0.002 [0.002 - 0.002]
