Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.489 [0.447 - 0.525],0.480 [0.478 - 0.482],0.476 [0.406 - 0.533],0.480 [0.478 - 0.482],0.001 [0.001 - 0.001],-0.045 [-0.114 - 0.012],0.002 [0.002 - 0.002]
Demographic,0.676 [0.646 - 0.708],0.640 [0.638 - 0.642],0.635 [0.570 - 0.694],0.640 [0.638 - 0.642],0.002 [0.002 - 0.002],0.275 [0.210 - 0.334],0.004 [0.003 - 0.005]
Metabolite+Demographic,0.652 [0.623 - 0.679],0.617 [0.615 - 0.620],0.615 [0.550 - 0.671],0.617 [0.615 - 0.620],0.002 [0.002 - 0.002],0.232 [0.169 - 0.289],0.004 [0.003 - 0.004]
