Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.625 [0.604 - 0.654],0.593 [0.591 - 0.595],0.589 [0.549 - 0.632],0.593 [0.591 - 0.595],0.003 [0.003 - 0.004],0.182 [0.141 - 0.225],0.006 [0.006 - 0.007]
Demographic,0.679 [0.656 - 0.700],0.631 [0.629 - 0.633],0.630 [0.596 - 0.671],0.631 [0.629 - 0.633],0.004 [0.003 - 0.004],0.261 [0.228 - 0.301],0.007 [0.007 - 0.008]
Metabolite+Demographic,0.695 [0.672 - 0.719],0.642 [0.640 - 0.644],0.642 [0.598 - 0.681],0.642 [0.640 - 0.644],0.004 [0.003 - 0.004],0.284 [0.240 - 0.322],0.008 [0.007 - 0.009]
