Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.645 [0.617 - 0.668],0.597 [0.595 - 0.599],0.597 [0.544 - 0.652],0.597 [0.595 - 0.599],0.002 [0.002 - 0.002],0.194 [0.142 - 0.249],0.004 [0.003 - 0.004]
Demographic,0.699 [0.673 - 0.735],0.661 [0.660 - 0.663],0.656 [0.603 - 0.714],0.661 [0.660 - 0.663],0.002 [0.002 - 0.003],0.318 [0.263 - 0.375],0.005 [0.004 - 0.005]
Metabolite+Demographic,0.715 [0.687 - 0.745],0.671 [0.669 - 0.673],0.673 [0.617 - 0.715],0.671 [0.669 - 0.673],0.002 [0.002 - 0.003],0.343 [0.288 - 0.385],0.005 [0.004 - 0.006]
