Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.502 [0.464 - 0.544],0.500 [0.498 - 0.502],0.501 [0.426 - 0.572],0.500 [0.498 - 0.502],0.001 [0.000 - 0.001],0.002 [-0.073 - 0.073],0.001 [0.001 - 0.002]
Demographic,0.530 [0.488 - 0.582],0.536 [0.534 - 0.538],0.532 [0.468 - 0.617],0.536 [0.534 - 0.538],0.001 [0.001 - 0.001],0.068 [0.004 - 0.153],0.001 [0.001 - 0.002]
Metabolite+Demographic,0.547 [0.497 - 0.592],0.558 [0.556 - 0.560],0.558 [0.481 - 0.623],0.558 [0.556 - 0.560],0.001 [0.001 - 0.001],0.116 [0.038 - 0.181],0.002 [0.001 - 0.002]
