Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.776 [0.763 - 0.787],0.700 [0.698 - 0.701],0.699 [0.679 - 0.721],0.700 [0.698 - 0.701],0.017 [0.016 - 0.018],0.399 [0.379 - 0.421],0.033 [0.032 - 0.035]
Demographic,0.923 [0.918 - 0.927],0.850 [0.849 - 0.851],0.851 [0.832 - 0.868],0.850 [0.849 - 0.852],0.041 [0.039 - 0.043],0.701 [0.682 - 0.718],0.078 [0.074 - 0.082]
Metabolite+Demographic,0.937 [0.932 - 0.941],0.869 [0.868 - 0.871],0.870 [0.852 - 0.886],0.869 [0.868 - 0.871],0.048 [0.045 - 0.050],0.739 [0.720 - 0.755],0.090 [0.086 - 0.094]
