Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.519 [0.491 - 0.549],0.521 [0.519 - 0.523],0.514 [0.475 - 0.559],0.521 [0.519 - 0.523],0.002 [0.002 - 0.002],0.036 [-0.005 - 0.080],0.004 [0.004 - 0.005]
Demographic,0.499 [0.478 - 0.526],0.490 [0.488 - 0.491],0.486 [0.449 - 0.538],0.490 [0.488 - 0.491],0.002 [0.002 - 0.002],-0.024 [-0.061 - 0.028],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.515 [0.486 - 0.546],0.522 [0.520 - 0.524],0.518 [0.481 - 0.568],0.522 [0.520 - 0.524],0.002 [0.002 - 0.002],0.039 [0.002 - 0.090],0.004 [0.004 - 0.005]
