Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.710 [0.697 - 0.725],0.647 [0.645 - 0.649],0.646 [0.620 - 0.673],0.647 [0.645 - 0.649],0.011 [0.010 - 0.012],0.294 [0.267 - 0.322],0.022 [0.021 - 0.024]
Demographic,0.810 [0.800 - 0.820],0.731 [0.729 - 0.733],0.734 [0.704 - 0.760],0.731 [0.729 - 0.733],0.017 [0.016 - 0.018],0.465 [0.436 - 0.491],0.033 [0.031 - 0.035]
Metabolite+Demographic,0.844 [0.835 - 0.853],0.767 [0.766 - 0.769],0.767 [0.742 - 0.792],0.767 [0.766 - 0.769],0.020 [0.019 - 0.021],0.534 [0.510 - 0.559],0.039 [0.037 - 0.041]
