Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.585 [0.541 - 0.632],0.566 [0.564 - 0.568],0.566 [0.489 - 0.649],0.566 [0.564 - 0.568],0.001 [0.001 - 0.001],0.132 [0.056 - 0.216],0.002 [0.001 - 0.002]
Demographic,0.572 [0.521 - 0.609],0.549 [0.548 - 0.551],0.570 [0.495 - 0.630],0.549 [0.548 - 0.551],0.001 [0.001 - 0.001],0.119 [0.044 - 0.179],0.002 [0.001 - 0.002]
Metabolite+Demographic,0.580 [0.529 - 0.632],0.546 [0.545 - 0.548],0.547 [0.461 - 0.632],0.546 [0.545 - 0.548],0.001 [0.001 - 0.001],0.093 [0.007 - 0.179],0.002 [0.001 - 0.002]
