Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.555 [0.525 - 0.589],0.540 [0.538 - 0.543],0.538 [0.489 - 0.588],0.540 [0.538 - 0.543],0.002 [0.002 - 0.002],0.078 [0.029 - 0.128],0.004 [0.003 - 0.004]
Demographic,0.581 [0.555 - 0.606],0.547 [0.545 - 0.550],0.552 [0.503 - 0.596],0.547 [0.545 - 0.550],0.002 [0.002 - 0.002],0.101 [0.050 - 0.142],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.570 [0.539 - 0.604],0.553 [0.551 - 0.555],0.554 [0.505 - 0.601],0.553 [0.551 - 0.555],0.002 [0.002 - 0.002],0.106 [0.059 - 0.154],0.004 [0.004 - 0.004]
