Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.837 [0.814 - 0.863],0.768 [0.766 - 0.770],0.765 [0.726 - 0.809],0.768 [0.766 - 0.770],0.005 [0.005 - 0.006],0.532 [0.493 - 0.579],0.010 [0.009 - 0.012]
Demographic,0.707 [0.680 - 0.732],0.649 [0.647 - 0.651],0.653 [0.609 - 0.688],0.649 [0.647 - 0.651],0.003 [0.003 - 0.003],0.302 [0.258 - 0.338],0.006 [0.005 - 0.007]
Metabolite+Demographic,0.837 [0.816 - 0.863],0.774 [0.772 - 0.776],0.772 [0.734 - 0.816],0.774 [0.772 - 0.776],0.005 [0.005 - 0.006],0.546 [0.508 - 0.590],0.011 [0.009 - 0.012]
