Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.480 [0.441 - 0.530],0.478 [0.476 - 0.480],0.466 [0.392 - 0.570],0.478 [0.476 - 0.480],0.000 [0.000 - 0.001],-0.055 [-0.131 - 0.047],0.001 [0.001 - 0.001]
Demographic,0.488 [0.442 - 0.538],0.522 [0.521 - 0.524],0.516 [0.418 - 0.631],0.522 [0.521 - 0.524],0.001 [0.000 - 0.001],0.039 [-0.060 - 0.154],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.462 [0.418 - 0.511],0.461 [0.459 - 0.463],0.452 [0.374 - 0.540],0.461 [0.459 - 0.463],0.000 [0.000 - 0.001],-0.088 [-0.166 - 0.001],0.001 [0.001 - 0.001]
