Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.539 [0.522 - 0.555],0.532 [0.530 - 0.535],0.528 [0.500 - 0.553],0.532 [0.530 - 0.535],0.006 [0.005 - 0.006],0.061 [0.033 - 0.084],0.012 [0.011 - 0.012]
Demographic,0.607 [0.590 - 0.624],0.582 [0.580 - 0.584],0.579 [0.545 - 0.608],0.582 [0.580 - 0.584],0.007 [0.007 - 0.008],0.162 [0.127 - 0.191],0.014 [0.013 - 0.015]
Metabolite+Demographic,0.603 [0.587 - 0.622],0.580 [0.578 - 0.582],0.575 [0.551 - 0.610],0.580 [0.578 - 0.582],0.007 [0.007 - 0.008],0.155 [0.130 - 0.191],0.014 [0.013 - 0.015]
