Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.579 [0.573 - 0.587],0.557 [0.555 - 0.559],0.556 [0.545 - 0.568],0.557 [0.554 - 0.560],0.045 [0.044 - 0.046],0.113 [0.103 - 0.125],0.083 [0.081 - 0.085]
Demographic,0.634 [0.629 - 0.639],0.595 [0.593 - 0.597],0.595 [0.584 - 0.604],0.595 [0.593 - 0.597],0.052 [0.050 - 0.054],0.191 [0.179 - 0.200],0.096 [0.093 - 0.098]
Metabolite+Demographic,0.640 [0.635 - 0.646],0.600 [0.599 - 0.603],0.601 [0.589 - 0.609],0.600 [0.599 - 0.603],0.053 [0.052 - 0.055],0.201 [0.188 - 0.209],0.098 [0.095 - 0.100]
