Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL,"0.025 [0.020,0.029]",1.041e-22,***,Phospholipids in Very Large HDL
XL-HDL-P,"0.025 [0.020,0.029]",8.554e-22,***,Concentration of Very Large HDL Particles
XL-HDL-L,"0.025 [0.020,0.029]",1.482e-22,***,Total-Lipids in Very Large HDL
L-HDL-FC,"0.024 [0.020,0.029]",1.658e-21,***,Free Cholesterol in Large HDL
XL-HDL-C,"0.023 [0.019,0.028]",2.260e-19,***,Cholesterol in Very Large HDL
XL-HDL-CE,"0.023 [0.019,0.028]",1.158e-18,***,Cholesteryl Esters in Very Large HDL
L-HDL-P,"0.022 [0.018,0.027]",8.199e-17,***,Concentration of Large HDL Particles
HDL-size,"0.022 [0.018,0.026]",1.192e-19,***,Average Diameter for HDL Particles
L-HDL-PL,"0.021 [0.017,0.025]",7.305e-18,***,Phospholipids in Large HDL
XL-HDL-FC,"0.021 [0.017,0.025]",7.895e-18,***,Free Cholesterol in Very Large HDL
L-HDL-L,"0.021 [0.017,0.025]",7.132e-18,***,Total-Lipids in Large HDL
L-HDL-C,"0.021 [0.016,0.025]",1.441e-15,***,Cholesterol in Large HDL
L-HDL-CE,"0.020 [0.015,0.024]",1.051e-13,***,Cholesteryl Esters in Large HDL
HDL-FC,"0.018 [0.014,0.022]",3.689e-14,***,Free Cholesterol in HDL
L-HDL-FC%,"0.015 [0.012,0.018]",8.600e-19,***,Free Cholesterol to Total-Lipids in Large HDL percentage
HDL-L,"0.014 [0.010,0.018]",1.409e-08,***,Total-Lipids in HDL
HDL-PL,"0.014 [0.010,0.018]",9.937e-09,***,Phospholipids in HDL
HDL-C,"0.014 [0.010,0.018]",4.930e-07,***,HDL Cholesterol
M-HDL-FC%,"0.014 [0.010,0.017]",3.010e-09,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-PL%,"0.013 [0.010,0.016]",1.500e-12,***,Phospholipids to Total-Lipids in Very Large HDL percentage
M-HDL-FC,"0.013 [0.009,0.017]",4.201e-06,***,Free Cholesterol in Medium HDL
Gly,"0.013 [0.008,0.017]",0.009,**,Glycine
HDL-CE,"0.012 [0.009,0.016]",4.298e-05,***,Cholesteryl Esters in HDL
L-HDL-TG,"0.012 [0.009,0.016]",3.460e-06,***,Triglycerides in Large HDL
S-HDL-FC%,"0.012 [0.008,0.015]",2.100e-05,***,Free Cholesterol to Total-Lipids in Small HDL percentage
XS-VLDL-CE,"0.011 [0.008,0.015]",3.039e-05,***,Cholesteryl Esters in Very Small VLDL
ApoA1,"0.011 [0.008,0.015]",2.786e-04,***,Apolipoprotein A1
PC,"0.011 [0.008,0.015]",3.429e-05,***,Phosphatidylcholines
S-HDL-PL%,"0.011 [0.008,0.014]",1.808e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
SM,"0.011 [0.008,0.014]",1.115e-04,***,Sphingomyelins
Cholines,"0.011 [0.008,0.014]",4.951e-05,***,Total-Cholines
M-HDL-P,"0.011 [0.007,0.014]",0.002,**,Concentration of Medium HDL Particles
XS-VLDL-C,"0.011 [0.007,0.014]",3.348e-04,***,Cholesterol in Very Small VLDL
Phosphoglyc,"0.011 [0.007,0.014]",1.204e-04,***,Phosphoglycerides
M-HDL-PL,"0.010 [0.007,0.014]",0.003,**,Phospholipids in Medium HDL
IDL-PL,"0.010 [0.007,0.013]",0.001,**,Phospholipids in IDL
M-HDL-L,"0.010 [0.006,0.013]",0.006,**,Total-Lipids in Medium HDL
Total-PL,"0.010 [0.006,0.013]",0.001,**,Total-Phospholipids in Lipoprotein Particles
M-HDL-C,"0.010 [0.006,0.013]",0.046,*,Cholesterol in Medium HDL
XS-VLDL-L,"0.010 [0.006,0.013]",0.007,**,Total-Lipids in Very Small VLDL
IDL-L,"0.009 [0.006,0.013]",0.005,**,Total-Lipids in IDL
IDL-CE,"0.009 [0.006,0.013]",0.014,*,Cholesteryl Esters in IDL
XS-VLDL-PL,"0.009 [0.006,0.012]",0.032,*,Phospholipids in Very Small VLDL
IDL-C,"0.009 [0.006,0.012]",0.041,*,Cholesterol in IDL
Pyruvate,"0.009 [0.006,0.012]",0.023,*,Pyruvate
Albumin,"-0.009 [-0.012,-0.005]",0.067,,Albumin
VLDL-size,"-0.009 [-0.013,-0.006]",0.068,,Average Diameter for VLDL Particles
S-HDL-CE%,"-0.009 [-0.012,-0.006]",0.006,**,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XL-HDL-C%,"-0.014 [-0.017,-0.010]",1.184e-12,***,Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,"-0.017 [-0.021,-0.014]",2.972e-16,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
