Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XXL-VLDL-FC%,"9.190 [8.812,9.568]",0.000e+00,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,"9.118 [8.747,9.488]",0.000e+00,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,"8.046 [7.666,8.427]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-CE%,"7.882 [7.502,8.262]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"7.653 [7.266,8.039]",0.000e+00,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,"7.274 [6.902,7.646]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-C%,"6.733 [6.361,7.105]",2.717e-268,***,Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,"6.093 [5.680,6.506]",8.183e-178,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-FC%,"5.668 [5.330,6.006]",2.070e-230,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-FC%,"5.508 [5.175,5.841]",9.162e-224,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-FC%,"5.065 [4.668,5.461]",1.667e-132,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-PL%,"4.916 [4.555,5.277]",5.842e-151,***,Phospholipids to Total-Lipids in Small LDL percentage
PUFA/MUFA,"4.833 [4.483,5.183]",2.442e-155,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-PL%,"4.775 [4.417,5.132]",2.620e-145,***,Phospholipids to Total-Lipids in Medium LDL percentage
PUFA%,"4.631 [4.295,4.967]",2.268e-154,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LDL-size,"4.625 [4.277,4.973]",1.296e-143,***,Average Diameter for LDL Particles
Omega-6%,"4.509 [4.173,4.844]",1.133e-146,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE%,"4.408 [4.059,4.756]",8.308e-130,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"4.290 [3.943,4.637]",1.052e-123,***,Cholesterol to Total-Lipids in Small VLDL percentage
Unsaturation,"4.183 [3.829,4.536]",4.330e-113,***,Degree of Unsaturation
M-VLDL-C%,"4.108 [3.762,4.454]",3.661e-114,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-FC%,"4.092 [3.742,4.442]",1.177e-110,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC%,"4.013 [3.663,4.364]",4.783e-106,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"3.867 [3.530,4.205]",7.193e-106,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,"3.802 [3.450,4.153]",4.091e-94,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-C%,"3.749 [3.409,4.088]",4.343e-98,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,"3.705 [3.363,4.047]",3.232e-94,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-VLDL-FC%,"3.691 [3.298,4.084]",4.087e-70,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-PL%,"3.613 [3.255,3.972]",3.191e-81,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-HDL-C%,"3.523 [3.178,3.867]",8.425e-84,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,"3.141 [2.792,3.489]",1.993e-64,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XS-VLDL-FC%,"3.045 [2.727,3.363]",3.347e-73,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-C%,"2.897 [2.545,3.249]",3.282e-53,***,Cholesterol to Total-Lipids in Medium HDL percentage
DHA%,"2.821 [2.479,3.163]",2.498e-53,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-CE%,"2.798 [2.457,3.139]",1.010e-52,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-PL%,"2.752 [2.399,3.104]",2.227e-47,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-C%,"2.580 [2.244,2.915]",6.486e-46,***,Cholesterol to Total-Lipids in IDL percentage
LA%,"2.433 [2.083,2.783]",7.363e-37,***,Linoleic Acid to Total-Fatty Acids percentage
IDL-FC%,"2.276 [1.949,2.603]",7.156e-37,***,Free Cholesterol to Total-Lipids in IDL percentage
