Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"0.006 [0.004,0.007]",3.301e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"0.006 [0.004,0.007]",1.018e-07,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,"0.006 [0.004,0.007]",4.550e-06,***,Degree of Unsaturation
PUFA%,"0.005 [0.004,0.007]",3.773e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,"0.004 [0.003,0.006]",0.009,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Acetate,"0.004 [0.003,0.006]",0.018,*,Acetate
Gln,"-0.004 [-0.006,-0.003]",0.040,*,Glutamine
XXL-VLDL-CE,"-0.004 [-0.006,-0.003]",0.044,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Total-PL,"-0.004 [-0.006,-0.003]",0.032,*,Total-Phospholipids in Lipoprotein Particles
S-VLDL-PL,"-0.004 [-0.006,-0.003]",0.030,*,Phospholipids in Small VLDL
Total-FA,"-0.004 [-0.006,-0.003]",0.004,**,Total-Fatty Acids
VLDL-CE,"-0.004 [-0.006,-0.003]",0.021,*,Cholesteryl Esters in VLDL
XL-VLDL-TG,"-0.004 [-0.006,-0.003]",0.014,*,Triglycerides in Very Large VLDL
M-LDL-CE%,"-0.004 [-0.006,-0.003]",0.018,*,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
Total-L,"-0.004 [-0.006,-0.003]",0.004,**,Total-Lipids in Lipoprotein Particles
XL-VLDL-P,"-0.004 [-0.006,-0.003]",0.010,*,Concentration of Very Large VLDL Particles
L-VLDL-TG,"-0.004 [-0.006,-0.003]",0.008,**,Triglycerides in Large VLDL
M-VLDL-P,"-0.005 [-0.006,-0.003]",0.008,**,Concentration of Medium VLDL Particles
M-VLDL-PL,"-0.005 [-0.006,-0.003]",0.007,**,Phospholipids in Medium VLDL
XL-VLDL-PL,"-0.005 [-0.006,-0.003]",0.008,**,Phospholipids in Very Large VLDL
S-VLDL-P,"-0.005 [-0.006,-0.003]",0.007,**,Concentration of Small VLDL Particles
XL-VLDL-FC,"-0.005 [-0.006,-0.003]",0.006,**,Free Cholesterol in Very Large VLDL
S-HDL-TG,"-0.005 [-0.006,-0.003]",0.015,*,Triglycerides in Small HDL
S-VLDL-TG,"-0.005 [-0.006,-0.003]",0.005,**,Triglycerides in Small VLDL
HDL-TG,"-0.005 [-0.006,-0.003]",0.005,**,Triglycerides in HDL
L-VLDL-P,"-0.005 [-0.006,-0.003]",0.004,**,Concentration of Large VLDL Particles
M-HDL-TG,"-0.005 [-0.006,-0.003]",0.006,**,Triglycerides in Medium HDL
VLDL-C,"-0.005 [-0.006,-0.003]",0.004,**,VLDL Cholesterol
XL-VLDL-L,"-0.005 [-0.006,-0.003]",0.004,**,Total-Lipids in Very Large VLDL
L-VLDL-FC,"-0.005 [-0.006,-0.003]",0.004,**,Free Cholesterol in Large VLDL
L-VLDL-PL,"-0.005 [-0.006,-0.003]",0.003,**,Phospholipids in Large VLDL
Total-TG,"-0.005 [-0.006,-0.003]",0.001,**,Total-Triglycerides
VLDL-P,"-0.005 [-0.006,-0.003]",0.002,**,Concentration of VLDL Particles
SFA,"-0.005 [-0.006,-0.003]",1.797e-04,***,Saturated Fatty Acids
VLDL-TG,"-0.005 [-0.006,-0.003]",0.002,**,Triglycerides in VLDL
M-VLDL-TG,"-0.005 [-0.006,-0.003]",0.001,**,Triglycerides in Medium VLDL
VLDL-FC,"-0.005 [-0.006,-0.003]",0.001,**,Free Cholesterol in VLDL
S-VLDL-L,"-0.005 [-0.006,-0.003]",0.002,**,Total-Lipids in Small VLDL
XL-VLDL-C,"-0.005 [-0.006,-0.003]",0.002,**,Cholesterol in Very Large VLDL
L-VLDL-L,"-0.005 [-0.006,-0.003]",0.002,**,Total-Lipids in Large VLDL
M-VLDL-L,"-0.005 [-0.006,-0.003]",6.954e-04,***,Total-Lipids in Medium VLDL
XL-VLDL-CE,"-0.005 [-0.006,-0.003]",0.002,**,Cholesteryl Esters in Very Large VLDL
VLDL-PL,"-0.005 [-0.006,-0.003]",7.071e-04,***,Phospholipids in VLDL
L-VLDL-C,"-0.005 [-0.007,-0.003]",0.001,**,Cholesterol in Large VLDL
L-VLDL-CE,"-0.005 [-0.007,-0.003]",9.337e-04,***,Cholesteryl Esters in Large VLDL
VLDL-L,"-0.005 [-0.007,-0.003]",2.081e-04,***,Total-Lipids in VLDL
MUFA,"-0.005 [-0.007,-0.004]",1.421e-05,***,Monounsaturated Fatty Acids
Creatinine,"-0.005 [-0.007,-0.004]",4.790e-04,***,Creatinine
MUFA%,"-0.005 [-0.007,-0.004]",1.217e-05,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
