Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"3.418 [3.297,3.538]",0.000e+00,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,"3.313 [3.197,3.429]",0.000e+00,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA%,"3.235 [3.117,3.353]",0.000e+00,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,"3.172 [3.050,3.294]",0.000e+00,***,Degree of Unsaturation
M-HDL-CE%,"2.929 [2.810,3.047]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-CE%,"2.921 [2.800,3.042]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-C%,"2.704 [2.582,2.826]",0.000e+00,***,Cholesterol to Total-Lipids in Medium HDL percentage
Omega-6%,"2.670 [2.554,2.787]",0.000e+00,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"2.659 [2.543,2.776]",0.000e+00,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-C%,"2.624 [2.505,2.743]",0.000e+00,***,Cholesterol to Total-Lipids in Small HDL percentage
S-LDL-FC%,"2.582 [2.467,2.697]",0.000e+00,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-CE%,"2.464 [2.333,2.595]",2.869e-290,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-FC%,"2.430 [2.300,2.561]",6.327e-285,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-C%,"2.371 [2.237,2.504]",1.078e-258,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-FC%,"2.101 [1.988,2.214]",1.654e-284,***,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-CE%,"2.081 [1.968,2.194]",5.741e-278,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-FC%,"2.034 [1.914,2.155]",1.463e-232,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-3%,"2.027 [1.904,2.149]",6.307e-225,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,"1.948 [1.820,2.077]",2.274e-188,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-CE%,"1.928 [1.799,2.056]",1.795e-183,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-HDL-CE%,"1.792 [1.685,1.900]",8.322e-227,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-PL%,"1.754 [1.627,1.880]",1.817e-156,***,Phospholipids to Total-Lipids in Large LDL percentage
DHA,"1.743 [1.614,1.871]",2.359e-149,***,Docosahexaenoic Acid
L-HDL-C%,"1.687 [1.572,1.801]",1.787e-176,***,Cholesterol to Total-Lipids in Large HDL percentage
LA%,"1.632 [1.510,1.753]",5.188e-147,***,Linoleic Acid to Total-Fatty Acids percentage
L-VLDL-C%,"1.628 [1.500,1.757]",3.581e-130,***,Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-C%,"1.604 [1.486,1.722]",6.618e-151,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-FC%,"1.581 [1.471,1.692]",5.210e-167,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-C%,"1.535 [1.416,1.654]",1.014e-134,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"1.534 [1.419,1.650]",7.909e-143,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE%,"1.533 [1.414,1.651]",1.475e-135,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,"1.532 [1.410,1.654]",6.004e-128,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-HDL-C%,"1.526 [1.412,1.640]",9.485e-146,***,Cholesterol to Total-Lipids in Very Large HDL percentage
S-VLDL-PL%,"1.524 [1.399,1.648]",3.666e-121,***,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-C%,"1.511 [1.395,1.627]",3.892e-138,***,Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,"1.507 [1.370,1.644]",1.476e-97,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,"1.435 [1.304,1.567]",8.669e-96,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-C%,"1.422 [1.304,1.540]",3.091e-117,***,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-PL%,"1.401 [1.275,1.526]",3.202e-100,***,Phospholipids to Total-Lipids in Small LDL percentage
S-VLDL-C%,"1.376 [1.256,1.497]",3.562e-105,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-PL%,"1.365 [1.241,1.489]",3.058e-97,***,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-C%,"1.340 [1.220,1.460]",1.238e-100,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,"1.254 [1.132,1.375]",2.312e-85,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,"1.182 [1.061,1.303]",2.702e-76,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-LDL-C%,"1.104 [0.982,1.226]",3.146e-65,***,Cholesterol to Total-Lipids in Small LDL percentage
L-HDL-CE,"1.019 [0.857,1.181]",1.375e-29,***,Cholesteryl Esters in Large HDL
LDL-size,"0.946 [0.825,1.066]",7.354e-48,***,Average Diameter for LDL Particles
