Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,"0.248 [0.190,0.306]",1.199e-11,***,Glycine
XL-HDL-FC,"0.236 [0.183,0.290]",1.047e-12,***,Free Cholesterol in Very Large HDL
S-VLDL-CE%,"0.196 [0.154,0.237]",3.591e-15,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-PL%,"0.178 [0.135,0.222]",2.021e-10,***,Phospholipids to Total-Lipids in Large LDL percentage
Gln,"0.175 [0.134,0.217]",2.308e-11,***,Glutamine
XL-VLDL-FC%,"0.172 [0.125,0.219]",1.415e-07,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,"0.172 [0.130,0.214]",1.099e-10,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Acetate,"0.170 [0.130,0.211]",4.408e-11,***,Acetate
S-LDL-PL%,"0.165 [0.122,0.208]",1.237e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-C%,"0.164 [0.124,0.205]",3.338e-10,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,"0.161 [0.121,0.202]",1.729e-09,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-FC%,"0.159 [0.120,0.198]",3.029e-10,***,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-PL%,"0.158 [0.112,0.205]",5.129e-06,***,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-VLDL-C%,"0.154 [0.113,0.195]",5.898e-08,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-PL%,"0.146 [0.104,0.189]",3.539e-06,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-FC%,"0.145 [0.107,0.183]",1.357e-08,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Creatinine,"0.138 [0.093,0.183]",3.801e-04,***,Creatinine
XL-HDL-FC%,"0.137 [0.092,0.183]",6.944e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
PUFA/MUFA,"0.136 [0.094,0.178]",4.037e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-CE%,"0.126 [0.081,0.170]",0.006,**,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Val,"0.123 [0.079,0.167]",0.009,**,Valine
M-VLDL-FC%,"0.117 [0.076,0.159]",0.007,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
