Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Glu-lactate,"1.388 [1.355,1.421]",0.000e+00,***,Glucose-lactate
Glu,"1.269 [1.236,1.303]",0.000e+00,***,Glucose
IDL-TG%,"0.752 [0.718,0.786]",0.000e+00,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,"0.716 [0.681,0.751]",0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,"0.703 [0.669,0.737]",0.000e+00,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.673 [0.639,0.707]",0.000e+00,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-PL%,"0.646 [0.611,0.681]",1.511e-281,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
GlycA,"0.631 [0.595,0.666]",3.960e-255,***,Glycoprotein Acetyls
M-VLDL-TG%,"0.626 [0.589,0.663]",2.266e-231,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,"0.585 [0.551,0.619]",2.277e-244,***,Phospholipids to Total-Lipids in Large HDL percentage
S-VLDL-TG%,"0.575 [0.539,0.611]",8.206e-208,***,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,"0.516 [0.475,0.556]",7.155e-130,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-LDL-TG%,"0.480 [0.446,0.515]",4.103e-157,***,Triglycerides to Total-Lipids in Small LDL percentage
Sc-ala,"0.480 [0.445,0.515]",6.745e-153,***,Spectrometer-corrected alanine
IDL-PL%,"0.459 [0.425,0.494]",2.051e-141,***,Phospholipids to Total-Lipids in IDL percentage
MUFA%,"0.407 [0.371,0.442]",3.222e-106,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,"0.406 [0.369,0.442]",6.380e-102,***,Phospholipids to Total-Lipids in Small LDL percentage
Ala,"0.400 [0.365,0.435]",9.182e-106,***,Alanine
M-HDL-PL%,"0.367 [0.331,0.402]",9.489e-85,***,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-TG%,"0.334 [0.296,0.372]",1.031e-60,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-TG%,"0.303 [0.265,0.341]",4.043e-50,***,Triglycerides to Total-Lipids in Small HDL percentage
Val,"0.275 [0.238,0.311]",6.177e-43,***,Valine
TG/PG,"0.264 [0.228,0.301]",2.154e-40,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-TG%,"0.263 [0.227,0.299]",2.995e-41,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-HDL-FC%,"0.263 [0.224,0.301]",4.119e-36,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Total-BCAA,"0.219 [0.183,0.256]",1.694e-26,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,"0.219 [0.183,0.254]",7.934e-28,***,Phospholipids to Total-Lipids in Medium LDL percentage
XXL-VLDL-PL%,"0.205 [0.164,0.246]",2.451e-17,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Citrate,"0.185 [0.148,0.221]",5.794e-18,***,Citrate
XS-VLDL-TG,"0.182 [0.147,0.217]",5.441e-19,***,Triglycerides in Very Small VLDL
L-HDL-TG%,"0.173 [0.139,0.208]",2.874e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
S-HDL-TG,"0.172 [0.135,0.208]",6.086e-15,***,Triglycerides in Small HDL
Ile,"0.171 [0.136,0.207]",4.639e-16,***,Isoleucine
M-LDL-TG,"0.150 [0.116,0.184]",7.494e-13,***,Triglycerides in Medium LDL
M-HDL-TG%,"0.148 [0.112,0.185]",3.823e-10,***,Triglycerides to Total-Lipids in Medium HDL percentage
Leu,"0.138 [0.102,0.174]",1.066e-08,***,Leucine
Phe,"0.138 [0.103,0.173]",5.294e-09,***,Phenylalanine
Pyruvate,"0.135 [0.101,0.170]",4.787e-09,***,Pyruvate
LDL-TG,"0.135 [0.101,0.169]",2.269e-09,***,Triglycerides in LDL
L-LDL-TG,"0.131 [0.096,0.166]",2.473e-08,***,Triglycerides in Large LDL
S-VLDL-TG,"0.123 [0.088,0.158]",1.991e-06,***,Triglycerides in Small VLDL
Lactate,"0.121 [0.085,0.157]",8.492e-06,***,Lactate
XXL-VLDL-TG%,"0.121 [0.083,0.159]",6.786e-05,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-TG,"0.119 [0.084,0.154]",6.589e-06,***,Triglycerides in IDL
S-LDL-TG,"0.117 [0.083,0.150]",2.235e-06,***,Triglycerides in Small LDL
VLDL-size,"0.111 [0.074,0.148]",0.001,**,Average Diameter for VLDL Particles
XL-VLDL-TG,"0.105 [0.070,0.140]",0.001,**,Triglycerides in Very Large VLDL
XXL-VLDL-TG,"0.095 [0.061,0.129]",0.011,*,Triglycerides in Chylomicrons and Extremely Large VLDL
SFA,"-0.097 [-0.130,-0.063]",0.003,**,Saturated Fatty Acids
S-VLDL-P,"-0.097 [-0.133,-0.062]",0.019,*,Concentration of Small VLDL Particles
DHA%,"-0.108 [-0.142,-0.073]",1.918e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-TG,"-0.112 [-0.151,-0.074]",0.002,**,Triglycerides in Large HDL
XL-HDL-PL%,"-0.114 [-0.146,-0.081]",2.009e-06,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC%,"-0.121 [-0.159,-0.083]",8.239e-05,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
VLDL-L,"-0.127 [-0.162,-0.091]",5.729e-07,***,Total-Lipids in VLDL
Total-FA,"-0.127 [-0.161,-0.094]",2.686e-08,***,Total-Fatty Acids
S-HDL-PL,"-0.132 [-0.167,-0.096]",9.110e-08,***,Phospholipids in Small HDL
M-HDL-PL,"-0.145 [-0.182,-0.107]",1.067e-08,***,Phospholipids in Medium HDL
S-HDL-L,"-0.148 [-0.183,-0.112]",6.964e-11,***,Total-Lipids in Small HDL
S-VLDL-L,"-0.149 [-0.184,-0.113]",7.666e-11,***,Total-Lipids in Small VLDL
L-VLDL-C,"-0.151 [-0.187,-0.115]",6.449e-11,***,Cholesterol in Large VLDL
XL-VLDL-C,"-0.153 [-0.189,-0.117]",1.368e-11,***,Cholesterol in Very Large VLDL
S-HDL-FC%,"-0.157 [-0.195,-0.119]",1.537e-10,***,Free Cholesterol to Total-Lipids in Small HDL percentage
L-VLDL-FC%,"-0.162 [-0.201,-0.123]",1.042e-10,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-HDL-FC,"-0.175 [-0.211,-0.139]",1.226e-16,***,Free Cholesterol in Small HDL
M-HDL-CE%,"-0.181 [-0.215,-0.147]",6.142e-20,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
His,"-0.182 [-0.217,-0.148]",7.810e-20,***,Histidine
VLDL-PL,"-0.183 [-0.218,-0.147]",1.011e-18,***,Phospholipids in VLDL
M-HDL-L,"-0.186 [-0.223,-0.148]",1.018e-16,***,Total-Lipids in Medium HDL
