Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-TG%,"0.101 [0.093,0.109]",7.208e-120,***,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-TG%,"0.097 [0.089,0.105]",3.849e-119,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,"0.093 [0.085,0.101]",3.141e-113,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG,"0.092 [0.084,0.100]",1.172e-105,***,Triglycerides in Small HDL
IDL-TG,"0.090 [0.082,0.098]",1.038e-109,***,Triglycerides in IDL
L-VLDL-PL%,"0.090 [0.080,0.099]",1.787e-67,***,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-TG,"0.090 [0.082,0.097]",2.479e-108,***,Triglycerides in Very Small VLDL
L-LDL-TG%,"0.088 [0.080,0.095]",4.732e-111,***,Triglycerides to Total-Lipids in Large LDL percentage
L-LDL-TG,"0.085 [0.078,0.093]",2.829e-101,***,Triglycerides in Large LDL
HDL-TG,"0.084 [0.077,0.092]",1.567e-94,***,Triglycerides in HDL
LDL-TG,"0.084 [0.076,0.091]",8.107e-100,***,Triglycerides in LDL
S-LDL-TG%,"0.083 [0.076,0.091]",2.355e-96,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-TG,"0.083 [0.075,0.091]",1.419e-89,***,Triglycerides in Medium HDL
M-LDL-TG%,"0.082 [0.075,0.090]",9.228e-95,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,"0.081 [0.073,0.088]",1.775e-90,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,"0.080 [0.072,0.088]",3.513e-84,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG,"0.080 [0.072,0.087]",7.253e-92,***,Triglycerides in Medium LDL
TG/PG,"0.079 [0.071,0.087]",1.014e-77,***,Triglycerides to Phosphoglycerides ratio
L-HDL-TG%,"0.079 [0.071,0.087]",2.410e-86,***,Triglycerides to Total-Lipids in Large HDL percentage
S-LDL-TG,"0.077 [0.070,0.085]",4.064e-88,***,Triglycerides in Small LDL
Total-TG,"0.077 [0.069,0.085]",4.220e-79,***,Total-Triglycerides
S-VLDL-TG,"0.076 [0.068,0.084]",3.081e-76,***,Triglycerides in Small VLDL
XL-HDL-TG,"0.074 [0.067,0.082]",4.339e-76,***,Triglycerides in Very Large HDL
XXL-VLDL-CE,"0.074 [0.067,0.082]",1.048e-74,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"0.073 [0.065,0.081]",1.325e-72,***,Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-TG,"0.072 [0.064,0.080]",1.188e-67,***,Triglycerides in VLDL
MUFA,"0.072 [0.065,0.080]",8.501e-75,***,Monounsaturated Fatty Acids
XL-VLDL-L,"0.071 [0.064,0.079]",9.892e-66,***,Total-Lipids in Very Large VLDL
XXL-VLDL-PL,"0.071 [0.064,0.079]",5.319e-70,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,"0.071 [0.063,0.078]",2.309e-66,***,Triglycerides in Very Large VLDL
XXL-VLDL-L,"0.071 [0.063,0.078]",3.866e-68,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,"0.070 [0.062,0.078]",2.315e-64,***,Concentration of Very Large VLDL Particles
L-HDL-TG,"0.070 [0.062,0.078]",1.675e-54,***,Triglycerides in Large HDL
XL-HDL-TG%,"0.070 [0.062,0.078]",5.418e-61,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XXL-VLDL-P,"0.070 [0.062,0.077]",5.295e-68,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
L-VLDL-PL,"0.069 [0.062,0.077]",8.944e-61,***,Phospholipids in Large VLDL
XXL-VLDL-FC,"0.069 [0.062,0.077]",2.126e-66,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"0.069 [0.061,0.077]",3.358e-62,***,Phospholipids in Very Large VLDL
XL-VLDL-FC,"0.067 [0.060,0.075]",7.374e-59,***,Free Cholesterol in Very Large VLDL
VLDL-L,"0.067 [0.059,0.074]",3.793e-57,***,Total-Lipids in VLDL
XXL-VLDL-TG,"0.066 [0.059,0.074]",2.788e-61,***,Triglycerides in Chylomicrons and Extremely Large VLDL
SFA,"0.066 [0.058,0.073]",6.078e-63,***,Saturated Fatty Acids
L-VLDL-P,"0.065 [0.058,0.073]",1.461e-55,***,Concentration of Large VLDL Particles
L-VLDL-FC,"0.065 [0.057,0.073]",3.392e-53,***,Free Cholesterol in Large VLDL
XS-VLDL-TG%,"0.064 [0.056,0.072]",5.444e-53,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-VLDL-L,"0.064 [0.056,0.072]",7.163e-51,***,Total-Lipids in Large VLDL
