Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"18.441 [2.229,34.653]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"17.761 [2.134,33.388]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-CE,"6.926 [-9.408,23.260]",1.000,,Cholesteryl Esters in VLDL
Total-CE,"1.192 [-15.064,17.448]",1.000,,Total-Esterified Cholesterol
Omega-6/Omega-3,"0.368 [-15.744,16.479]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3,"-5.712 [-22.019,10.594]",1.000,,Omega-3 Fatty Acids
Omega-6,"-7.013 [-23.023,8.997]",1.000,,Omega-6 Fatty Acids
MUFA,"-16.121 [-31.738,-0.505]",1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,"-19.863 [-35.921,-3.805]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-HDL-PL%,"-40.604 [-56.532,-24.676]",0.135,,Phospholipids to Total-Lipids in Large HDL percentage
