Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-P,"1.404 [1.224,1.583]",2.437e-47,***,Concentration of Large HDL Particles
HDL-C,"1.357 [1.200,1.514]",1.072e-58,***,HDL Cholesterol
HDL-CE,"1.350 [1.194,1.507]",2.868e-58,***,Cholesteryl Esters in HDL
HDL-FC,"1.343 [1.180,1.506]",4.362e-53,***,Free Cholesterol in HDL
L-HDL-PL,"1.337 [1.168,1.506]",1.370e-48,***,Phospholipids in Large HDL
L-HDL-CE,"1.336 [1.162,1.509]",9.781e-46,***,Cholesteryl Esters in Large HDL
L-HDL-FC,"1.333 [1.156,1.511]",2.226e-43,***,Free Cholesterol in Large HDL
L-HDL-C,"1.330 [1.157,1.502]",9.346e-46,***,Cholesterol in Large HDL
L-HDL-L,"1.324 [1.156,1.492]",2.148e-48,***,Total-Lipids in Large HDL
HDL-L,"1.269 [1.117,1.420]",1.153e-54,***,Total-Lipids in HDL
M-HDL-FC,"1.263 [1.108,1.418]",8.222e-52,***,Free Cholesterol in Medium HDL
M-HDL-C,"1.232 [1.082,1.382]",9.843e-53,***,Cholesterol in Medium HDL
M-HDL-P,"1.230 [1.077,1.383]",2.713e-50,***,Concentration of Medium HDL Particles
M-HDL-CE,"1.223 [1.073,1.372]",5.716e-52,***,Cholesteryl Esters in Medium HDL
HDL-PL,"1.221 [1.070,1.372]",6.839e-51,***,Phospholipids in HDL
ApoA1,"1.212 [1.063,1.361]",2.265e-51,***,Apolipoprotein A1
M-HDL-L,"1.130 [0.984,1.275]",1.436e-46,***,Total-Lipids in Medium HDL
HDL-size,"1.128 [0.962,1.294]",4.461e-35,***,Average Diameter for HDL Particles
HDL-P,"1.100 [0.954,1.247]",2.262e-43,***,Concentration of HDL Particles
M-HDL-PL,"1.071 [0.925,1.217]",1.715e-41,***,Phospholipids in Medium HDL
M-HDL-FC%,"1.070 [0.928,1.211]",7.547e-44,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-P,"1.034 [0.889,1.179]",8.508e-39,***,Total-Concentration of Lipoprotein Particles
XL-HDL-CE,"1.034 [0.855,1.213]",3.019e-24,***,Cholesteryl Esters in Very Large HDL
XL-HDL-P,"0.935 [0.757,1.114]",2.631e-19,***,Concentration of Very Large HDL Particles
XL-HDL-C,"0.925 [0.747,1.102]",4.422e-19,***,Cholesterol in Very Large HDL
PC,"0.916 [0.774,1.057]",1.661e-31,***,Phosphatidylcholines
XL-HDL-PL,"0.909 [0.732,1.085]",1.764e-18,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.908 [0.732,1.084]",1.068e-18,***,Total-Lipids in Very Large HDL
Cholines,"0.819 [0.679,0.958]",4.676e-25,***,Total-Cholines
Phosphoglyc,"0.779 [0.640,0.918]",1.030e-22,***,Phosphoglycerides
IDL-CE%,"0.712 [0.580,0.845]",1.683e-20,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-PL,"0.697 [0.559,0.835]",1.182e-17,***,Phospholipids in Small HDL
Total-PL,"0.678 [0.541,0.815]",5.832e-17,***,Total-Phospholipids in Lipoprotein Particles
S-HDL-FC,"0.678 [0.540,0.815]",9.530e-17,***,Free Cholesterol in Small HDL
S-HDL-C,"0.665 [0.528,0.801]",3.111e-16,***,Cholesterol in Small HDL
XS-VLDL-CE%,"0.662 [0.528,0.795]",7.013e-17,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-C%,"0.652 [0.516,0.788]",1.184e-15,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-HDL-L,"0.644 [0.506,0.781]",9.334e-15,***,Total-Lipids in Small HDL
S-HDL-CE,"0.634 [0.497,0.771]",2.779e-14,***,Cholesteryl Esters in Small HDL
IDL-C%,"0.612 [0.481,0.743]",1.461e-14,***,Cholesterol to Total-Lipids in IDL percentage
LA%,"0.612 [0.476,0.747]",2.221e-13,***,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-P,"0.611 [0.474,0.749]",6.173e-13,***,Concentration of Small HDL Particles
XS-VLDL-C%,"0.589 [0.457,0.722]",6.478e-13,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-CE,"0.578 [0.444,0.713]",7.523e-12,***,Total-Esterified Cholesterol
L-LDL-C%,"0.577 [0.444,0.710]",4.284e-12,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-C,"0.538 [0.404,0.672]",7.311e-10,***,Total-Cholesterol
IDL-CE,"0.537 [0.399,0.674]",4.794e-09,***,Cholesteryl Esters in IDL
SM,"0.532 [0.390,0.673]",4.567e-08,***,Sphingomyelins
LA,"0.523 [0.390,0.656]",3.024e-09,***,Linoleic Acid
IDL-C,"0.511 [0.374,0.648]",5.758e-08,***,Cholesterol in IDL
S-LDL-C%,"0.490 [0.354,0.626]",3.864e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
Omega-6,"0.480 [0.346,0.613]",4.523e-07,***,Omega-6 Fatty Acids
XL-HDL-FC,"0.475 [0.307,0.644]",0.008,**,Free Cholesterol in Very Large HDL
L-LDL-FC%,"0.469 [0.332,0.605]",4.480e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
PUFA/MUFA,"0.467 [0.331,0.602]",3.688e-06,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
IDL-L,"0.459 [0.323,0.595]",9.298e-06,***,Total-Lipids in IDL
M-LDL-C%,"0.457 [0.323,0.592]",6.182e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-CE%,"0.456 [0.324,0.588]",3.267e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-C%,"0.454 [0.323,0.584]",2.224e-06,***,Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-PL%,"0.453 [0.316,0.591]",2.201e-05,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG,"0.440 [0.294,0.586]",8.048e-04,***,Triglycerides in Large HDL
S-VLDL-FC%,"0.440 [0.304,0.575]",4.393e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,"0.437 [0.299,0.574]",1.052e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
Total-FC,"0.420 [0.286,0.555]",2.139e-04,***,Total-Free Cholesterol
M-VLDL-C%,"0.420 [0.286,0.554]",1.851e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,"0.414 [0.282,0.546]",1.853e-04,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-CE%,"0.414 [0.283,0.545]",1.312e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-FC,"0.411 [0.273,0.549]",0.001,**,Free Cholesterol in IDL
XL-VLDL-CE%,"0.409 [0.264,0.553]",0.007,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,"0.406 [0.277,0.534]",1.426e-04,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA,"0.405 [0.271,0.539]",7.389e-04,***,Polyunsaturated Fatty Acids
Total-L,"0.402 [0.271,0.533]",4.702e-04,***,Total-Lipids in Lipoprotein Particles
XL-HDL-PL%,"0.400 [0.272,0.528]",2.259e-04,***,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-VLDL-C%,"0.396 [0.249,0.543]",0.028,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-LDL-FC,"0.382 [0.247,0.517]",0.007,**,Free Cholesterol in Large LDL
IDL-PL,"0.381 [0.242,0.521]",0.019,*,Phospholipids in IDL
L-HDL-FC%,"0.378 [0.253,0.502]",5.997e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
