Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.635 [0.565,0.704]",3.872e-65,***,Glycoprotein Acetyls
MUFA%,"0.569 [0.499,0.639]",6.599e-52,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,"0.489 [0.423,0.555]",5.615e-42,***,Monounsaturated Fatty Acids
Glu-lactate,"0.486 [0.419,0.553]",4.487e-40,***,Glucose-lactate
M-HDL-TG,"0.486 [0.415,0.557]",8.503e-36,***,Triglycerides in Medium HDL
S-HDL-TG,"0.476 [0.404,0.548]",1.032e-32,***,Triglycerides in Small HDL
XXL-VLDL-PL,"0.476 [0.407,0.544]",7.181e-37,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-LDL-TG%,"0.471 [0.403,0.539]",4.941e-36,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,"0.464 [0.393,0.535]",1.865e-32,***,Phospholipids to Total-Lipids in Medium HDL percentage
XXL-VLDL-L,"0.462 [0.393,0.531]",3.889e-34,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,"0.461 [0.393,0.530]",1.960e-34,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
HDL-TG,"0.459 [0.389,0.529]",2.155e-32,***,Triglycerides in HDL
XXL-VLDL-P,"0.458 [0.390,0.526]",1.774e-34,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-C,"0.456 [0.387,0.524]",6.446e-33,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"0.445 [0.377,0.513]",3.775e-32,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,"0.441 [0.372,0.510]",1.825e-30,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-LDL-TG%,"0.438 [0.370,0.505]",1.328e-31,***,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-PL%,"0.435 [0.350,0.521]",3.606e-18,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-TG%,"0.427 [0.359,0.496]",2.696e-29,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-HDL-TG%,"0.422 [0.347,0.497]",3.783e-23,***,Triglycerides to Total-Lipids in Small HDL percentage
S-LDL-TG,"0.418 [0.351,0.485]",4.573e-29,***,Triglycerides in Small LDL
IDL-TG,"0.414 [0.344,0.484]",7.997e-26,***,Triglycerides in IDL
SFA,"0.411 [0.345,0.477]",3.879e-29,***,Saturated Fatty Acids
LDL-TG,"0.411 [0.343,0.479]",4.894e-27,***,Triglycerides in LDL
L-LDL-TG,"0.408 [0.340,0.477]",5.140e-26,***,Triglycerides in Large LDL
L-HDL-PL%,"0.408 [0.340,0.476]",1.552e-26,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-TG%,"0.404 [0.332,0.476]",6.478e-23,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG,"0.394 [0.327,0.462]",4.379e-25,***,Triglycerides in Medium LDL
XS-VLDL-TG,"0.390 [0.320,0.460]",1.573e-22,***,Triglycerides in Very Small VLDL
Total-TG,"0.388 [0.319,0.457]",1.458e-22,***,Total-Triglycerides
XL-VLDL-TG,"0.387 [0.318,0.457]",2.705e-22,***,Triglycerides in Very Large VLDL
Total-FA,"0.386 [0.321,0.452]",2.593e-25,***,Total-Fatty Acids
S-HDL-PL%,"0.377 [0.306,0.448]",8.087e-20,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-L,"0.375 [0.304,0.445]",4.254e-20,***,Total-Lipids in Very Large VLDL
L-HDL-TG,"0.374 [0.298,0.449]",4.668e-17,***,Triglycerides in Large HDL
XL-VLDL-P,"0.369 [0.299,0.439]",1.266e-19,***,Concentration of Very Large VLDL Particles
XL-VLDL-PL,"0.367 [0.297,0.437]",2.884e-19,***,Phospholipids in Very Large VLDL
VLDL-TG,"0.365 [0.294,0.435]",5.666e-19,***,Triglycerides in VLDL
XL-HDL-TG,"0.361 [0.292,0.429]",2.120e-19,***,Triglycerides in Very Large HDL
XL-HDL-TG%,"0.360 [0.290,0.431]",3.980e-18,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-TG%,"0.356 [0.288,0.424]",2.702e-19,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-FC,"0.349 [0.279,0.419]",4.471e-17,***,Free Cholesterol in Very Large VLDL
Acetoacetate,"0.343 [0.273,0.414]",4.023e-16,***,Acetoacetate
TG/PG,"0.330 [0.258,0.402]",5.394e-14,***,Triglycerides to Phosphoglycerides ratio
L-VLDL-PL,"0.323 [0.252,0.394]",1.338e-13,***,Phospholipids in Large VLDL
S-VLDL-TG,"0.321 [0.251,0.391]",4.996e-14,***,Triglycerides in Small VLDL
VLDL-size,"0.320 [0.247,0.393]",2.298e-12,***,Average Diameter for VLDL Particles
L-HDL-TG%,"0.320 [0.251,0.388]",1.257e-14,***,Triglycerides to Total-Lipids in Large HDL percentage
Glu,"0.315 [0.247,0.383]",2.212e-14,***,Glucose
XS-VLDL-TG%,"0.315 [0.245,0.385]",1.607e-13,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
VLDL-L,"0.311 [0.241,0.380]",5.979e-13,***,Total-Lipids in VLDL
L-VLDL-P,"0.310 [0.240,0.379]",8.617e-13,***,Concentration of Large VLDL Particles
L-VLDL-FC,"0.303 [0.231,0.374]",1.796e-11,***,Free Cholesterol in Large VLDL
XL-VLDL-C,"0.299 [0.228,0.370]",3.127e-11,***,Cholesterol in Very Large VLDL
S-LDL-CE%,"0.299 [0.230,0.367]",2.970e-12,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,"0.298 [0.218,0.377]",5.884e-08,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-PL,"0.291 [0.222,0.360]",3.520e-11,***,Phospholipids in Small HDL
L-VLDL-L,"0.288 [0.217,0.358]",3.562e-10,***,Total-Lipids in Large VLDL
M-VLDL-TG%,"0.285 [0.212,0.359]",4.249e-09,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,"0.285 [0.214,0.356]",6.237e-10,***,Triglycerides to Total-Lipids in Small VLDL percentage
SFA%,"0.284 [0.218,0.349]",4.648e-12,***,Saturated Fatty Acids to Total-Fatty Acids percentage
VLDL-PL,"0.282 [0.213,0.352]",5.017e-10,***,Phospholipids in VLDL
L-VLDL-TG,"0.281 [0.211,0.350]",5.068e-10,***,Triglycerides in Large VLDL
Phe,"0.275 [0.203,0.348]",2.248e-08,***,Phenylalanine
Lactate,"0.265 [0.200,0.330]",4.367e-10,***,Lactate
Pyruvate,"0.258 [0.201,0.315]",2.415e-13,***,Pyruvate
M-VLDL-TG,"0.257 [0.187,0.326]",1.031e-07,***,Triglycerides in Medium VLDL
Phosphoglyc,"0.254 [0.184,0.323]",2.042e-07,***,Phosphoglycerides
3-Hydroxybutyrate,"0.251 [0.180,0.323]",1.472e-06,***,3-Hydroxybutyrate
M-HDL-PL,"0.250 [0.177,0.323]",5.904e-06,***,Phospholipids in Medium HDL
L-VLDL-C,"0.246 [0.175,0.317]",3.217e-06,***,Cholesterol in Large VLDL
Ile,"0.241 [0.169,0.314]",1.698e-05,***,Isoleucine
S-HDL-L,"0.241 [0.172,0.309]",1.400e-06,***,Total-Lipids in Small HDL
XL-VLDL-CE,"0.237 [0.166,0.308]",1.568e-05,***,Cholesteryl Esters in Very Large VLDL
VLDL-FC,"0.229 [0.159,0.299]",3.003e-05,***,Free Cholesterol in VLDL
XS-VLDL-PL,"0.224 [0.152,0.296]",2.665e-04,***,Phospholipids in Very Small VLDL
Tyr,"0.216 [0.141,0.292]",0.004,**,Tyrosine
VLDL-P,"0.214 [0.144,0.284]",5.527e-04,***,Concentration of VLDL Particles
Total-PL,"0.212 [0.143,0.280]",3.541e-04,***,Total-Phospholipids in Lipoprotein Particles
S-VLDL-L,"0.207 [0.136,0.277]",0.002,**,Total-Lipids in Small VLDL
Omega-6,"0.204 [0.137,0.272]",6.489e-04,***,Omega-6 Fatty Acids
XS-VLDL-L,"0.204 [0.132,0.276]",0.006,**,Total-Lipids in Very Small VLDL
Cholines,"0.202 [0.132,0.272]",0.004,**,Total-Cholines
S-VLDL-P,"0.198 [0.127,0.268]",0.008,**,Concentration of Small VLDL Particles
XXL-VLDL-TG%,"0.194 [0.122,0.265]",0.029,*,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
PUFA,"0.193 [0.126,0.261]",0.005,**,Polyunsaturated Fatty Acids
S-HDL-FC,"0.191 [0.122,0.260]",0.014,*,Free Cholesterol in Small HDL
Total-L,"0.190 [0.124,0.256]",0.004,**,Total-Lipids in Lipoprotein Particles
Acetone,"0.189 [0.124,0.255]",0.003,**,Acetone
L-LDL-CE%,"-0.186 [-0.255,-0.117]",0.032,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
S-LDL-C%,"-0.190 [-0.258,-0.122]",0.011,*,Cholesterol to Total-Lipids in Small LDL percentage
LDL-size,"-0.213 [-0.282,-0.144]",3.092e-04,***,Average Diameter for LDL Particles
L-VLDL-C%,"-0.214 [-0.287,-0.142]",0.002,**,Cholesterol to Total-Lipids in Large VLDL percentage
S-VLDL-CE%,"-0.215 [-0.282,-0.147]",1.187e-04,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XXL-VLDL-CE%,"-0.220 [-0.294,-0.147]",0.001,**,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-C%,"-0.222 [-0.287,-0.157]",5.326e-06,***,Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-CE,"-0.250 [-0.341,-0.159]",0.019,*,Cholesteryl Esters in Large HDL
XL-HDL-CE,"-0.259 [-0.354,-0.165]",0.016,*,Cholesteryl Esters in Very Large HDL
XL-VLDL-FC%,"-0.265 [-0.342,-0.188]",4.174e-06,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
IDL-C%,"-0.266 [-0.331,-0.200]",4.177e-10,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-PL%,"-0.266 [-0.336,-0.197]",1.655e-08,***,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-C%,"-0.274 [-0.346,-0.201]",2.425e-08,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-FC%,"-0.278 [-0.346,-0.210]",2.637e-10,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE%,"-0.279 [-0.346,-0.212]",7.751e-11,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-C%,"-0.280 [-0.348,-0.213]",1.013e-10,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,"-0.295 [-0.360,-0.230]",1.742e-13,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,"-0.304 [-0.371,-0.237]",1.678e-13,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,"-0.309 [-0.376,-0.243]",1.936e-14,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-VLDL-CE%,"-0.312 [-0.385,-0.239]",1.060e-11,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XXL-VLDL-FC%,"-0.313 [-0.388,-0.239]",4.521e-11,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,"-0.323 [-0.384,-0.262]",1.182e-19,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-PL%,"-0.324 [-0.394,-0.254]",2.393e-14,***,Phospholipids to Total-Lipids in Small VLDL percentage
Gly,"-0.329 [-0.426,-0.233]",5.038e-06,***,Glycine
IDL-FC%,"-0.334 [-0.398,-0.270]",3.972e-19,***,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-C%,"-0.342 [-0.410,-0.274]",1.456e-17,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-FC%,"-0.351 [-0.419,-0.282]",3.051e-18,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-FC%,"-0.376 [-0.445,-0.307]",1.479e-21,***,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-VLDL-C%,"-0.380 [-0.455,-0.304]",1.508e-17,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,"-0.394 [-0.468,-0.319]",6.272e-20,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-C%,"-0.394 [-0.460,-0.327]",7.225e-26,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,"-0.395 [-0.457,-0.332]",1.038e-29,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Gln,"-0.401 [-0.468,-0.333]",1.497e-25,***,Glutamine
Unsaturation,"-0.404 [-0.474,-0.334]",5.014e-24,***,Degree of Unsaturation
