Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL,"0.119 [0.111,0.128]",1.549e-170,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.110 [0.101,0.118]",2.069e-145,***,Total-Lipids in Very Large HDL
XL-HDL-FC,"0.105 [0.097,0.113]",3.430e-148,***,Free Cholesterol in Very Large HDL
XL-HDL-C,"0.103 [0.095,0.111]",1.495e-125,***,Cholesterol in Very Large HDL
HDL-size,"0.101 [0.093,0.108]",1.323e-138,***,Average Diameter for HDL Particles
XL-HDL-CE,"0.099 [0.091,0.107]",4.772e-113,***,Cholesteryl Esters in Very Large HDL
XL-HDL-P,"0.091 [0.082,0.099]",4.331e-95,***,Concentration of Very Large HDL Particles
Gly,"0.089 [0.080,0.097]",8.024e-89,***,Glycine
Acetate,"0.084 [0.078,0.090]",2.782e-164,***,Acetate
XL-HDL-PL%,"0.082 [0.076,0.087]",1.224e-171,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-CE,"0.080 [0.072,0.088]",2.779e-77,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.079 [0.070,0.087]",8.706e-76,***,Cholesterol in Large HDL
L-HDL-FC,"0.076 [0.068,0.084]",1.527e-66,***,Free Cholesterol in Large HDL
L-HDL-P,"0.072 [0.064,0.081]",2.981e-58,***,Concentration of Large HDL Particles
PUFA/MUFA,"0.068 [0.062,0.074]",6.967e-101,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-L,"0.066 [0.058,0.073]",5.168e-56,***,Total-Lipids in Large HDL
S-LDL-PL%,"0.064 [0.058,0.070]",1.742e-83,***,Phospholipids to Total-Lipids in Small LDL percentage
Gln,"0.060 [0.054,0.066]",1.272e-78,***,Glutamine
XL-VLDL-FC%,"0.057 [0.050,0.064]",3.926e-54,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-6%,"0.056 [0.051,0.062]",1.324e-74,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL,"0.056 [0.048,0.064]",1.006e-39,***,Phospholipids in Large HDL
PUFA%,"0.055 [0.049,0.061]",9.521e-70,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
LA%,"0.052 [0.045,0.058]",1.040e-56,***,Linoleic Acid to Total-Fatty Acids percentage
L-HDL-C%,"0.051 [0.045,0.057]",5.441e-62,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,"0.049 [0.043,0.055]",3.468e-53,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-LDL-FC%,"0.048 [0.042,0.054]",4.007e-49,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Creatinine,"0.047 [0.040,0.053]",7.777e-39,***,Creatinine
L-HDL-CE%,"0.046 [0.040,0.052]",3.599e-51,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-C%,"0.045 [0.039,0.051]",9.951e-45,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C%,"0.043 [0.037,0.050]",2.981e-31,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,"0.042 [0.036,0.049]",2.331e-32,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Citrate,"0.042 [0.036,0.049]",1.047e-33,***,Citrate
M-LDL-FC%,"0.040 [0.035,0.046]",7.225e-36,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,"0.040 [0.034,0.045]",1.246e-40,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-VLDL-CE%,"0.037 [0.031,0.044]",5.090e-23,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Acetone,"0.036 [0.030,0.042]",2.735e-27,***,Acetone
S-HDL-PL%,"0.034 [0.028,0.040]",2.680e-21,***,Phospholipids to Total-Lipids in Small HDL percentage
IDL-PL%,"0.031 [0.025,0.038]",8.627e-19,***,Phospholipids to Total-Lipids in IDL percentage
M-VLDL-C%,"0.031 [0.025,0.037]",4.078e-19,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-PL%,"0.031 [0.025,0.037]",2.844e-16,***,Phospholipids to Total-Lipids in Large LDL percentage
M-VLDL-CE%,"0.030 [0.025,0.036]",4.658e-19,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
Ile,"0.028 [0.021,0.034]",2.540e-13,***,Isoleucine
L-VLDL-C%,"0.027 [0.021,0.033]",4.929e-11,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-FC%,"0.027 [0.021,0.033]",3.982e-14,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XXL-VLDL-FC%,"0.025 [0.019,0.032]",1.734e-08,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,"0.025 [0.019,0.031]",3.946e-11,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-VLDL-FC%,"0.024 [0.018,0.030]",1.371e-09,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Leu,"0.024 [0.018,0.030]",1.547e-08,***,Leucine
S-VLDL-CE%,"0.021 [0.015,0.027]",8.409e-07,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
His,"0.021 [0.015,0.027]",6.788e-07,***,Histidine
Total-BCAA,"0.021 [0.015,0.028]",1.162e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-HDL-CE%,"0.021 [0.015,0.027]",8.203e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-VLDL-C%,"0.020 [0.014,0.026]",7.343e-06,***,Cholesterol to Total-Lipids in Small VLDL percentage
IDL-FC%,"0.020 [0.014,0.026]",8.255e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
M-HDL-C%,"0.019 [0.013,0.025]",3.488e-04,***,Cholesterol to Total-Lipids in Medium HDL percentage
S-VLDL-FC%,"0.017 [0.011,0.023]",0.010,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
