Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"10.423 [9.562,11.283]",7.380e-119,***,Cholesteryl Esters in HDL
HDL-C,"10.283 [9.421,11.145]",4.013e-115,***,HDL Cholesterol
M-HDL-CE,"9.512 [8.698,10.326]",2.349e-110,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"9.461 [8.646,10.276]",6.988e-109,***,Cholesterol in Medium HDL
HDL-FC,"9.425 [8.528,10.322]",1.094e-88,***,Free Cholesterol in HDL
L-HDL-P,"9.350 [8.344,10.356]",1.384e-68,***,Concentration of Large HDL Particles
M-HDL-FC,"9.191 [8.347,10.035]",1.849e-95,***,Free Cholesterol in Medium HDL
M-HDL-P,"9.188 [8.358,10.019]",1.056e-98,***,Concentration of Medium HDL Particles
L-HDL-CE,"9.164 [8.192,10.135]",8.548e-71,***,Cholesteryl Esters in Large HDL
ApoA1,"9.112 [8.300,9.924]",1.678e-101,***,Apolipoprotein A1
HDL-P,"9.071 [8.275,9.867]",9.289e-105,***,Concentration of HDL Particles
HDL-L,"9.037 [8.208,9.865]",8.338e-96,***,Total-Lipids in HDL
L-HDL-C,"8.985 [8.018,9.951]",1.105e-68,***,Cholesterol in Large HDL
Total-P,"8.757 [7.969,9.545]",1.774e-99,***,Total-Concentration of Lipoprotein Particles
L-HDL-L,"8.629 [7.695,9.562]",6.893e-68,***,Total-Lipids in Large HDL
L-HDL-PL,"8.486 [7.547,9.425]",1.033e-64,***,Phospholipids in Large HDL
L-HDL-FC,"8.435 [7.441,9.430]",1.292e-56,***,Free Cholesterol in Large HDL
HDL-PL,"8.406 [7.584,9.228]",9.020e-84,***,Phospholipids in HDL
M-HDL-L,"8.263 [7.475,9.052]",3.943e-88,***,Total-Lipids in Medium HDL
M-HDL-PL,"7.569 [6.782,8.356]",9.889e-74,***,Phospholipids in Medium HDL
M-HDL-FC%,"7.545 [6.770,8.321]",1.611e-75,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
IDL-CE%,"7.299 [6.586,8.012]",6.864e-84,***,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-CE%,"7.045 [6.328,7.762]",4.438e-77,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-HDL-CE,"7.028 [6.283,7.772]",6.785e-71,***,Cholesteryl Esters in Small HDL
IDL-C%,"6.947 [6.244,7.650]",4.038e-78,***,Cholesterol to Total-Lipids in IDL percentage
S-HDL-C,"6.898 [6.156,7.639]",7.577e-69,***,Cholesterol in Small HDL
S-LDL-C%,"6.871 [6.138,7.604]",7.801e-70,***,Cholesterol to Total-Lipids in Small LDL percentage
PC,"6.603 [5.835,7.371]",3.040e-58,***,Phosphatidylcholines
HDL-size,"6.574 [5.648,7.500]",1.413e-38,***,Average Diameter for HDL Particles
XS-VLDL-C%,"6.563 [5.852,7.275]",1.693e-67,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-P,"6.534 [5.788,7.279]",1.234e-60,***,Concentration of Small HDL Particles
Cholines,"6.352 [5.593,7.112]",6.297e-55,***,Total-Cholines
M-HDL-C%,"6.316 [5.578,7.053]",9.233e-58,***,Cholesterol to Total-Lipids in Medium HDL percentage
XL-HDL-CE,"6.206 [5.200,7.212]",2.721e-28,***,Cholesteryl Esters in Very Large HDL
L-LDL-FC%,"6.203 [5.470,6.935]",2.381e-56,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-HDL-PL,"6.016 [5.270,6.761]",6.126e-51,***,Phospholipids in Small HDL
S-HDL-L,"5.976 [5.233,6.718]",1.292e-50,***,Total-Lipids in Small HDL
Phosphoglyc,"5.787 [5.034,6.540]",7.829e-46,***,Phosphoglycerides
S-HDL-FC,"5.773 [5.029,6.518]",1.105e-46,***,Free Cholesterol in Small HDL
XL-VLDL-CE%,"5.761 [4.967,6.556]",2.051e-40,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
IDL-CE,"5.685 [4.933,6.437]",2.710e-44,***,Cholesteryl Esters in IDL
L-LDL-C%,"5.661 [4.949,6.373]",2.523e-49,***,Cholesterol to Total-Lipids in Large LDL percentage
Total-CE,"5.657 [4.926,6.389]",1.712e-46,***,Total-Esterified Cholesterol
S-VLDL-FC%,"5.564 [4.829,6.299]",2.286e-44,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-C,"5.532 [4.784,6.279]",2.878e-42,***,Cholesterol in IDL
SM,"5.516 [4.741,6.291]",7.929e-39,***,Sphingomyelins
M-LDL-C%,"5.473 [4.748,6.198]",3.976e-44,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-PL%,"5.415 [4.666,6.165]",4.018e-40,***,Phospholipids to Total-Lipids in Small VLDL percentage
XL-HDL-C,"5.356 [4.361,6.351]",1.203e-20,***,Cholesterol in Very Large HDL
XL-VLDL-C%,"5.299 [4.491,6.108]",2.243e-32,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
Total-PL,"5.280 [4.538,6.022]",8.068e-39,***,Total-Phospholipids in Lipoprotein Particles
Total-C,"5.252 [4.524,5.980]",5.031e-40,***,Total-Cholesterol
M-VLDL-C%,"5.183 [4.460,5.905]",1.791e-39,***,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"5.140 [4.437,5.844]",4.329e-41,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
XL-HDL-P,"5.046 [4.043,6.048]",1.395e-17,***,Concentration of Very Large HDL Particles
M-HDL-CE%,"5.014 [4.298,5.730]",1.793e-37,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
IDL-FC,"4.934 [4.177,5.691]",5.466e-32,***,Free Cholesterol in IDL
M-LDL-FC%,"4.876 [4.166,5.587]",7.356e-36,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-L,"4.854 [4.109,5.598]",5.099e-32,***,Total-Lipids in IDL
L-LDL-FC,"4.848 [4.108,5.587]",2.098e-32,***,Free Cholesterol in Large LDL
XL-HDL-L,"4.678 [3.692,5.663]",3.257e-15,***,Total-Lipids in Very Large HDL
M-VLDL-FC%,"4.671 [3.938,5.403]",1.892e-30,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XXL-VLDL-C%,"4.637 [3.861,5.414]",2.818e-26,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,"4.528 [3.798,5.259]",1.417e-28,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,"4.518 [3.785,5.251]",3.430e-28,***,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-PL%,"4.503 [3.767,5.239]",9.942e-28,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XXL-VLDL-CE%,"4.444 [3.649,5.238]",1.338e-22,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL,"4.406 [3.413,5.398]",7.596e-13,***,Phospholipids in Very Large HDL
L-VLDL-CE%,"4.371 [3.593,5.149]",8.169e-23,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
LDL-FC,"4.341 [3.609,5.072]",7.049e-26,***,Free Cholesterol in LDL
S-VLDL-C%,"4.307 [3.581,5.033]",7.396e-26,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-HDL-CE%,"4.277 [3.587,4.966]",1.249e-28,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"4.267 [3.568,4.967]",1.402e-27,***,Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-PL,"4.208 [3.471,4.945]",1.065e-23,***,Phospholipids in Large LDL
Total-FC,"4.197 [3.464,4.930]",7.560e-24,***,Total-Free Cholesterol
XL-HDL-CE%,"4.178 [3.524,4.832]",1.382e-30,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-C,"4.134 [3.407,4.860]",1.684e-23,***,Cholesterol in Large LDL
IDL-PL,"4.105 [3.342,4.869]",1.263e-20,***,Phospholipids in IDL
XXL-VLDL-FC%,"3.974 [3.183,4.766]",1.753e-17,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Clinical LDL-C,"3.974 [3.252,4.695]",8.591e-22,***,Clinical LDL Cholesterol
L-LDL-L,"3.906 [3.181,4.631]",1.075e-20,***,Total-Lipids in Large LDL
L-LDL-CE,"3.814 [3.086,4.543]",2.330e-19,***,Cholesteryl Esters in Large LDL
S-LDL-FC%,"3.784 [3.084,4.484]",7.439e-21,***,Free Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-CE,"3.781 [2.998,4.565]",7.312e-16,***,Cholesteryl Esters in Very Small VLDL
Omega-6,"3.773 [3.047,4.499]",5.327e-19,***,Omega-6 Fatty Acids
Omega-6%,"3.673 [2.968,4.378]",4.319e-19,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Citrate,"3.633 [2.873,4.393]",1.626e-15,***,Citrate
M-LDL-FC,"3.617 [2.885,4.349]",8.436e-17,***,Free Cholesterol in Medium LDL
LA,"3.597 [2.875,4.320]",4.037e-17,***,Linoleic Acid
LDL-C,"3.521 [2.799,4.243]",2.744e-16,***,LDL Cholesterol
Non-HDL-C,"3.274 [2.552,3.996]",1.453e-13,***,Total-Cholesterol Minus HDL-C
Total-L,"3.274 [2.561,3.988]",5.535e-14,***,Total-Lipids in Lipoprotein Particles
PUFA/MUFA,"3.272 [2.536,4.009]",7.299e-13,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-C%,"3.269 [2.493,4.045]",3.460e-11,***,Cholesterol to Total-Lipids in Large VLDL percentage
Gln,"3.264 [2.534,3.994]",4.429e-13,***,Glutamine
IDL-P,"3.255 [2.494,4.016]",1.227e-11,***,Concentration of IDL Particles
LDL-PL,"3.209 [2.477,3.940]",1.872e-12,***,Phospholipids in LDL
LDL-L,"3.192 [2.470,3.913]",9.687e-13,***,Total-Lipids in LDL
LDL-CE,"3.144 [2.421,3.867]",3.574e-12,***,Cholesteryl Esters in LDL
S-VLDL-CE%,"3.136 [2.407,3.864]",7.389e-12,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-CE,"3.135 [2.387,3.882]",4.850e-11,***,Cholesteryl Esters in Medium VLDL
XS-VLDL-C,"3.052 [2.276,3.828]",3.012e-09,***,Cholesterol in Very Small VLDL
S-HDL-C%,"2.975 [2.253,3.698]",1.601e-10,***,Cholesterol to Total-Lipids in Small HDL percentage
LDL-size,"2.870 [2.143,3.596]",2.183e-09,***,Average Diameter for LDL Particles
S-HDL-CE%,"2.843 [2.113,3.574]",5.341e-09,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Remnant-C,"2.839 [2.109,3.569]",5.822e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
S-LDL-FC,"2.697 [1.963,3.431]",1.366e-07,***,Free Cholesterol in Small LDL
PUFA,"2.653 [1.923,3.382]",2.329e-07,***,Polyunsaturated Fatty Acids
S-LDL-CE%,"2.569 [1.827,3.311]",2.613e-06,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
IDL-FC%,"2.555 [1.869,3.241]",6.730e-08,***,Free Cholesterol to Total-Lipids in IDL percentage
M-LDL-C,"2.461 [1.733,3.189]",7.962e-06,***,Cholesterol in Medium LDL
XL-VLDL-FC%,"2.406 [1.581,3.232]",0.003,**,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
PUFA%,"2.324 [1.616,3.031]",2.804e-05,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-VLDL-C,"2.280 [1.537,3.023]",4.106e-04,***,Cholesterol in Medium VLDL
XS-VLDL-FC%,"2.221 [1.554,2.887]",1.469e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-LDL-PL,"2.208 [1.473,2.943]",8.774e-04,***,Phospholipids in Medium LDL
M-LDL-L,"2.175 [1.447,2.903]",0.001,**,Total-Lipids in Medium LDL
M-LDL-CE,"1.951 [1.224,2.679]",0.034,*,Cholesteryl Esters in Medium LDL
LDL-TG,"-2.033 [-2.749,-1.317]",0.006,**,Triglycerides in LDL
Creatinine,"-2.128 [-2.923,-1.334]",0.035,*,Creatinine
XL-VLDL-C,"-2.215 [-2.966,-1.464]",0.002,**,Cholesterol in Very Large VLDL
M-VLDL-TG,"-2.218 [-2.956,-1.479]",9.212e-04,***,Triglycerides in Medium VLDL
Ile,"-2.228 [-2.964,-1.492]",6.924e-04,***,Isoleucine
L-VLDL-C,"-2.238 [-2.994,-1.481]",0.002,**,Cholesterol in Large VLDL
VLDL-L,"-2.258 [-3.002,-1.514]",6.134e-04,***,Total-Lipids in VLDL
XL-VLDL-PL%,"-2.322 [-3.138,-1.507]",0.005,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-TG,"-2.339 [-3.048,-1.630]",2.281e-05,***,Triglycerides in Medium LDL
Total-BCAA,"-2.358 [-3.123,-1.593]",3.509e-04,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XXL-VLDL-CE,"-2.419 [-3.151,-1.688]",2.063e-05,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
S-HDL-TG,"-2.483 [-3.247,-1.720]",4.206e-05,***,Triglycerides in Small HDL
Omega-3,"-2.571 [-3.328,-1.815]",6.232e-06,***,Omega-3 Fatty Acids
XS-VLDL-TG,"-2.696 [-3.431,-1.960]",1.582e-07,***,Triglycerides in Very Small VLDL
Pyruvate,"-2.736 [-3.456,-2.015]",2.253e-08,***,Pyruvate
XXL-VLDL-C,"-2.802 [-3.531,-2.073]",1.126e-08,***,Cholesterol in Chylomicrons and Extremely Large VLDL
S-LDL-TG,"-2.871 [-3.575,-2.167]",3.073e-10,***,Triglycerides in Small LDL
L-VLDL-FC,"-2.883 [-3.636,-2.130]",1.440e-08,***,Free Cholesterol in Large VLDL
L-VLDL-P,"-2.897 [-3.636,-2.158]",3.540e-09,***,Concentration of Large VLDL Particles
S-LDL-PL%,"-2.941 [-3.698,-2.185]",5.862e-09,***,Phospholipids to Total-Lipids in Small LDL percentage
L-VLDL-L,"-2.964 [-3.715,-2.214]",2.265e-09,***,Total-Lipids in Large VLDL
L-VLDL-TG,"-2.975 [-3.710,-2.239]",5.112e-10,***,Triglycerides in Large VLDL
S-VLDL-TG,"-3.012 [-3.752,-2.271]",3.579e-10,***,Triglycerides in Small VLDL
XL-VLDL-FC,"-3.025 [-3.767,-2.283]",3.071e-10,***,Free Cholesterol in Very Large VLDL
Total-TG,"-3.075 [-3.812,-2.337]",6.985e-11,***,Total-Triglycerides
ApoB/ApoA1,"-3.080 [-3.818,-2.341]",7.108e-11,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-VLDL-PL,"-3.110 [-3.863,-2.358]",1.251e-10,***,Phospholipids in Large VLDL
L-HDL-PL%,"-3.131 [-3.850,-2.413]",3.074e-12,***,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-FC,"-3.132 [-3.854,-2.409]",4.398e-12,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"-3.208 [-3.949,-2.466]",5.437e-12,***,Phospholipids in Very Large VLDL
XL-VLDL-P,"-3.210 [-3.949,-2.471]",3.893e-12,***,Concentration of Very Large VLDL Particles
XXL-VLDL-P,"-3.298 [-4.013,-2.582]",3.744e-14,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-L,"-3.312 [-4.057,-2.567]",7.007e-13,***,Total-Lipids in Very Large VLDL
VLDL-TG,"-3.374 [-4.119,-2.628]",1.678e-13,***,Triglycerides in VLDL
XXL-VLDL-PL,"-3.423 [-4.144,-2.702]",3.302e-15,***,Phospholipids in Chylomicrons and Extremely Large VLDL
Val,"-3.449 [-4.219,-2.679]",4.005e-13,***,Valine
XL-VLDL-TG,"-3.458 [-4.194,-2.723]",7.040e-15,***,Triglycerides in Very Large VLDL
XXL-VLDL-TG,"-3.488 [-4.203,-2.773]",2.867e-16,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"-3.514 [-4.239,-2.788]",5.172e-16,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG%,"-3.541 [-4.327,-2.756]",2.264e-13,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Ala,"-3.629 [-4.363,-2.895]",7.798e-17,***,Alanine
Omega-3%,"-3.774 [-4.513,-3.035]",3.198e-18,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,"-3.806 [-4.561,-3.052]",1.088e-17,***,Triglycerides to Total-Lipids in Very Large HDL percentage
MUFA%,"-3.906 [-4.652,-3.161]",2.226e-19,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Lactate,"-4.159 [-4.909,-3.408]",4.285e-22,***,Lactate
XL-VLDL-TG%,"-4.251 [-5.106,-3.396]",4.635e-17,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,"-4.531 [-5.258,-3.804]",6.566e-29,***,Triglycerides to Total-Lipids in Large HDL percentage
Sc-ala,"-4.565 [-5.303,-3.828]",1.599e-28,***,Spectrometer-corrected alanine
VLDL-size,"-4.610 [-5.395,-3.826]",2.631e-25,***,Average Diameter for VLDL Particles
S-VLDL-TG%,"-4.633 [-5.392,-3.873]",1.515e-27,***,Triglycerides to Total-Lipids in Small VLDL percentage
GlycA,"-4.962 [-5.715,-4.209]",9.260e-33,***,Glycoprotein Acetyls
XL-HDL-FC%,"-5.043 [-5.842,-4.245]",7.657e-30,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-LDL-TG%,"-5.149 [-5.876,-4.422]",2.145e-38,***,Triglycerides to Total-Lipids in Small LDL percentage
M-VLDL-TG%,"-5.197 [-5.981,-4.412]",3.618e-33,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-PL%,"-5.224 [-6.147,-4.302]",3.043e-23,***,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-TG%,"-5.329 [-6.093,-4.566]",3.020e-37,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,"-5.583 [-6.324,-4.842]",5.867e-44,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,"-5.780 [-6.504,-5.056]",1.008e-49,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,"-6.051 [-6.784,-5.318]",1.990e-53,***,Phospholipids to Total-Lipids in IDL percentage
L-LDL-TG%,"-6.091 [-6.807,-5.375]",6.303e-57,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,"-6.596 [-7.320,-5.871]",9.749e-66,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,"-6.973 [-7.764,-6.183]",1.790e-61,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,"-6.994 [-7.758,-6.229]",2.013e-66,***,Triglycerides to Phosphoglycerides ratio
M-HDL-PL%,"-7.485 [-8.234,-6.737]",4.641e-80,***,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,"-8.681 [-9.416,-7.947]",4.121e-113,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
