Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-TG%,"0.112 [0.106,0.117]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-TG%,"0.109 [0.103,0.114]",0.000e+00,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-TG,"0.106 [0.100,0.112]",1.699e-283,***,Triglycerides in Small HDL
M-VLDL-TG%,"0.105 [0.100,0.111]",3.117e-266,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-HDL-PL%,"0.105 [0.099,0.110]",0.000e+00,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG%,"0.102 [0.096,0.108]",7.375e-208,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
VLDL-size,"0.097 [0.092,0.103]",5.018e-226,***,Average Diameter for VLDL Particles
TG/PG,"0.096 [0.091,0.102]",2.340e-233,***,Triglycerides to Phosphoglycerides ratio
IDL-TG%,"0.096 [0.090,0.101]",1.016e-257,***,Triglycerides to Total-Lipids in IDL percentage
XL-VLDL-TG,"0.095 [0.089,0.100]",3.165e-244,***,Triglycerides in Very Large VLDL
S-LDL-TG%,"0.093 [0.088,0.099]",6.269e-243,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,"0.093 [0.087,0.098]",6.590e-226,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-TG%,"0.092 [0.086,0.098]",7.832e-198,***,Triglycerides to Total-Lipids in Small HDL percentage
Total-TG,"0.092 [0.086,0.097]",7.094e-226,***,Total-Triglycerides
S-VLDL-TG%,"0.092 [0.086,0.097]",1.297e-212,***,Triglycerides to Total-Lipids in Small VLDL percentage
VLDL-TG,"0.091 [0.086,0.097]",2.160e-219,***,Triglycerides in VLDL
S-VLDL-TG,"0.090 [0.084,0.096]",5.221e-215,***,Triglycerides in Small VLDL
L-HDL-TG%,"0.089 [0.084,0.094]",3.392e-220,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-VLDL-L,"0.089 [0.083,0.094]",1.116e-206,***,Total-Lipids in Very Large VLDL
L-LDL-TG%,"0.088 [0.083,0.094]",8.813e-224,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-P,"0.088 [0.083,0.094]",7.121e-208,***,Concentration of Very Large VLDL Particles
L-VLDL-TG,"0.087 [0.082,0.093]",2.316e-205,***,Triglycerides in Large VLDL
S-LDL-TG,"0.085 [0.080,0.090]",3.752e-213,***,Triglycerides in Small LDL
M-LDL-TG,"0.085 [0.079,0.090]",5.733e-208,***,Triglycerides in Medium LDL
L-VLDL-PL,"0.085 [0.079,0.090]",8.195e-184,***,Phospholipids in Large VLDL
M-LDL-TG%,"0.084 [0.079,0.089]",4.760e-197,***,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-L,"0.083 [0.078,0.089]",7.710e-179,***,Total-Lipids in Large VLDL
M-HDL-TG,"0.083 [0.077,0.089]",2.462e-177,***,Triglycerides in Medium HDL
HDL-TG,"0.083 [0.077,0.088]",6.791e-182,***,Triglycerides in HDL
L-VLDL-P,"0.083 [0.077,0.088]",5.860e-183,***,Concentration of Large VLDL Particles
XXL-VLDL-P,"0.083 [0.077,0.088]",1.273e-195,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-PL,"0.082 [0.077,0.088]",2.984e-189,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-VLDL-TG,"0.082 [0.077,0.088]",5.935e-179,***,Triglycerides in Medium VLDL
XS-VLDL-TG,"0.082 [0.076,0.087]",3.068e-180,***,Triglycerides in Very Small VLDL
XXL-VLDL-L,"0.082 [0.076,0.087]",6.834e-185,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"0.081 [0.076,0.087]",1.236e-175,***,Phospholipids in Very Large VLDL
M-HDL-TG%,"0.081 [0.076,0.087]",4.662e-165,***,Triglycerides to Total-Lipids in Medium HDL percentage
LDL-TG,"0.081 [0.076,0.087]",6.704e-187,***,Triglycerides in LDL
XXL-VLDL-TG,"0.080 [0.075,0.086]",1.095e-184,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-FC,"0.080 [0.074,0.085]",8.085e-163,***,Free Cholesterol in Large VLDL
MUFA,"0.079 [0.074,0.085]",7.055e-182,***,Monounsaturated Fatty Acids
XXL-VLDL-FC,"0.079 [0.073,0.084]",1.151e-173,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"0.078 [0.072,0.083]",6.208e-165,***,Cholesterol in Chylomicrons and Extremely Large VLDL
L-LDL-TG,"0.077 [0.072,0.083]",3.732e-165,***,Triglycerides in Large LDL
XL-VLDL-FC,"0.076 [0.071,0.082]",4.966e-154,***,Free Cholesterol in Very Large VLDL
XXL-VLDL-CE,"0.075 [0.070,0.081]",3.891e-153,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-HDL-PL%,"0.074 [0.069,0.080]",1.788e-143,***,Phospholipids to Total-Lipids in Medium HDL percentage
IDL-TG,"0.073 [0.067,0.078]",2.649e-142,***,Triglycerides in IDL
VLDL-L,"0.070 [0.065,0.076]",2.018e-128,***,Total-Lipids in VLDL
L-VLDL-PL%,"0.069 [0.062,0.076]",8.169e-79,***,Phospholipids to Total-Lipids in Large VLDL percentage
SFA,"0.069 [0.064,0.074]",5.832e-140,***,Saturated Fatty Acids
XL-VLDL-C,"0.066 [0.060,0.071]",4.525e-110,***,Cholesterol in Very Large VLDL
L-VLDL-C,"0.065 [0.060,0.071]",1.688e-106,***,Cholesterol in Large VLDL
S-HDL-PL,"0.064 [0.058,0.069]",3.875e-104,***,Phospholipids in Small HDL
Total-FA,"0.062 [0.057,0.067]",3.184e-111,***,Total-Fatty Acids
