Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"26.643 [8.522,44.764]",1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,"23.225 [5.756,40.693]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"5.077 [-12.934,23.088]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,"4.790 [-13.470,23.051]",1.000,,Cholesteryl Esters in VLDL
VLDL-C,"1.032 [-17.162,19.226]",1.000,,VLDL Cholesterol
Non-HDL-C,"-1.613 [-19.528,16.302]",1.000,,Total-Cholesterol Minus HDL-C
Total-C,"-2.842 [-20.950,15.267]",1.000,,Total-Cholesterol
LDL-C,"-5.214 [-23.021,12.593]",1.000,,LDL Cholesterol
HDL-C,"-7.499 [-28.532,13.534]",1.000,,HDL Cholesterol
M-LDL-TG%,"-14.977 [-32.931,2.977]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
