Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,"0.099 [0.077,0.122]",3.935e-12,***,Saturated Fatty Acids to Total-Fatty Acids percentage
Val,"0.085 [0.059,0.111]",2.686e-05,***,Valine
HDL-FC,"0.082 [0.053,0.111]",0.008,**,Free Cholesterol in HDL
PC,"0.080 [0.055,0.104]",7.030e-05,***,Phosphatidylcholines
L-HDL-TG,"0.079 [0.053,0.105]",6.646e-04,***,Triglycerides in Large HDL
HDL-PL,"0.074 [0.047,0.101]",0.014,*,Phospholipids in HDL
XXL-VLDL-TG%,"0.072 [0.047,0.097]",0.003,**,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-FC%,"0.071 [0.046,0.096]",0.005,**,Free Cholesterol to Total-Lipids in Medium HDL percentage
Total-PL,"0.069 [0.045,0.093]",0.004,**,Total-Phospholipids in Lipoprotein Particles
XL-HDL-TG,"0.066 [0.042,0.090]",0.017,*,Triglycerides in Very Large HDL
Phosphoglyc,"0.066 [0.042,0.090]",0.025,*,Phosphoglycerides
SFA,"0.064 [0.041,0.087]",0.012,*,Saturated Fatty Acids
Total-L,"0.061 [0.038,0.084]",0.046,*,Total-Lipids in Lipoprotein Particles
PUFA%,"-0.064 [-0.087,-0.040]",0.027,*,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-HDL-CE%,"-0.064 [-0.088,-0.040]",0.044,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Citrate,"-0.068 [-0.092,-0.043]",0.018,*,Citrate
Omega-6%,"-0.070 [-0.093,-0.046]",0.001,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-C%,"-0.077 [-0.102,-0.052]",3.664e-04,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,"-0.078 [-0.103,-0.052]",7.703e-04,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
