Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-VLDL-FC%,"0.014 [0.013,0.016]",2.141e-84,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"0.014 [0.012,0.015]",5.851e-80,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-CE%,"0.014 [0.012,0.015]",3.236e-86,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-CE%,"0.013 [0.011,0.014]",6.129e-72,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,"0.012 [0.011,0.014]",2.372e-70,***,Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-CE,"0.012 [0.010,0.014]",3.255e-39,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,"0.012 [0.010,0.014]",5.767e-39,***,Cholesterol in Very Large HDL
L-HDL-CE,"0.012 [0.010,0.013]",6.801e-40,***,Cholesteryl Esters in Large HDL
XL-HDL-PL,"0.012 [0.010,0.013]",7.663e-38,***,Phospholipids in Very Large HDL
L-LDL-FC%,"0.011 [0.010,0.012]",3.614e-65,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-C,"0.011 [0.009,0.013]",4.275e-35,***,Cholesterol in Large HDL
M-VLDL-C%,"0.011 [0.010,0.012]",1.635e-66,***,Cholesterol to Total-Lipids in Medium VLDL percentage
XL-HDL-L,"0.011 [0.009,0.013]",5.529e-33,***,Total-Lipids in Very Large HDL
M-LDL-FC%,"0.011 [0.010,0.012]",2.823e-67,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,"0.011 [0.010,0.012]",1.813e-67,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-CE%,"0.011 [0.010,0.012]",6.376e-66,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
IDL-FC%,"0.011 [0.009,0.012]",2.201e-66,***,Free Cholesterol to Total-Lipids in IDL percentage
L-LDL-PL%,"0.010 [0.009,0.012]",1.705e-50,***,Phospholipids to Total-Lipids in Large LDL percentage
XL-HDL-FC,"0.010 [0.009,0.012]",1.275e-31,***,Free Cholesterol in Very Large HDL
XXL-VLDL-FC%,"0.010 [0.009,0.011]",6.764e-45,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-HDL-CE%,"0.010 [0.009,0.011]",7.498e-55,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-FC%,"0.010 [0.009,0.011]",1.522e-50,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-size,"0.010 [0.008,0.011]",2.838e-29,***,Average Diameter for HDL Particles
L-HDL-CE%,"0.010 [0.008,0.011]",8.404e-55,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-P,"0.010 [0.008,0.011]",1.233e-22,***,Concentration of Large HDL Particles
PUFA%,"0.009 [0.008,0.011]",1.551e-49,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-CE%,"0.009 [0.008,0.011]",2.858e-46,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"0.009 [0.008,0.011]",1.788e-46,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-C%,"0.009 [0.008,0.011]",1.305e-44,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,"0.009 [0.008,0.011]",9.311e-48,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-C%,"0.009 [0.008,0.010]",8.964e-50,***,Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,"0.009 [0.008,0.010]",2.218e-43,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,"0.009 [0.008,0.010]",3.187e-45,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-HDL-FC,"0.009 [0.007,0.011]",2.533e-21,***,Free Cholesterol in Large HDL
S-LDL-FC%,"0.009 [0.007,0.010]",6.248e-42,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-PL%,"0.009 [0.007,0.010]",1.717e-35,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,"0.009 [0.007,0.010]",5.616e-37,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-LDL-PL%,"0.008 [0.007,0.010]",9.042e-32,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-P,"0.008 [0.006,0.010]",1.642e-15,***,Concentration of Very Large HDL Particles
L-HDL-L,"0.008 [0.006,0.010]",2.708e-18,***,Total-Lipids in Large HDL
LA%,"0.008 [0.007,0.009]",7.939e-32,***,Linoleic Acid to Total-Fatty Acids percentage
XS-VLDL-FC%,"0.008 [0.007,0.009]",2.111e-38,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-PL%,"0.008 [0.006,0.009]",6.433e-29,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-HDL-CE%,"0.008 [0.006,0.009]",9.958e-29,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-C%,"0.007 [0.006,0.008]",6.132e-26,***,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-C%,"0.007 [0.006,0.008]",1.802e-21,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Omega-6/Omega-3,"0.007 [0.006,0.008]",1.778e-22,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
L-HDL-PL,"0.007 [0.005,0.008]",7.665e-12,***,Phospholipids in Large HDL
