Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"24.273 [4.806,43.740]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,"13.528 [-6.722,33.778]",1.000,,Total-Esterified Cholesterol
Omega-6/Omega-3,"12.644 [-7.427,32.714]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
VLDL-CE,"11.706 [-8.643,32.055]",1.000,,Cholesteryl Esters in VLDL
LDL-CE,"9.505 [-10.338,29.348]",1.000,,Cholesteryl Esters in LDL
PUFA,"-0.186 [-20.193,19.821]",1.000,,Polyunsaturated Fatty Acids
DHA,"-12.629 [-32.795,7.537]",1.000,,Docosahexaenoic Acid
Omega-3,"-14.952 [-35.266,5.361]",1.000,,Omega-3 Fatty Acids
MUFA,"-16.729 [-36.185,2.727]",1.000,,Monounsaturated Fatty Acids
M-LDL-TG%,"-30.027 [-50.029,-10.024]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
