Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-VLDL-TG%,"0.449 [0.386,0.512]",1.035e-38,***,Triglycerides to Total-Lipids in Small VLDL percentage
Omega-6/Omega-3,"0.424 [0.363,0.484]",5.609e-37,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-VLDL-TG%,"0.401 [0.336,0.466]",4.440e-28,***,Triglycerides to Total-Lipids in Medium VLDL percentage
LA%,"0.386 [0.325,0.447]",5.207e-30,***,Linoleic Acid to Total-Fatty Acids percentage
Gln,"0.379 [0.319,0.440]",3.838e-29,***,Glutamine
Phe,"0.368 [0.306,0.429]",5.980e-26,***,Phenylalanine
L-VLDL-TG%,"0.365 [0.299,0.431]",1.012e-21,***,Triglycerides to Total-Lipids in Large VLDL percentage
XS-VLDL-TG%,"0.349 [0.287,0.410]",3.462e-23,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,"0.337 [0.276,0.397]",2.610e-22,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-PL%,"0.316 [0.253,0.378]",9.049e-18,***,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,"0.312 [0.241,0.383]",1.850e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,"0.305 [0.244,0.365]",9.641e-18,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,"0.288 [0.226,0.351]",1.895e-14,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,"0.287 [0.226,0.347]",2.980e-15,***,Triglycerides to Total-Lipids in IDL percentage
Gly,"0.273 [0.188,0.358]",7.105e-05,***,Glycine
LA,"0.249 [0.188,0.309]",1.241e-10,***,Linoleic Acid
L-LDL-TG%,"0.248 [0.188,0.307]",9.049e-11,***,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,"0.245 [0.182,0.307]",4.796e-09,***,Glycoprotein Acetyls
M-HDL-PL%,"0.240 [0.177,0.302]",1.114e-08,***,Phospholipids to Total-Lipids in Medium HDL percentage
VLDL-size,"0.239 [0.173,0.304]",1.777e-07,***,Average Diameter for VLDL Particles
XS-VLDL-PL%,"0.211 [0.150,0.273]",3.258e-06,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,"0.206 [0.147,0.266]",2.619e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
TG/PG,"0.206 [0.142,0.269]",5.904e-05,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,"0.198 [0.132,0.264]",9.678e-04,***,Triglycerides to Total-Lipids in Small HDL percentage
XXL-VLDL-PL,"0.196 [0.136,0.256]",3.765e-05,***,Phospholipids in Chylomicrons and Extremely Large VLDL
L-HDL-TG,"0.190 [0.123,0.257]",0.005,**,Triglycerides in Large HDL
XXL-VLDL-P,"0.189 [0.129,0.249]",1.235e-04,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,"0.187 [0.126,0.247]",3.350e-04,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
IDL-PL%,"0.184 [0.123,0.245]",7.327e-04,***,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-FC,"0.184 [0.124,0.244]",4.895e-04,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"0.184 [0.124,0.243]",3.737e-04,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG%,"0.183 [0.118,0.249]",0.009,**,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C,"0.171 [0.110,0.231]",0.009,**,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG,"0.169 [0.107,0.230]",0.016,*,Triglycerides in Very Large VLDL
XL-HDL-PL%,"0.164 [0.107,0.221]",0.004,**,Phospholipids to Total-Lipids in Very Large HDL percentage
PUFA/MUFA,"-0.165 [-0.227,-0.104]",0.028,*,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
S-HDL-FC,"-0.166 [-0.228,-0.104]",0.035,*,Free Cholesterol in Small HDL
S-VLDL-PL,"-0.171 [-0.233,-0.109]",0.016,*,Phospholipids in Small VLDL
L-LDL-C%,"-0.175 [-0.234,-0.116]",0.002,**,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-PL,"-0.181 [-0.245,-0.118]",0.005,**,Phospholipids in Very Small VLDL
