Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA/MUFA,"0.130 [0.118,0.142]",2.490e-99,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,"0.129 [0.118,0.141]",6.822e-97,***,Degree of Unsaturation
DHA%,"0.128 [0.117,0.140]",3.786e-101,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA%,"0.121 [0.110,0.132]",5.234e-94,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-3%,"0.114 [0.102,0.126]",9.366e-75,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"0.100 [0.087,0.112]",6.249e-52,***,Docosahexaenoic Acid
XL-HDL-PL,"0.094 [0.078,0.110]",1.273e-25,***,Phospholipids in Very Large HDL
LA%,"0.093 [0.081,0.105]",6.026e-50,***,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-C,"0.092 [0.076,0.108]",2.309e-24,***,Cholesterol in Very Large HDL
XL-HDL-L,"0.092 [0.076,0.107]",1.390e-24,***,Total-Lipids in Very Large HDL
XL-HDL-CE,"0.091 [0.075,0.107]",5.697e-23,***,Cholesteryl Esters in Very Large HDL
XL-HDL-FC,"0.086 [0.071,0.101]",4.659e-24,***,Free Cholesterol in Very Large HDL
Omega-6%,"0.082 [0.071,0.093]",5.824e-41,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-P,"0.078 [0.062,0.094]",5.378e-16,***,Concentration of Very Large HDL Particles
Acetate,"0.075 [0.064,0.087]",4.539e-33,***,Acetate
S-LDL-PL%,"0.072 [0.060,0.084]",3.927e-26,***,Phospholipids to Total-Lipids in Small LDL percentage
Omega-3,"0.067 [0.055,0.079]",4.543e-22,***,Omega-3 Fatty Acids
HDL-size,"0.066 [0.051,0.081]",8.923e-13,***,Average Diameter for HDL Particles
XL-VLDL-FC%,"0.061 [0.047,0.074]",4.006e-14,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-PL%,"0.060 [0.049,0.070]",1.747e-21,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-CE,"0.057 [0.041,0.073]",1.949e-07,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.056 [0.040,0.071]",5.287e-07,***,Cholesterol in Large HDL
XXL-VLDL-FC%,"0.055 [0.042,0.068]",3.050e-12,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-PL%,"0.053 [0.041,0.065]",1.202e-13,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-C%,"0.051 [0.040,0.062]",3.825e-14,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-FC,"0.051 [0.035,0.067]",1.050e-04,***,Free Cholesterol in Large HDL
S-HDL-FC%,"0.050 [0.038,0.063]",1.753e-09,***,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-P,"0.047 [0.031,0.064]",0.002,**,Concentration of Large HDL Particles
L-VLDL-CE%,"0.047 [0.035,0.059]",2.769e-08,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XL-VLDL-C%,"0.046 [0.034,0.059]",4.110e-07,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-CE%,"0.046 [0.035,0.057]",3.841e-11,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-LDL-FC%,"0.041 [0.030,0.052]",2.597e-07,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-L,"0.041 [0.026,0.056]",0.021,*,Total-Lipids in Large HDL
XL-VLDL-CE%,"0.040 [0.028,0.053]",9.351e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
Gln,"0.040 [0.029,0.052]",2.324e-06,***,Glutamine
L-HDL-FC%,"0.038 [0.028,0.049]",2.583e-07,***,Free Cholesterol to Total-Lipids in Large HDL percentage
S-LDL-FC%,"0.035 [0.024,0.046]",1.839e-04,***,Free Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-C%,"0.033 [0.021,0.045]",0.038,*,Cholesterol to Total-Lipids in Large VLDL percentage
VLDL-P,"-0.031 [-0.043,-0.020]",0.048,*,Concentration of VLDL Particles
Non-HDL-C,"-0.032 [-0.043,-0.020]",0.016,*,Total-Cholesterol Minus HDL-C
M-VLDL-L,"-0.032 [-0.043,-0.020]",0.027,*,Total-Lipids in Medium VLDL
VLDL-C,"-0.032 [-0.044,-0.020]",0.030,*,VLDL Cholesterol
L-LDL-L,"-0.032 [-0.044,-0.020]",0.013,*,Total-Lipids in Large LDL
Acetoacetate,"-0.032 [-0.044,-0.020]",0.022,*,Acetoacetate
Total-C,"-0.033 [-0.044,-0.021]",0.008,**,Total-Cholesterol
XS-VLDL-TG,"-0.033 [-0.044,-0.021]",0.011,*,Triglycerides in Very Small VLDL
LDL-C,"-0.033 [-0.044,-0.021]",0.005,**,LDL Cholesterol
S-LDL-L,"-0.033 [-0.045,-0.022]",0.004,**,Total-Lipids in Small LDL
M-LDL-P,"-0.033 [-0.045,-0.022]",0.004,**,Concentration of Medium LDL Particles
TG/PG,"-0.034 [-0.046,-0.021]",0.015,*,Triglycerides to Phosphoglycerides ratio
Leu,"-0.034 [-0.046,-0.022]",0.008,**,Leucine
Total-CE,"-0.034 [-0.046,-0.022]",0.003,**,Total-Esterified Cholesterol
M-HDL-TG%,"-0.034 [-0.046,-0.022]",0.009,**,Triglycerides to Total-Lipids in Medium HDL percentage
S-LDL-C%,"-0.035 [-0.046,-0.023]",0.001,**,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-PL,"-0.035 [-0.047,-0.023]",0.001,**,Phospholipids in Large LDL
Lactate,"-0.035 [-0.047,-0.023]",0.002,**,Lactate
LDL-L,"-0.036 [-0.047,-0.024]",3.093e-04,***,Total-Lipids in LDL
LDL-CE,"-0.036 [-0.047,-0.024]",3.306e-04,***,Cholesteryl Esters in LDL
S-LDL-C,"-0.036 [-0.047,-0.024]",4.784e-04,***,Cholesterol in Small LDL
LDL-PL,"-0.036 [-0.048,-0.024]",3.026e-04,***,Phospholipids in LDL
VLDL-FC,"-0.037 [-0.049,-0.025]",2.859e-04,***,Free Cholesterol in VLDL
L-VLDL-C,"-0.038 [-0.050,-0.026]",1.308e-04,***,Cholesterol in Large VLDL
HDL-PL,"-0.038 [-0.052,-0.025]",0.002,**,Phospholipids in HDL
M-VLDL-TG,"-0.039 [-0.050,-0.027]",3.083e-05,***,Triglycerides in Medium VLDL
IDL-TG,"-0.039 [-0.051,-0.028]",1.251e-05,***,Triglycerides in IDL
XL-HDL-C%,"-0.040 [-0.051,-0.029]",4.601e-07,***,Cholesterol to Total-Lipids in Very Large HDL percentage
VLDL-PL,"-0.040 [-0.052,-0.028]",6.468e-06,***,Phospholipids in VLDL
L-VLDL-TG,"-0.041 [-0.052,-0.029]",2.365e-06,***,Triglycerides in Large VLDL
PC,"-0.042 [-0.054,-0.029]",5.211e-06,***,Phosphatidylcholines
S-LDL-CE,"-0.042 [-0.053,-0.030]",3.156e-07,***,Cholesteryl Esters in Small LDL
XL-VLDL-TG%,"-0.042 [-0.056,-0.029]",2.764e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-C,"-0.043 [-0.054,-0.031]",1.487e-07,***,Cholesterol in Medium LDL
L-VLDL-P,"-0.043 [-0.055,-0.031]",3.010e-07,***,Concentration of Large VLDL Particles
L-VLDL-L,"-0.043 [-0.055,-0.031]",4.227e-07,***,Total-Lipids in Large VLDL
S-LDL-TG,"-0.043 [-0.055,-0.032]",9.103e-09,***,Triglycerides in Small LDL
M-HDL-C,"-0.044 [-0.057,-0.031]",1.166e-05,***,Cholesterol in Medium HDL
M-HDL-CE,"-0.044 [-0.057,-0.031]",9.344e-06,***,Cholesteryl Esters in Medium HDL
L-HDL-TG%,"-0.044 [-0.056,-0.032]",2.563e-08,***,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL,"-0.044 [-0.056,-0.032]",4.116e-08,***,Phospholipids in Medium LDL
M-LDL-CE%,"-0.044 [-0.056,-0.032]",8.433e-08,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-FC,"-0.044 [-0.058,-0.031]",3.248e-05,***,Free Cholesterol in Medium HDL
M-LDL-L,"-0.044 [-0.056,-0.033]",1.650e-08,***,Total-Lipids in Medium LDL
VLDL-L,"-0.044 [-0.056,-0.033]",4.766e-08,***,Total-Lipids in VLDL
XL-VLDL-FC,"-0.045 [-0.056,-0.033]",4.060e-08,***,Free Cholesterol in Very Large VLDL
XL-VLDL-CE,"-0.045 [-0.057,-0.033]",8.028e-08,***,Cholesteryl Esters in Very Large VLDL
L-VLDL-FC,"-0.045 [-0.057,-0.033]",6.596e-08,***,Free Cholesterol in Large VLDL
