Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Albumin,"0.026 [0.025,0.026]",0.000e+00,***,Albumin
S-HDL-P,"0.015 [0.014,0.015]",0.000e+00,***,Concentration of Small HDL Particles
S-HDL-L,"0.014 [0.014,0.015]",0.000e+00,***,Total-Lipids in Small HDL
S-HDL-FC,"0.014 [0.014,0.015]",0.000e+00,***,Free Cholesterol in Small HDL
S-HDL-C,"0.014 [0.013,0.015]",0.000e+00,***,Cholesterol in Small HDL
S-HDL-CE,"0.014 [0.013,0.014]",0.000e+00,***,Cholesteryl Esters in Small HDL
S-HDL-PL,"0.013 [0.013,0.014]",0.000e+00,***,Phospholipids in Small HDL
Total-P,"0.013 [0.012,0.014]",0.000e+00,***,Total-Concentration of Lipoprotein Particles
Omega-3,"0.012 [0.012,0.013]",0.000e+00,***,Omega-3 Fatty Acids
HDL-P,"0.012 [0.012,0.013]",2.166e-301,***,Concentration of HDL Particles
Citrate,"0.012 [0.011,0.013]",0.000e+00,***,Citrate
Lactate,"0.012 [0.011,0.012]",3.990e-303,***,Lactate
S-LDL-CE%,"0.012 [0.011,0.012]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Cholines,"0.011 [0.011,0.012]",2.833e-285,***,Total-Cholines
Phosphoglyc,"0.011 [0.011,0.012]",4.246e-289,***,Phosphoglycerides
SM,"0.011 [0.011,0.012]",3.381e-269,***,Sphingomyelins
Total-PL,"0.011 [0.010,0.012]",1.857e-281,***,Total-Phospholipids in Lipoprotein Particles
DHA,"0.011 [0.010,0.012]",9.601e-263,***,Docosahexaenoic Acid
Total-FA,"0.011 [0.010,0.011]",2.676e-298,***,Total-Fatty Acids
PUFA,"0.011 [0.010,0.011]",1.004e-273,***,Polyunsaturated Fatty Acids
SFA,"0.011 [0.010,0.011]",4.249e-295,***,Saturated Fatty Acids
M-LDL-CE,"0.011 [0.010,0.011]",1.034e-269,***,Cholesteryl Esters in Medium LDL
Total-L,"0.011 [0.010,0.011]",9.572e-279,***,Total-Lipids in Lipoprotein Particles
M-LDL-L,"0.010 [0.010,0.011]",4.083e-262,***,Total-Lipids in Medium LDL
S-VLDL-L,"0.010 [0.010,0.011]",1.181e-245,***,Total-Lipids in Small VLDL
M-LDL-C,"0.010 [0.010,0.011]",7.886e-251,***,Cholesterol in Medium LDL
M-LDL-PL,"0.010 [0.010,0.011]",5.360e-246,***,Phospholipids in Medium LDL
GlycA,"0.010 [0.010,0.011]",1.229e-230,***,Glycoprotein Acetyls
XL-HDL-TG%,"0.010 [0.010,0.011]",4.997e-230,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-VLDL-P,"0.010 [0.009,0.011]",3.165e-232,***,Concentration of Small VLDL Particles
S-HDL-TG,"0.010 [0.009,0.011]",6.354e-217,***,Triglycerides in Small HDL
S-VLDL-PL,"0.010 [0.009,0.011]",4.129e-228,***,Phospholipids in Small VLDL
M-LDL-TG,"0.010 [0.009,0.011]",1.754e-250,***,Triglycerides in Medium LDL
L-LDL-TG,"0.010 [0.009,0.011]",6.584e-238,***,Triglycerides in Large LDL
S-LDL-CE,"0.010 [0.009,0.010]",3.153e-235,***,Cholesteryl Esters in Small LDL
ApoA1,"0.010 [0.009,0.011]",1.067e-186,***,Apolipoprotein A1
LDL-TG,"0.010 [0.009,0.010]",5.888e-240,***,Triglycerides in LDL
PC,"0.010 [0.009,0.010]",2.948e-204,***,Phosphatidylcholines
S-VLDL-CE,"0.010 [0.009,0.010]",2.150e-208,***,Cholesteryl Esters in Small VLDL
LDL-CE,"0.010 [0.009,0.010]",4.487e-223,***,Cholesteryl Esters in LDL
S-VLDL-C,"0.010 [0.009,0.010]",1.278e-204,***,Cholesterol in Small VLDL
M-VLDL-P,"0.009 [0.009,0.010]",1.950e-205,***,Concentration of Medium VLDL Particles
M-VLDL-L,"0.009 [0.009,0.010]",3.090e-207,***,Total-Lipids in Medium VLDL
VLDL-P,"0.009 [0.009,0.010]",9.131e-201,***,Concentration of VLDL Particles
Total-CE,"0.009 [0.009,0.010]",6.693e-208,***,Total-Esterified Cholesterol
LDL-L,"0.009 [0.009,0.010]",4.319e-213,***,Total-Lipids in LDL
MUFA,"0.009 [0.009,0.010]",3.085e-219,***,Monounsaturated Fatty Acids
M-LDL-P,"0.009 [0.009,0.010]",2.262e-205,***,Concentration of Medium LDL Particles
VLDL-FC,"0.009 [0.009,0.010]",4.593e-197,***,Free Cholesterol in VLDL
L-VLDL-C,"0.009 [0.009,0.010]",5.143e-189,***,Cholesterol in Large VLDL
Total-C,"0.009 [0.009,0.010]",4.240e-204,***,Total-Cholesterol
M-HDL-P,"0.009 [0.009,0.010]",1.299e-155,***,Concentration of Medium HDL Particles
S-VLDL-FC,"0.009 [0.009,0.010]",7.036e-193,***,Free Cholesterol in Small VLDL
S-LDL-C,"0.009 [0.009,0.010]",9.092e-201,***,Cholesterol in Small LDL
L-VLDL-CE,"0.009 [0.009,0.010]",1.362e-185,***,Cholesteryl Esters in Large VLDL
S-VLDL-TG,"0.009 [0.009,0.010]",1.095e-193,***,Triglycerides in Small VLDL
Total-FC,"0.009 [0.009,0.010]",2.517e-195,***,Total-Free Cholesterol
LDL-PL,"0.009 [0.008,0.010]",8.510e-195,***,Phospholipids in LDL
LDL-C,"0.009 [0.009,0.010]",2.801e-200,***,LDL Cholesterol
M-VLDL-TG,"0.009 [0.008,0.010]",7.505e-190,***,Triglycerides in Medium VLDL
L-VLDL-FC,"0.009 [0.008,0.010]",1.527e-181,***,Free Cholesterol in Large VLDL
L-LDL-CE,"0.009 [0.008,0.010]",3.059e-195,***,Cholesteryl Esters in Large LDL
VLDL-PL,"0.009 [0.008,0.010]",1.997e-187,***,Phospholipids in VLDL
M-VLDL-PL,"0.009 [0.008,0.010]",2.912e-187,***,Phospholipids in Medium VLDL
L-LDL-L,"0.009 [0.008,0.010]",5.062e-194,***,Total-Lipids in Large LDL
M-HDL-L,"0.009 [0.008,0.010]",4.442e-162,***,Total-Lipids in Medium HDL
Omega-6,"0.009 [0.008,0.010]",3.023e-191,***,Omega-6 Fatty Acids
XL-VLDL-CE,"0.009 [0.008,0.010]",6.422e-175,***,Cholesteryl Esters in Very Large VLDL
M-HDL-FC,"0.009 [0.008,0.010]",1.915e-139,***,Free Cholesterol in Medium HDL
L-LDL-PL,"0.009 [0.008,0.009]",2.736e-184,***,Phospholipids in Large LDL
VLDL-L,"0.009 [0.008,0.009]",2.856e-179,***,Total-Lipids in VLDL
S-LDL-L,"0.009 [0.008,0.009]",9.628e-187,***,Total-Lipids in Small LDL
XS-VLDL-TG,"0.009 [0.008,0.009]",1.272e-180,***,Triglycerides in Very Small VLDL
M-HDL-PL,"0.009 [0.008,0.009]",4.068e-156,***,Phospholipids in Medium HDL
M-VLDL-FC,"0.009 [0.008,0.009]",3.854e-175,***,Free Cholesterol in Medium VLDL
VLDL-C,"0.009 [0.008,0.009]",1.040e-173,***,VLDL Cholesterol
M-LDL-FC,"0.009 [0.008,0.009]",4.842e-177,***,Free Cholesterol in Medium LDL
IDL-TG,"0.009 [0.008,0.009]",8.923e-175,***,Triglycerides in IDL
L-LDL-C,"0.009 [0.008,0.009]",1.500e-177,***,Cholesterol in Large LDL
XL-VLDL-C,"0.009 [0.008,0.009]",3.270e-162,***,Cholesterol in Very Large VLDL
L-VLDL-P,"0.008 [0.008,0.009]",3.721e-165,***,Concentration of Large VLDL Particles
S-LDL-TG,"0.008 [0.008,0.009]",1.885e-182,***,Triglycerides in Small LDL
Non-HDL-C,"0.008 [0.008,0.009]",1.645e-172,***,Total-Cholesterol Minus HDL-C
Total-TG,"0.008 [0.008,0.009]",2.455e-163,***,Total-Triglycerides
L-VLDL-PL,"0.008 [0.008,0.009]",1.883e-156,***,Phospholipids in Large VLDL
LDL-P,"0.008 [0.008,0.009]",2.399e-163,***,Concentration of LDL Particles
S-LDL-P,"0.008 [0.008,0.009]",1.066e-160,***,Concentration of Small LDL Particles
L-VLDL-L,"0.008 [0.008,0.009]",2.399e-153,***,Total-Lipids in Large VLDL
M-HDL-C,"0.008 [0.008,0.009]",6.581e-129,***,Cholesterol in Medium HDL
VLDL-CE,"0.008 [0.008,0.009]",6.631e-152,***,Cholesteryl Esters in VLDL
HDL-TG,"0.008 [0.008,0.009]",5.386e-152,***,Triglycerides in HDL
M-HDL-CE,"0.008 [0.007,0.009]",5.706e-124,***,Cholesteryl Esters in Medium HDL
M-HDL-TG,"0.008 [0.007,0.009]",6.821e-145,***,Triglycerides in Medium HDL
