Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
S-HDL-PL,"0.067 [0.051,0.083]",1.344e-10,***,Phospholipids in Small HDL
GlycA,"0.065 [0.048,0.082]",1.451e-08,***,Glycoprotein Acetyls
M-HDL-PL,"0.064 [0.048,0.080]",1.200e-09,***,Phospholipids in Medium HDL
M-HDL-L,"0.061 [0.044,0.077]",4.730e-08,***,Total-Lipids in Medium HDL
S-HDL-L,"0.060 [0.044,0.077]",5.721e-08,***,Total-Lipids in Small HDL
M-HDL-TG,"0.059 [0.043,0.076]",2.891e-07,***,Triglycerides in Medium HDL
M-HDL-P,"0.056 [0.040,0.073]",1.556e-06,***,Concentration of Medium HDL Particles
HDL-TG,"0.055 [0.039,0.071]",9.492e-06,***,Triglycerides in HDL
XS-VLDL-TG%,"0.055 [0.038,0.072]",2.004e-05,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,"0.055 [0.038,0.071]",2.626e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
HDL-PL,"0.055 [0.038,0.071]",7.556e-06,***,Phospholipids in HDL
ApoA1,"0.054 [0.038,0.070]",1.580e-05,***,Apolipoprotein A1
S-HDL-FC,"0.054 [0.038,0.070]",1.533e-05,***,Free Cholesterol in Small HDL
S-VLDL-TG%,"0.053 [0.037,0.069]",3.494e-05,***,Triglycerides to Total-Lipids in Small VLDL percentage
M-HDL-FC,"0.052 [0.036,0.068]",4.530e-05,***,Free Cholesterol in Medium HDL
HDL-P,"0.052 [0.036,0.068]",7.250e-05,***,Concentration of HDL Particles
M-HDL-C,"0.051 [0.035,0.067]",1.494e-04,***,Cholesterol in Medium HDL
PC,"0.051 [0.035,0.067]",1.614e-04,***,Phosphatidylcholines
M-LDL-TG%,"0.050 [0.034,0.067]",5.631e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-HDL-CE,"0.050 [0.034,0.067]",2.551e-04,***,Cholesteryl Esters in Medium HDL
Phosphoglyc,"0.050 [0.034,0.066]",3.250e-04,***,Phosphoglycerides
HDL-L,"0.050 [0.033,0.066]",4.675e-04,***,Total-Lipids in HDL
MUFA,"0.049 [0.032,0.066]",0.002,**,Monounsaturated Fatty Acids
S-HDL-PL%,"0.049 [0.033,0.065]",4.476e-04,***,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG,"0.048 [0.032,0.064]",9.612e-04,***,Triglycerides in Large HDL
Total-P,"0.048 [0.031,0.064]",0.002,**,Total-Concentration of Lipoprotein Particles
IDL-TG%,"0.047 [0.030,0.064]",0.009,**,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG,"0.046 [0.029,0.063]",0.015,*,Triglycerides in Small HDL
L-LDL-TG%,"0.046 [0.029,0.063]",0.019,*,Triglycerides to Total-Lipids in Large LDL percentage
Total-FA,"0.045 [0.029,0.061]",0.013,*,Total-Fatty Acids
S-HDL-P,"0.045 [0.029,0.061]",0.012,*,Concentration of Small HDL Particles
Cholines,"0.044 [0.028,0.061]",0.017,*,Total-Cholines
S-HDL-C,"0.043 [0.027,0.059]",0.032,*,Cholesterol in Small HDL
S-HDL-CE%,"-0.044 [-0.060,-0.027]",0.031,*,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Creatinine,"-0.045 [-0.061,-0.029]",0.016,*,Creatinine
M-VLDL-FC%,"-0.045 [-0.062,-0.028]",0.028,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-C%,"-0.047 [-0.064,-0.030]",0.010,*,Cholesterol to Total-Lipids in Very Small VLDL percentage
S-HDL-C%,"-0.048 [-0.064,-0.031]",0.002,**,Cholesterol to Total-Lipids in Small HDL percentage
S-VLDL-PL%,"-0.050 [-0.066,-0.033]",0.001,**,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-FC%,"-0.050 [-0.067,-0.033]",0.001,**,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-FC%,"-0.050 [-0.067,-0.033]",9.567e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-CE%,"-0.054 [-0.070,-0.037]",2.073e-05,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"-0.055 [-0.071,-0.038]",1.366e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
L-LDL-FC%,"-0.056 [-0.073,-0.039]",2.824e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-FC%,"-0.061 [-0.077,-0.044]",1.321e-07,***,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-FC%,"-0.065 [-0.082,-0.049]",2.589e-09,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
