Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"41.644 [37.541,45.746]",5.903e-82,***,Creatinine
XL-HDL-FC%,"35.290 [31.145,39.434]",8.533e-57,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
TG/PG,"25.937 [21.773,30.100]",7.970e-29,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"23.230 [19.125,27.335]",3.720e-23,***,Average Diameter for VLDL Particles
XL-HDL-C%,"22.465 [18.458,26.473]",1.186e-22,***,Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"19.884 [15.811,23.958]",2.746e-16,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-TG%,"19.264 [15.123,23.405]",1.877e-14,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,"18.673 [14.481,22.865]",6.139e-13,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,"18.481 [14.184,22.778]",8.392e-12,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"18.025 [13.898,22.153]",2.766e-12,***,Triglycerides to Total-Lipids in Small HDL percentage
Leu,"17.420 [13.426,21.414]",3.026e-12,***,Leucine
Total-BCAA,"16.022 [11.949,20.096]",3.002e-09,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-TG,"15.740 [11.564,19.916]",3.533e-08,***,Triglycerides in Very Large VLDL
XL-VLDL-L,"15.394 [11.235,19.553]",9.435e-08,***,Total-Lipids in Very Large VLDL
XL-VLDL-P,"15.283 [11.117,19.450]",1.519e-07,***,Concentration of Very Large VLDL Particles
Val,"15.250 [11.114,19.386]",1.166e-07,***,Valine
L-VLDL-TG,"15.067 [10.953,19.182]",1.663e-07,***,Triglycerides in Large VLDL
XL-VLDL-PL,"15.000 [10.839,19.161]",3.752e-07,***,Phospholipids in Very Large VLDL
L-VLDL-PL,"14.984 [10.848,19.119]",2.886e-07,***,Phospholipids in Large VLDL
M-VLDL-TG%,"14.889 [10.726,19.051]",5.537e-07,***,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-FC,"14.880 [10.758,19.003]",3.499e-07,***,Free Cholesterol in Large VLDL
XXL-VLDL-TG,"14.779 [10.588,18.970]",1.120e-06,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-L,"14.693 [10.584,18.803]",5.645e-07,***,Total-Lipids in Large VLDL
XXL-VLDL-L,"14.553 [10.369,18.737]",2.159e-06,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-P,"14.527 [10.397,18.656]",1.262e-06,***,Concentration of Large VLDL Particles
Gln,"14.167 [10.119,18.216]",1.631e-06,***,Glutamine
XL-VLDL-FC,"14.130 [9.978,18.281]",5.914e-06,***,Free Cholesterol in Very Large VLDL
M-HDL-TG%,"13.900 [9.802,17.999]",6.981e-06,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-CE,"13.830 [9.667,17.993]",1.738e-05,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XXL-VLDL-PL,"13.785 [9.581,17.988]",3.006e-05,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"13.676 [9.471,17.880]",4.246e-05,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-C,"13.363 [9.190,17.536]",8.025e-05,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XS-VLDL-PL%,"13.326 [9.206,17.447]",5.371e-05,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
VLDL-TG,"13.200 [9.059,17.341]",9.664e-05,***,Triglycerides in VLDL
XL-VLDL-C,"13.055 [8.932,17.179]",1.264e-04,***,Cholesterol in Very Large VLDL
XXL-VLDL-FC,"12.495 [8.304,16.685]",0.001,**,Free Cholesterol in Chylomicrons and Extremely Large VLDL
L-VLDL-C,"12.283 [8.191,16.374]",9.245e-04,***,Cholesterol in Large VLDL
