Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-CE%,"0.023 [0.022,0.024]",0.000e+00,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"0.022 [0.021,0.024]",0.000e+00,***,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,"0.020 [0.019,0.021]",0.000e+00,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-CE%,"0.019 [0.018,0.020]",1.821e-270,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-LDL-FC%,"0.019 [0.018,0.020]",1.591e-264,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-LDL-FC%,"0.019 [0.018,0.020]",3.917e-258,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-CE%,"0.019 [0.018,0.020]",1.109e-256,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
M-VLDL-C%,"0.019 [0.018,0.020]",1.067e-255,***,Cholesterol to Total-Lipids in Medium VLDL percentage
PUFA%,"0.018 [0.017,0.019]",1.088e-236,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-CE%,"0.018 [0.017,0.019]",6.929e-239,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-VLDL-C%,"0.018 [0.016,0.019]",7.517e-225,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-VLDL-CE%,"0.017 [0.016,0.018]",6.557e-220,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
M-HDL-C%,"0.017 [0.016,0.018]",3.595e-210,***,Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-C%,"0.017 [0.016,0.018]",6.111e-210,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
LA%,"0.017 [0.016,0.018]",9.586e-207,***,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,"0.017 [0.016,0.018]",2.445e-199,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XS-VLDL-CE%,"0.017 [0.016,0.018]",1.003e-203,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-FC%,"0.017 [0.015,0.018]",2.227e-221,***,Free Cholesterol to Total-Lipids in IDL percentage
M-VLDL-FC%,"0.016 [0.015,0.017]",1.475e-188,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC%,"0.016 [0.015,0.017]",4.025e-189,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-VLDL-C%,"0.016 [0.015,0.017]",6.322e-193,***,Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-FC%,"0.015 [0.014,0.016]",7.185e-186,***,Free Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-C%,"0.015 [0.014,0.016]",1.842e-168,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-FC%,"0.014 [0.013,0.015]",2.035e-153,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,"0.014 [0.013,0.015]",8.467e-158,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
S-VLDL-CE%,"0.014 [0.013,0.015]",1.570e-152,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
S-VLDL-PL%,"0.014 [0.013,0.015]",7.091e-139,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-HDL-C%,"0.013 [0.012,0.014]",1.057e-142,***,Cholesterol to Total-Lipids in Small HDL percentage
S-HDL-CE%,"0.013 [0.012,0.014]",1.397e-139,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
XXL-VLDL-FC%,"0.012 [0.011,0.014]",2.412e-116,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-VLDL-PL%,"0.012 [0.011,0.013]",1.142e-113,***,Phospholipids to Total-Lipids in Medium VLDL percentage
L-LDL-PL%,"0.012 [0.011,0.013]",2.219e-122,***,Phospholipids to Total-Lipids in Large LDL percentage
L-HDL-CE,"0.012 [0.011,0.013]",2.404e-83,***,Cholesteryl Esters in Large HDL
XL-HDL-PL%,"0.012 [0.011,0.013]",1.749e-92,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-C,"0.011 [0.010,0.013]",3.687e-74,***,Cholesterol in Large HDL
HDL-size,"0.011 [0.010,0.012]",3.952e-73,***,Average Diameter for HDL Particles
IDL-C%,"0.011 [0.010,0.012]",4.701e-92,***,Cholesterol to Total-Lipids in IDL percentage
XL-HDL-CE,"0.011 [0.010,0.012]",7.399e-68,***,Cholesteryl Esters in Very Large HDL
Omega-6/Omega-3,"0.010 [0.009,0.011]",5.076e-83,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-C,"0.010 [0.009,0.012]",4.380e-65,***,Cholesterol in Very Large HDL
XXL-VLDL-C%,"0.010 [0.009,0.011]",3.958e-81,***,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL,"0.010 [0.008,0.011]",4.252e-54,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.009 [0.008,0.011]",4.029e-52,***,Total-Lipids in Very Large HDL
L-HDL-L,"0.009 [0.008,0.010]",1.827e-42,***,Total-Lipids in Large HDL
S-LDL-PL%,"0.009 [0.008,0.010]",6.676e-59,***,Phospholipids to Total-Lipids in Small LDL percentage
XL-HDL-FC,"0.008 [0.007,0.009]",6.365e-45,***,Free Cholesterol in Very Large HDL
L-HDL-P,"0.008 [0.007,0.009]",6.031e-37,***,Concentration of Large HDL Particles
Unsaturation,"0.008 [0.007,0.009]",2.102e-44,***,Degree of Unsaturation
M-LDL-C%,"0.008 [0.007,0.009]",6.551e-48,***,Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC,"0.008 [0.006,0.009]",7.957e-32,***,Free Cholesterol in Large HDL
L-HDL-FC%,"0.007 [0.006,0.008]",9.085e-36,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-LDL-C%,"0.007 [0.006,0.008]",4.805e-37,***,Cholesterol to Total-Lipids in Large LDL percentage
XXL-VLDL-CE%,"0.007 [0.006,0.008]",3.824e-39,***,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-CE%,"0.007 [0.006,0.008]",1.388e-35,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XL-HDL-P,"0.006 [0.005,0.008]",1.579e-23,***,Concentration of Very Large HDL Particles
L-HDL-PL,"0.006 [0.005,0.007]",3.206e-20,***,Phospholipids in Large HDL
LDL-size,"0.006 [0.005,0.007]",5.325e-25,***,Average Diameter for LDL Particles
L-VLDL-FC%,"0.006 [0.005,0.007]",1.170e-26,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
Citrate,"0.006 [0.005,0.007]",7.117e-22,***,Citrate
M-LDL-PL%,"0.006 [0.005,0.007]",2.935e-22,***,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-CE%,"0.005 [0.004,0.006]",1.693e-18,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-LDL-C%,"0.005 [0.004,0.006]",7.082e-19,***,Cholesterol to Total-Lipids in Small LDL percentage
3-Hydroxybutyrate,"0.005 [0.004,0.006]",2.592e-17,***,3-Hydroxybutyrate
HDL-CE,"0.005 [0.004,0.006]",6.908e-12,***,Cholesteryl Esters in HDL
DHA%,"0.005 [0.004,0.006]",2.972e-14,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Gly,"0.005 [0.004,0.006]",3.218e-12,***,Glycine
Gln,"0.004 [0.003,0.005]",1.568e-08,***,Glutamine
HDL-C,"0.004 [0.003,0.005]",2.987e-05,***,HDL Cholesterol
XL-VLDL-PL%,"0.003 [0.002,0.004]",0.017,*,Phospholipids to Total-Lipids in Very Large VLDL percentage
IDL-PL,"-0.003 [-0.004,-0.002]",0.037,*,Phospholipids in IDL
IDL-L,"-0.003 [-0.004,-0.002]",0.029,*,Total-Lipids in IDL
M-HDL-P,"-0.004 [-0.005,-0.002]",2.955e-05,***,Concentration of Medium HDL Particles
Clinical LDL-C,"-0.004 [-0.005,-0.003]",1.880e-07,***,Clinical LDL Cholesterol
ApoA1,"-0.004 [-0.005,-0.003]",1.757e-06,***,Apolipoprotein A1
M-HDL-FC,"-0.004 [-0.005,-0.003]",5.807e-07,***,Free Cholesterol in Medium HDL
HDL-PL,"-0.004 [-0.005,-0.003]",6.465e-07,***,Phospholipids in HDL
ApoB/ApoA1,"-0.004 [-0.005,-0.003]",2.400e-09,***,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC,"-0.004 [-0.005,-0.003]",5.533e-10,***,Free Cholesterol in Medium LDL
Total-CE,"-0.004 [-0.006,-0.003]",2.414e-12,***,Total-Esterified Cholesterol
